ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-08,1,23.046,GNB,@,SFO,L 28-34,,,,,,,,,,,
2,2013,2013-09-15,2,23.053,GNB,,WAS,W 38-20,,0,0,,0,0.0,1,0,0,0,0
3,2013,2013-09-22,3,23.060,GNB,@,CIN,L 30-34,,0,0,,0,0.0,0,0,0,0,0
4,2013,2013-10-06,4,23.074,GNB,,DET,W 22-9,,,,,,,,,,,
5,2013,2013-10-13,5,23.081,GNB,@,BAL,W 19-17,,0,0,,0,0.0,0,0,0,0,0
6,2013,2013-10-20,6,23.088,GNB,,CLE,W 31-13,,0,0,,0,0.0,0,0,0,0,0
7,2013,2013-10-27,7,23.095,GNB,@,MIN,W 44-31,,,,,,,,,,,
8,2013,2013-11-04,8,23.103,GNB,,CHI,L 20-27,,0,0,,0,1.0,1,1,0,0,0
9,2013,2013-11-10,9,23.109,GNB,,PHI,L 13-27,,0,0,,0,2.0,3,0,0,0,0
10,2013,2013-11-17,10,23.116,GNB,@,NYG,L 13-27,,,,,,,,,,,
11,2013,2013-11-24,11,23.123,GNB,,MIN,T 26-26,,0,0,,0,0.0,2,0,0,0,0
12,2013,2013-11-28,12,23.127,GNB,@,DET,L 10-40,,,,,,,,,,,
13,2013,2013-12-08,13,23.137,GNB,,ATL,W 22-21,,0,0,,0,0.0,1,0,0,0,0
14,2013,2013-12-15,14,23.144,GNB,@,DAL,W 37-36,,0,0,,0,0.5,0,2,0,0,0
15,2013,2013-12-22,15,23.151,GNB,,PIT,L 31-38,,,,,,,,,,,
16,2013,2013-12-29,16,23.158,GNB,@,CHI,W 33-28,,,,,,,,,,,
17,2014,2014-09-04,1,24.042,GNB,@,SEA,L 16-36,*,0,0,,0,0.0,4,1,0,0,0
18,2014,2014-09-14,2,24.052,GNB,,NYJ,W 31-24,,0,0,,0,0.0,3,0,0,0,0
19,2014,2014-09-21,3,24.059,GNB,@,DET,L 7-19,*,0,0,,0,0.0,2,1,0,0,0
20,2014,2014-09-28,4,24.066,GNB,@,CHI,W 38-17,,0,0,,0,1.0,2,0,0,0,0
21,2014,2014-10-02,5,24.070,GNB,,MIN,W 42-10,*,0,0,,0,0.0,0,0,0,0,0
22,2014,2014-11-09,9,24.108,GNB,,CHI,W 55-14,,0,0,,0,0.0,1,0,0,0,0
23,2014,2014-11-16,10,24.115,GNB,,PHI,W 53-20,,0,0,,0,0.0,3,0,0,0,0
24,2014,2014-11-23,11,24.122,GNB,@,MIN,W 24-21,,,,,,,,,,,
25,2014,2014-11-30,12,24.129,GNB,,NWE,W 26-21,,,,,,,,,,,
26,2014,2014-12-08,13,24.137,GNB,,ATL,W 43-37,,0,0,,0,0.0,2,1,0,0,0
27,2014,2014-12-14,14,24.143,GNB,@,BUF,L 13-21,,0,0,,0,0.0,1,1,0,0,0
28,2014,2014-12-21,15,24.150,GNB,@,TAM,W 20-3,,0,0,,0,0.5,0,1,1,18,0
29,2014,2014-12-28,16,24.157,GNB,,DET,W 30-20,,,,,,,,,,,
30,2015,2015-09-20,2,25.058,GNB,,SEA,W 27-17,,0,0,,0,0.0,2,0,0,0,0
31,2015,2015-09-28,3,25.066,GNB,,KAN,W 38-28,,0,0,,0,0.0,1,0,0,0,0
32,2015,2015-10-04,4,25.072,GNB,@,SFO,W 17-3,,0,0,,0,0.0,0,1,0,0,0
33,2015,2015-10-11,5,25.079,GNB,,STL,W 24-10,,0,0,,0,0.0,0,0,0,0,0
34,2015,2015-10-18,6,25.086,GNB,,SDG,W 27-20,,0,0,,0,1.0,2,0,0,0,0
