ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,22.162,PHI,,GNB,L 20-27,*,,,,,,,,,
2,2010,2010-09-19,2,22.169,PHI,@,DET,W 35-32,*,0,0,,0,0,0,1.0,2,0
3,2010,2010-09-26,3,22.176,PHI,@,JAX,W 28-3,*,0,0,,0,0,0,0.0,0,0
4,2010,2010-10-03,4,22.183,PHI,,WAS,L 12-17,*,0,0,,0,0,0,0.0,2,0
5,2010,2010-10-10,5,22.190,PHI,@,SFO,W 27-24,,0,0,,0,0,0,1.0,2,0
6,2010,2010-10-17,6,22.197,PHI,,ATL,W 31-17,,0,0,,0,0,0,0.0,1,0
7,2010,2010-10-24,7,22.204,PHI,@,TEN,L 19-37,,,,,,,,,,
8,2010,2010-11-07,8,22.218,PHI,,IND,W 26-24,,,,,,,,,,
9,2010,2010-11-15,9,22.226,PHI,@,WAS,W 59-28,,0,0,,0,0,0,0.0,0,0
10,2010,2010-11-21,10,22.232,PHI,,NYG,W 27-17,,0,0,,0,0,0,0.0,2,0
11,2010,2010-11-28,11,22.239,PHI,@,CHI,L 26-31,*,0,0,,0,0,0,1.0,3,0
12,2010,2010-12-02,12,22.243,PHI,,HOU,W 34-24,*,0,0,,0,0,0,0.0,0,1
13,2010,2010-12-12,13,22.253,PHI,@,DAL,W 30-27,,,,,,,,,,
14,2011,2011-11-07,8,23.218,PHI,,CHI,L 24-30,,0,0,,0,0,0,0.0,4,0
15,2011,2011-11-13,9,23.224,PHI,,ARI,L 17-21,,,,,,,,,,
16,2011,2011-12-18,14,23.259,PHI,,NYJ,W 45-19,,0,0,,0,0,0,0.0,1,0
17,2012,2012-09-09,1,24.159,PHI,@,CLE,W 17-16,,0,0,,0,0,0,0.0,1,0
18,2012,2012-09-16,2,24.166,PHI,,BAL,W 24-23,,0,0,,0,0,0,0.0,1,0
19,2012,2012-09-23,3,24.173,PHI,@,ARI,L 6-27,,0,0,,0,0,0,0.5,3,1
20,2012,2012-09-30,4,24.180,PHI,,NYG,W 19-17,,,,,,,,,,
21,2012,2012-10-07,5,24.187,PHI,@,PIT,L 14-16,,0,0,,0,0,0,0.0,0,1
22,2012,2012-10-14,6,24.194,PHI,,DET,L 23-26,,0,0,,0,0,0,0.0,1,0
23,2012,2012-10-28,7,24.208,PHI,,ATL,L 17-30,,0,0,,0,0,0,0.0,4,0
24,2012,2012-11-05,8,24.216,PHI,@,NOR,L 13-28,,0,0,,0,0,0,1.0,1,1
25,2012,2012-11-11,9,24.222,PHI,,DAL,L 23-38,,,,,,,,,,
26,2012,2012-11-18,10,24.229,PHI,@,WAS,L 6-31,,,,,,,,,,
27,2012,2012-11-26,11,24.237,PHI,,CAR,L 22-30,*,0,0,,0,0,0,0.0,1,0
28,2012,2012-12-02,12,24.243,PHI,@,DAL,L 33-38,*,0,0,,0,0,0,1.5,4,2
29,2012,2012-12-09,13,24.250,PHI,@,TAM,W 23-21,*,0,0,,0,0,0,0.0,2,0
30,2012,2012-12-13,14,24.254,PHI,,CIN,L 13-34,*,0,0,,0,0,0,2.5,4,2
31,2012,2012-12-23,15,24.264,PHI,,WAS,L 20-27,*,0,0,,0,0,0,0.0,6,1
32,2012,2012-12-30,16,24.271,PHI,@,NYG,L 7-42,*,0,0,,0,0,0,0.0,2,0
33,2013,2013-09-09,1,25.159,PHI,@,WAS,W 33-27,,,,,,,,,,
34,2013,2013-09-15,2,25.165,PHI,,SDG,L 30-33,,,,,,,,,,
35,2013,2013-09-19,3,25.169,PHI,,KAN,L 16-26,,0,0,,0,0,0,1.0,1,0
36,2013,2013-09-29,4,25.179,PHI,@,DEN,L 20-52,,0,0,,0,0,0,0.0,1,0
37,2013,2013-10-06,5,25.186,PHI,@,NYG,W 36-21,,,,,,,,,,
38,2013,2013-10-13,6,25.193,PHI,@,TAM,W 31-20,,,,,,,,,,
39,2013,2013-10-20,7,25.200,PHI,,DAL,L 3-17,,0,0,,0,0,0,0.0,3,0
40,2013,2013-10-27,8,25.207,PHI,,NYG,L 7-15,,0,0,,0,0,0,0.0,1,0
41,2013,2013-11-03,9,25.214,PHI,@,OAK,W 49-20,,1,14,14.00,0,0,0,0.0,0,1
42,2013,2013-11-10,10,25.221,PHI,@,GNB,W 27-13,,1,0,0.00,0,0,0,0.0,0,1
43,2013,2013-11-17,11,25.228,PHI,,WAS,W 24-16,,0,0,,0,0,0,0.0,1,0
44,2013,2013-12-01,12,25.242,PHI,,ARI,W 24-21,,0,0,,0,0,0,2.0,2,1
45,2013,2013-12-08,13,25.249,PHI,,DET,W 34-20,,0,0,,0,0,0,0.0,2,0
46,2013,2013-12-15,14,25.256,PHI,@,MIN,L 30-48,,0,0,,0,0,0,0.0,1,1
47,2013,2013-12-22,15,25.263,PHI,,CHI,W 54-11,,0,0,,0,0,0,0.0,1,0
48,2013,2013-12-29,16,25.270,PHI,@,DAL,W 24-22,,0,0,,0,0,0,0.0,2,0
49,2014,2014-09-07,1,26.157,PHI,,JAX,W 34-17,,0,0,,0,0,0,0.0,3,1
50,2014,2014-09-15,2,26.165,PHI,@,IND,W 30-27,,0,0,,0,0,0,0.0,0,1
51,2014,2014-09-21,3,26.171,PHI,,WAS,W 37-34,,0,0,,0,0,0,0.0,2,0
52,2014,2014-09-28,4,26.178,PHI,@,SFO,L 21-26,,0,0,,0,0,0,1.0,2,1
53,2014,2014-10-05,5,26.185,PHI,,STL,W 34-28,,0,0,,0,0,0,0.0,3,0
54,2014,2014-10-12,6,26.192,PHI,,NYG,W 27-0,,0,0,,0,0,0,1.0,4,0
55,2014,2014-10-26,7,26.206,PHI,@,ARI,L 20-24,,0,0,,0,0,0,0.0,1,0
56,2014,2014-11-02,8,26.213,PHI,@,HOU,W 31-21,,0,0,,0,0,0,1.0,1,1
57,2014,2014-11-10,9,26.221,PHI,,CAR,W 45-21,,0,0,,0,0,0,1.5,3,2
58,2014,2014-11-16,10,26.227,PHI,@,GNB,L 20-53,,0,0,,0,0,0,0.0,1,1
59,2014,2014-11-23,11,26.234,PHI,,TEN,W 43-24,,0,0,,0,0,0,0.0,2,0
60,2014,2014-11-27,12,26.238,PHI,@,DAL,W 33-10,,0,0,,0,0,0,1.0,4,0
61,2014,2014-12-07,13,26.248,PHI,,SEA,L 14-24,,,,,,,,,,
62,2014,2014-12-14,14,26.255,PHI,,DAL,L 27-38,,0,0,,0,0,0,0.0,3,0
63,2014,2014-12-20,15,26.261,PHI,@,WAS,L 24-27,*,0,0,,0,0,0,0.0,2,4
64,2014,2014-12-28,16,26.269,PHI,@,NYG,W 34-26,,0,0,,0,0,0,0.0,4,0
65,2015,2015-09-14,1,27.164,PHI,@,ATL,L 24-26,*,0,0,,0,0,0,0.0,2,1
66,2015,2015-09-20,2,27.170,PHI,,DAL,L 10-20,*,0,0,,0,0,0,0.0,2,0
67,2015,2015-09-27,3,27.177,PHI,@,NYJ,W 24-17,,0,0,,0,0,0,0.0,1,2
68,2015,2015-10-04,4,27.184,PHI,@,WAS,L 20-23,*,0,0,,0,0,0,1.0,6,1
69,2015,2015-10-11,5,27.191,PHI,,NOR,W 39-17,,0,0,,0,0,0,0.0,0,0
70,2015,2015-10-19,6,27.199,PHI,,NYG,W 27-7,*,0,0,,0,0,0,1.0,4,0
71,2015,2015-10-25,7,27.205,PHI,@,CAR,L 16-27,*,0,0,,0,0,0,0.0,2,3
72,2015,2015-11-08,8,27.219,PHI,@,DAL,W 33-27,*,0,0,,0,0,0,2.0,7,0
73,2015,2015-11-15,9,27.226,PHI,,MIA,L 19-20,*,0,0,,0,0,0,0.5,1,1
74,2015,2015-11-22,10,27.233,PHI,,TAM,L 17-45,*,0,0,,0,0,0,0.0,2,0
75,2015,2015-11-26,11,27.237,PHI,@,DET,L 14-45,,0,0,,0,0,0,0.0,3,0
76,2015,2015-12-06,12,27.247,PHI,@,NWE,W 35-28,*,0,0,,0,0,0,2.0,4,0
77,2015,2015-12-13,13,27.254,PHI,,BUF,W 23-20,*,0,0,,0,0,0,0.0,1,2
78,2015,2015-12-20,14,27.261,PHI,,ARI,L 17-40,,0,0,,0,0,0,0.0,1,0
79,2015,2015-12-26,15,27.267,PHI,,WAS,L 24-38,,0,0,,0,0,0,0.0,0,1
80,2015,2016-01-03,16,27.275,PHI,@,NYG,W 35-30,,0,0,,0,0,0,0.0,3,1
81,2016,2016-09-11,1,28.161,PHI,,CLE,W 29-10,*,0,0,,0,0,0,1.0,2,1
82,2016,2016-09-19,2,28.169,PHI,@,CHI,W 29-14,*,0,0,,0,0,0,1.0,4,0
83,2016,2016-09-25,3,28.175,PHI,,PIT,W 34-3,*,0,0,,0,0,0,1.0,1,0
84,2016,2016-10-09,4,28.189,PHI,@,DET,L 23-24,*,0,0,,0,0,0,0.0,5,1
85,2016,2016-10-16,5,28.196,PHI,@,WAS,L 20-27,*,0,0,,0,0,0,0.0,2,0
86,2016,2016-10-23,6,28.203,PHI,,MIN,W 21-10,*,0,0,,0,0,0,1.0,2,1
87,2016,2016-10-30,7,28.210,PHI,@,DAL,L 23-29,*,0,0,,0,0,0,0.0,2,4
88,2016,2016-11-06,8,28.217,PHI,@,NYG,L 23-28,*,0,0,,0,0,0,0.0,1,0
89,2016,2016-11-13,9,28.224,PHI,,ATL,W 24-15,*,0,0,,0,0,0,1.0,3,0
90,2016,2016-11-20,10,28.231,PHI,@,SEA,L 15-26,*,0,0,,0,0,0,0.0,1,1
91,2016,2016-11-28,11,28.239,PHI,,GNB,L 13-27,*,0,0,,0,0,0,0.0,3,2
92,2016,2016-12-04,12,28.245,PHI,@,CIN,L 14-32,*,0,0,,0,0,0,0.0,6,3
93,2016,2016-12-11,13,28.252,PHI,,WAS,L 22-27,*,0,0,,0,0,0,0.0,2,0
94,2016,2016-12-18,14,28.259,PHI,@,BAL,L 26-27,*,0,0,,0,0,0,0.5,3,3
95,2016,2016-12-22,15,28.263,PHI,,NYG,W 24-19,*,0,0,,0,0,0,0.0,2,2
96,2016,2017-01-01,16,28.273,PHI,,DAL,W 27-13,*,0,0,,0,0,0,0.0,2,0
97,2017,2017-09-10,1,29.160,PHI,@,WAS,W 30-17,*,0,0,,0,0,0,2.0,3,1
98,2017,2017-09-17,2,29.167,PHI,@,KAN,L 20-27,*,0,0,,0,0,0,0.5,2,2
99,2017,2017-09-24,3,29.174,PHI,,NYG,W 27-24,*,0,0,,0,0,0,0.0,0,1
100,2017,2017-10-01,4,29.181,PHI,@,LAC,W 26-24,*,0,0,,0,0,0,0.0,1,0
101,2017,2017-10-08,5,29.188,PHI,,ARI,W 34-7,*,0,0,,0,0,0,1.0,4,0
102,2017,2017-10-12,6,29.192,PHI,@,CAR,W 28-23,*,0,0,,0,0,0,0.5,1,2
103,2017,2017-10-23,7,29.203,PHI,,WAS,W 34-24,*,0,0,,0,0,0,0.0,1,0
104,2017,2017-10-29,8,29.209,PHI,,SFO,W 33-10,*,0,0,,0,0,0,1.0,1,1
105,2017,2017-11-05,9,29.216,PHI,,DEN,W 51-23,*,0,0,,0,0,0,0.0,3,2
106,2017,2017-11-19,10,29.230,PHI,@,DAL,W 37-9,*,0,0,,0,0,0,1.0,2,2
107,2017,2017-11-26,11,29.237,PHI,,CHI,W 31-3,*,0,0,,0,0,0,1.0,5,0
108,2017,2017-12-03,12,29.244,PHI,@,SEA,L 10-24,*,0,0,,0,0,0,1.5,4,1
109,2017,2017-12-10,13,29.251,PHI,@,LAR,W 43-35,*,0,0,,0,1,6,0.0,0,0
110,2017,2017-12-17,14,29.258,PHI,@,NYG,W 34-29,*,0,0,,0,0,0,1.0,3,1
111,2017,2017-12-25,15,29.266,PHI,,OAK,W 19-10,*,0,0,,0,0,0,0.0,3,1
112,2018,2018-09-06,1,30.156,PHI,,ATL,W 18-12,*,0,0,,0,0,0,0.0,2,0
113,2018,2018-09-16,2,30.166,PHI,@,TAM,L 21-27,*,0,0,,0,0,0,0.0,4,0
114,2018,2018-09-23,3,30.173,PHI,,IND,W 20-16,*,0,0,,0,0,0,0.0,2,0
