ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1987,1987-10-04,3,23.079,IND,@,BUF,W 47-6,0,0,,0,1.0
2,1987,1987-10-11,4,23.086,IND,,NYJ,W 6-0,0,0,,0,
3,1987,1987-10-18,5,23.093,IND,@,PIT,L 7-21,0,0,,0,
4,1987,1987-10-25,6,23.100,IND,,NWE,W 30-16,5,103,20.60,0,0.0
5,1987,1987-11-01,7,23.107,IND,@,NYJ,W 19-14,3,49,16.33,0,0.0
6,1987,1987-11-08,8,23.114,IND,,SDG,L 13-16,0,0,,0,
7,1987,1987-11-15,9,23.121,IND,@,MIA,W 40-21,0,0,,0,
8,1987,1987-11-22,10,23.128,IND,@,NWE,L 0-24,2,35,17.50,0,0.0
9,1987,1987-11-29,11,23.135,IND,,HOU,W 51-27,0,0,,0,
10,1987,1987-12-06,12,23.142,IND,@,CLE,W 9-7,0,0,,0,
11,1987,1987-12-13,13,23.149,IND,,BUF,L 3-27,0,0,,0,
12,1987,1987-12-20,14,23.156,IND,@,SDG,W 20-7,0,0,,0,
13,1987,1987-12-27,15,23.163,IND,,TAM,W 24-6,0,0,,0,
14,1988,1988-09-04,1,24.049,IND,,HOU,L 14-17,0,0,,0,
15,1988,1988-09-11,2,24.056,IND,,CHI,L 13-17,0,0,,0,0.5
16,1988,1988-09-19,3,24.064,IND,@,CLE,L 17-23,0,0,,0,
17,1988,1988-09-25,4,24.070,IND,,MIA,W 15-13,0,0,,0,
18,1988,1988-10-02,5,24.077,IND,@,NWE,L 17-21,0,0,,0,
19,1988,1988-10-09,6,24.084,IND,@,BUF,L 23-34,0,0,,0,
20,1988,1988-10-16,7,24.091,IND,,TAM,W 35-31,1,22,22.00,0,0.0
21,1988,1988-10-23,8,24.098,IND,@,SDG,W 16-0,0,0,,0,
