ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-10-10,5,23.260,DET,,CHI,W 24-13,,,,,,
2,2011,2011-10-16,6,23.266,DET,,SFO,L 19-25,,,,,,
3,2011,2011-10-23,7,23.273,DET,,ATL,L 16-23,,0,0,0.0,1,0
4,2011,2011-11-13,9,23.294,DET,@,CHI,L 13-37,,0,0,0.0,1,0
5,2011,2011-11-20,10,23.301,DET,,CAR,W 49-35,,0,0,0.0,1,2
6,2011,2011-11-24,11,23.305,DET,,GNB,L 15-27,,0,0,0.0,1,0
7,2011,2011-12-04,12,23.315,DET,@,NOR,L 17-31,,0,0,1.0,2,1
8,2011,2011-12-18,14,23.329,DET,@,OAK,W 28-27,,0,0,0.0,1,0
9,2011,2011-12-24,15,23.335,DET,,SDG,W 38-10,,0,0,0.0,1,0
10,2011,2012-01-01,16,23.343,DET,@,GNB,L 41-45,,0,0,0.0,1,3
11,2012,2012-09-09,1,24.230,DET,,STL,W 27-23,,0,0,1.0,1,1
12,2012,2012-09-16,2,24.237,DET,@,SFO,L 19-27,,,,,,
13,2012,2012-09-23,3,24.244,DET,@,TEN,L 41-44,,0,0,0.0,0,0
14,2012,2012-09-30,4,24.251,DET,,MIN,L 13-20,,0,0,0.0,1,0
15,2012,2012-10-14,5,24.265,DET,@,PHI,W 26-23,*,0,0,0.5,1,1
16,2012,2012-10-22,6,24.273,DET,@,CHI,L 7-13,*,0,0,0.0,1,2
17,2012,2012-10-28,7,24.279,DET,,SEA,W 28-24,,,,,,
18,2012,2012-11-04,8,24.286,DET,@,JAX,W 31-14,,0,0,0.0,3,0
19,2012,2012-11-11,9,24.293,DET,@,MIN,L 24-34,*,0,0,1.0,4,0
20,2012,2012-11-18,10,24.300,DET,,GNB,L 20-24,*,0,0,2.0,4,3
21,2012,2012-11-22,11,24.304,DET,,HOU,L 31-34,*,0,0,0.0,5,0
22,2012,2012-12-02,12,24.314,DET,,IND,L 33-35,*,0,0,0.0,2,1
23,2012,2012-12-09,13,24.321,DET,@,GNB,L 20-27,*,0,0,1.0,4,0
24,2013,2013-09-08,1,25.228,DET,,MIN,W 34-24,*,0,0,1.5,2,3
25,2013,2013-09-22,3,25.242,DET,@,WAS,W 27-20,*,0,0,0.0,0,3
26,2013,2013-09-29,4,25.249,DET,,CHI,W 40-32,*,0,6,0.0,0,0
27,2013,2013-10-06,5,25.256,DET,@,GNB,L 9-22,*,0,0,0.0,1,0
28,2013,2013-10-13,6,25.263,DET,@,CLE,W 31-17,*,0,0,0.0,2,1
29,2013,2013-10-20,7,25.270,DET,,CIN,L 24-27,*,0,0,0.0,0,0
30,2013,2013-10-27,8,25.277,DET,,DAL,W 31-30,*,0,0,0.0,2,0
31,2013,2013-11-10,9,25.291,DET,@,CHI,W 21-19,*,0,0,1.0,1,0
32,2013,2013-11-17,10,25.298,DET,@,PIT,L 27-37,*,0,0,1.0,2,1
33,2013,2013-11-24,11,25.305,DET,,TAM,L 21-24,*,0,0,0.0,0,0
34,2013,2013-11-28,12,25.309,DET,,GNB,W 40-10,*,0,0,0.0,1,0
35,2013,2013-12-08,13,25.319,DET,@,PHI,L 20-34,*,0,0,0.0,5,1
36,2013,2013-12-16,14,25.327,DET,,BAL,L 16-18,*,0,0,0.0,3,0
37,2013,2013-12-22,15,25.333,DET,,NYG,L 20-23,*,0,0,1.0,3,0
38,2013,2013-12-29,16,25.340,DET,@,MIN,L 13-14,*,0,0,1.5,2,3
39,2014,2014-09-08,1,26.228,DET,,NYG,W 35-14,*,0,0,0.0,0,1
40,2014,2014-09-14,2,26.234,DET,@,CAR,L 7-24,*,0,0,0.0,1,2
41,2014,2014-09-21,3,26.241,DET,,GNB,W 19-7,*,0,0,0.0,2,0
42,2014,2014-09-28,4,26.248,DET,@,NYJ,W 24-17,*,0,0,1.0,1,2
43,2014,2014-10-05,5,26.255,DET,,BUF,L 14-17,*,0,0,0.0,1,1
44,2014,2014-10-12,6,26.262,DET,@,MIN,W 17-3,*,0,0,0.0,1,0
45,2014,2014-10-19,7,26.269,DET,,NOR,W 24-23,*,0,0,0.0,2,0
46,2014,2014-10-26,8,26.276,DET,@,ATL,W 22-21,*,0,0,0.0,0,0
47,2015,2015-09-13,1,27.233,STL,,SEA,W 34-31,,0,0,0.0,0,1
48,2015,2015-09-20,2,27.240,STL,@,WAS,L 10-24,,0,0,0.5,0,2
49,2015,2015-09-27,3,27.247,STL,,PIT,L 6-12,,0,0,0.0,0,0
50,2015,2015-10-04,4,27.254,STL,@,ARI,W 24-22,,0,0,0.0,1,0
51,2015,2015-10-11,5,27.261,STL,@,GNB,L 10-24,,0,0,0.0,1,0
52,2015,2015-10-25,6,27.275,STL,,CLE,W 24-6,,0,0,0.0,3,1
53,2015,2015-11-01,7,27.282,STL,,SFO,W 27-6,,0,0,0.0,2,1
54,2015,2015-11-08,8,27.289,STL,@,MIN,L 18-21,,0,0,0.0,0,0
55,2015,2015-11-15,9,27.296,STL,,CHI,L 13-37,,0,0,0.0,3,1
56,2015,2015-11-22,10,27.303,STL,@,BAL,L 13-16,,0,0,0.0,4,1
57,2015,2015-11-29,11,27.310,STL,@,CIN,L 7-31,,0,0,0.0,1,1
58,2015,2015-12-06,12,27.317,STL,,ARI,L 3-27,,0,0,0.0,1,0
59,2015,2015-12-13,13,27.324,STL,,DET,W 21-14,,0,0,0.0,2,1
60,2015,2015-12-17,14,27.328,STL,,TAM,W 31-23,,0,0,0.0,0,0
61,2015,2015-12-27,15,27.338,STL,@,SEA,W 23-17,,0,0,0.0,0,2
62,2016,2016-09-11,1,28.232,NOR,,OAK,L 34-35,*,0,0,0.0,2,1
63,2016,2016-09-18,2,28.239,NOR,@,NYG,L 13-16,*,0,0,0.0,3,0
64,2016,2016-09-26,3,28.247,NOR,,ATL,L 32-45,*,0,0,1.5,4,3
65,2016,2016-10-02,4,28.253,NOR,@,SDG,W 35-34,*,0,0,1.5,2,1
66,2016,2016-10-16,5,28.267,NOR,,CAR,W 41-38,*,0,0,0.5,0,3
67,2016,2016-10-23,6,28.274,NOR,@,KAN,L 21-27,*,0,0,0.0,0,0
68,2016,2016-10-30,7,28.281,NOR,,SEA,W 25-20,*,0,0,0.0,0,2
69,2016,2016-11-06,8,28.288,NOR,@,SFO,W 41-23,*,0,0,0.0,0,0
70,2016,2016-11-13,9,28.295,NOR,,DEN,L 23-25,*,0,0,1.0,3,1
71,2016,2016-11-17,10,28.299,NOR,@,CAR,L 20-23,*,0,0,0.0,1,0
72,2016,2016-11-27,11,28.309,NOR,,LAR,W 49-21,*,0,0,0.0,3,0
73,2016,2016-12-04,12,28.316,NOR,,DET,L 13-28,*,0,0,0.0,0,1
74,2016,2016-12-11,13,28.323,NOR,@,TAM,L 11-16,*,0,0,1.0,6,0
75,2016,2016-12-18,14,28.330,NOR,@,ARI,W 48-41,*,0,0,0.0,2,0
