ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2017,2017-09-10,1,21.303,LAR,,IND,W 46-9,,1,1,1.00,0
2,2017,2017-09-21,3,21.314,LAR,@,SFO,W 41-39,,0,0,,0
3,2017,2017-11-26,11,22.015,LAR,,NOR,W 26-20,,0,0,,0
4,2017,2017-12-31,16,22.050,LAR,,SFO,L 13-34,,0,0,,0
5,2018,2018-09-16,2,22.309,LAR,,ARI,W 34-0,,0,0,,0
6,2018,2018-09-23,3,22.316,LAR,,LAC,W 35-23,,0,0,,0
7,2018,2018-09-27,4,22.320,LAR,,MIN,W 38-31,,0,0,,0
