ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,22.234,SEA,@,CIN,L 21-27,,,,,,,,,,
2,1981,1981-09-13,2,22.241,SEA,,DEN,W 13-10,,,,,,,,,,
3,1981,1981-09-20,3,22.248,SEA,@,OAK,L 10-20,,,,,,,,,,
4,1981,1981-09-27,4,22.255,SEA,,KAN,L 14-20,,,,,,,,,,
5,1981,1981-10-18,7,22.276,SEA,,NYG,L 0-32,,,,,,,,,,
6,1981,1981-10-25,8,22.283,SEA,@,NYJ,W 19-3,,,,,,,,,,
7,1981,1981-11-01,9,22.290,SEA,@,GNB,L 24-34,,,,,,,,,,
8,1981,1981-11-08,10,22.297,SEA,,PIT,W 24-21,,,,,,,,,,
9,1981,1981-11-16,11,22.305,SEA,,SDG,W 44-23,,,,,,,,,,
10,1981,1981-11-22,12,22.311,SEA,@,KAN,L 13-40,,,,,,,,,,
11,1981,1981-11-29,13,22.318,SEA,,OAK,L 31-32,,,,,,,,,,
12,1981,1981-12-06,14,22.325,SEA,,NYJ,W 27-23,,,,,,,,,,
13,1981,1981-12-13,15,22.332,SEA,@,DEN,L 13-23,0,0,,0,0,0,0.0,1,30,0
14,1981,1981-12-20,16,22.339,SEA,,CLE,W 42-21,0,0,,0,1,6,0.0,2,125,1
15,1982,1982-09-12,1,23.240,SEA,,CLE,L 7-21,0,0,,0,,,,,,
16,1982,1982-09-19,2,23.247,SEA,@,HOU,L 21-23,0,0,,0,,,,,,
17,1982,1982-11-21,3,23.310,SEA,@,DEN,W 17-10,0,0,,0,0,0,1.0,1,44,0
18,1982,1982-11-28,4,23.317,SEA,,PIT,W 16-0,0,0,,0,0,0,0.0,1,0,0
19,1982,1982-12-12,6,23.331,SEA,,CHI,W 20-14,0,0,,0,,,,,,
20,1982,1982-12-19,7,23.338,SEA,,NWE,L 0-16,0,0,,0,,,,,,
21,1982,1982-12-26,8,23.345,SEA,@,CIN,L 10-24,0,0,,0,0,0,1.0,1,0,0
22,1982,1983-01-02,9,23.352,SEA,,DEN,W 13-11,1,15,15.00,0,0,0,0.0,1,4,0
23,1983,1983-09-04,1,24.232,SEA,@,KAN,L 13-17,1,6,6.00,0,0,0,0.0,0,0,0
24,1983,1983-09-11,2,24.239,SEA,@,NYJ,W 17-10,0,0,,0,,,,,,
25,1983,1983-09-18,3,24.246,SEA,,SDG,W 34-31,0,0,,0,,,,,,
26,1983,1983-09-25,4,24.253,SEA,,WAS,L 17-27,0,0,,0,,,,,,
27,1983,1983-10-02,5,24.260,SEA,@,CLE,W 24-9,0,0,,0,0,0,1.0,0,0,0
28,1983,1983-10-09,6,24.267,SEA,@,SDG,L 21-28,0,0,,0,0,0,0.0,1,0,0
