ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-09-13,1,23.240,CHI,,GNB,L 23-31,*,0,0,0,,0,0.0%,
2,2015,2015-09-20,2,23.247,CHI,,ARI,L 23-48,,0,0,0,,0,0.0%,
3,2015,2015-09-27,3,23.254,CHI,@,SEA,L 0-26,*,0,0,0,,0,0.0%,
4,2015,2015-10-04,4,23.261,CHI,,OAK,W 22-20,*,0,0,0,,0,0.0%,
5,2015,2015-10-11,5,23.268,CHI,@,KAN,W 18-17,,1,0,0,,0,0.0%,0.00
6,2015,2015-10-18,6,23.275,CHI,@,DET,L 34-37,,0,0,0,,0,0.0%,
7,2015,2015-11-01,7,23.289,CHI,,MIN,L 20-23,,0,0,0,,0,0.0%,
8,2015,2015-11-09,8,23.297,CHI,@,SDG,W 22-19,,0,0,0,,0,0.0%,
9,2015,2015-11-15,9,23.303,CHI,@,STL,W 37-13,,0,0,0,,0,0.0%,
10,2015,2015-11-22,10,23.310,CHI,,DEN,L 15-17,*,0,0,0,,0,0.0%,
11,2015,2015-11-26,11,23.314,CHI,@,GNB,W 17-13,*,1,1,7,7.00,0,100.0%,7.00
12,2015,2015-12-06,12,23.324,CHI,,SFO,L 20-26,,0,0,0,,0,0.0%,
13,2015,2015-12-13,13,23.331,CHI,,WAS,L 21-24,,1,0,0,,0,0.0%,0.00
14,2015,2015-12-20,14,23.338,CHI,@,MIN,L 17-38,*,0,0,0,,0,0.0%,
15,2015,2015-12-27,15,23.345,CHI,@,TAM,W 26-21,,0,0,0,,0,0.0%,
16,2015,2016-01-03,16,23.352,CHI,,DET,L 20-24,*,0,0,0,,0,0.0%,
17,2016,2016-09-11,1,24.239,DET,@,IND,W 39-35,,0,0,0,,0,0.0%,
18,2016,2016-09-18,2,24.246,DET,,TEN,L 15-16,,0,0,0,,0,0.0%,
19,2016,2016-09-25,3,24.253,DET,@,GNB,L 27-34,,0,0,0,,0,0.0%,
20,2016,2016-10-02,4,24.260,DET,@,CHI,L 14-17,,1,0,0,,0,0.0%,0.00
21,2016,2016-10-09,5,24.267,DET,,PHI,W 24-23,,0,0,0,,0,0.0%,
22,2016,2016-10-16,6,24.274,DET,,LAR,W 31-28,,0,0,0,,0,0.0%,
23,2016,2016-10-23,7,24.281,DET,,WAS,W 20-17,,0,0,0,,0,0.0%,
24,2016,2016-10-30,8,24.288,DET,@,HOU,L 13-20,,0,0,0,,0,0.0%,
25,2017,2017-10-22,6,25.279,BUF,,TAM,W 30-27,,0,0,0,,0,0.0%,
26,2017,2017-10-29,7,25.286,BUF,,OAK,W 34-14,,0,0,0,,0,0.0%,
27,2017,2017-11-02,8,25.290,BUF,@,NYJ,L 21-34,,0,0,0,,0,0.0%,
28,2017,2017-11-19,10,25.307,BUF,@,LAC,L 24-54,,0,0,0,,0,0.0%,
29,2017,2017-11-26,11,25.314,BUF,@,KAN,W 16-10,,0,0,0,,0,0.0%,
30,2017,2017-12-03,12,25.321,BUF,,NWE,L 3-23,,0,0,0,,0,0.0%,
31,2017,2017-12-24,15,25.342,BUF,@,NWE,L 16-37,,0,0,0,,0,0.0%,
32,2017,2017-12-31,16,25.349,BUF,@,MIA,W 22-16,,0,0,0,,0,0.0%,
33,2018,2018-09-23,3,26.250,BUF,@,MIN,W 27-6,,0,0,0,,0,0.0%,
