ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1967,1967-09-17,1,23.084,NOR,,RAM,L 13-27,1,1,100.0,2,2,100.0,0,7
2,1967,1967-09-24,2,23.091,NOR,,WAS,L 10-30,1,1,100.0,1,4,25.0,0,4
3,1967,1967-10-01,3,23.098,NOR,,CLE,L 7-42,1,1,100.0,,3,0.0,0,1
4,1967,1967-10-08,4,23.105,NOR,@,NYG,L 21-27,3,3,100.0,,,,0,3
5,1967,1967-10-15,5,23.112,NOR,@,DAL,L 10-14,1,1,100.0,1,3,33.3,0,4
6,1967,1967-10-22,6,23.119,NOR,@,SFO,L 13-27,1,1,100.0,2,3,66.7,0,7
7,1967,1967-10-29,7,23.126,NOR,,PIT,L 10-14,1,1,100.0,1,4,25.0,0,4
8,1967,1967-11-05,8,23.133,NOR,,PHI,W 31-24,4,4,100.0,1,2,50.0,0,7
9,1967,1967-11-12,9,23.140,NOR,,DAL,L 10-27,1,1,100.0,1,3,33.3,0,4
10,1967,1967-11-19,10,23.147,NOR,@,PHI,L 21-48,3,3,100.0,,1,0.0,0,3
11,1967,1967-11-26,11,23.154,NOR,,ATL,W 27-24,3,3,100.0,2,3,66.7,0,9
12,1967,1967-12-03,12,23.161,NOR,@,STL,L 20-31,2,2,100.0,2,3,66.7,0,8
13,1967,1967-12-10,13,23.168,NOR,@,BAL,L 10-30,1,1,100.0,1,1,100.0,0,4
14,1967,1967-12-17,14,23.175,NOR,@,WAS,W 30-14,4,4,100.0,,,,0,4
15,1968,1968-09-15,1,24.082,NOR,,CLE,L 10-24,1,1,100.0,1,3,33.3,0,4
16,1968,1968-09-22,2,24.089,NOR,,WAS,W 37-17,4,4,100.0,3,4,75.0,0,13
17,1968,1968-09-29,3,24.096,NOR,,STL,L 20-21,2,2,100.0,2,4,50.0,0,8
18,1968,1968-10-06,4,24.103,NOR,@,NYG,L 21-38,3,3,100.0,,3,0.0,0,3
19,1968,1968-10-13,5,24.110,NOR,,MIN,W 20-17,2,2,100.0,2,2,100.0,0,8
20,1968,1968-10-20,6,24.117,NOR,@,PIT,W 16-12,1,1,100.0,3,3,100.0,0,10
21,1968,1968-10-27,7,24.124,NOR,@,STL,L 17-31,2,2,100.0,1,2,50.0,0,5
22,1968,1968-11-03,8,24.131,NOR,,DAL,L 3-17,,,,1,3,33.3,0,3
23,1968,1968-11-10,9,24.138,NOR,@,CLE,L 17-35,2,2,100.0,1,3,33.3,0,5
24,1968,1968-11-17,10,24.145,NOR,@,GNB,L 7-29,1,1,100.0,,,,0,1
25,1968,1968-11-24,11,24.152,NOR,@,DET,T 20-20,2,2,100.0,2,3,66.7,0,8
26,1968,1968-12-01,12,24.159,NOR,,CHI,L 17-23,2,2,100.0,1,2,50.0,0,5
27,1968,1968-12-08,13,24.166,NOR,@,PHI,L 17-29,2,2,100.0,1,2,50.0,0,5
28,1968,1968-12-15,14,24.173,NOR,,PIT,W 24-14,3,3,100.0,1,3,33.3,0,6
29,1971,1971-10-03,3,27.100,NOR,@,HOU,T 13-13,1,1,100.0,2,2,100.0,0,7
30,1971,1971-10-10,4,27.107,NOR,@,CHI,L 14-35,2,2,100.0,,1,0.0,0,2
31,1971,1971-10-17,5,27.114,NOR,,DAL,W 24-14,3,3,100.0,1,1,100.0,0,6
32,1971,1971-10-24,6,27.121,NOR,@,ATL,L 6-28,,,,2,2,100.0,0,6
33,1971,1971-10-31,7,27.128,NOR,@,WAS,L 14-24,2,2,100.0,,1,0.0,0,2
34,1971,1971-11-07,8,27.135,NOR,,OAK,T 21-21,3,3,100.0,,1,0.0,0,3
35,1971,1971-11-14,9,27.142,NOR,@,SFO,W 26-20,2,3,66.7,2,2,100.0,0,8
36,1971,1971-11-21,10,27.149,NOR,,MIN,L 10-23,1,1,100.0,1,2,50.0,0,4
37,1971,1971-11-28,11,27.156,NOR,@,GNB,W 29-21,2,2,100.0,5,6,83.3,0,17
38,1971,1971-12-05,12,27.163,NOR,@,RAM,L 28-45,4,4,100.0,,,,0,4
39,1971,1971-12-12,13,27.170,NOR,,CLE,L 17-21,2,2,100.0,1,3,33.3,0,5
40,1971,1971-12-19,14,27.177,NOR,,ATL,L 20-24,2,2,100.0,2,2,100.0,0,8
41,1972,1972-09-17,1,28.084,NOR,@,RAM,L 14-34,2,2,100.0,,1,0.0,0,2
42,1972,1972-09-25,2,28.092,NOR,,KAN,L 17-20,2,2,100.0,1,1,100.0,0,5
43,1972,1972-10-01,3,28.098,NOR,,SFO,L 2-37,,,,,2,0.0,0,0
44,1972,1972-10-08,4,28.105,NOR,@,NYG,L 21-45,3,3,100.0,,1,0.0,0,3
45,1972,1972-10-15,5,28.112,NOR,,ATL,L 14-21,2,2,100.0,,1,0.0,0,2
46,1972,1972-11-05,8,28.133,NOR,@,MIN,L 6-37,,,,2,3,66.7,0,6
