ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1992,1992-09-06,1,23.237,CIN,@,SEA,W 21-3,,0,0,,0,0.0%,,,
2,1992,1992-09-13,2,23.244,CIN,,RAI,W 24-21,,0,0,,0,0.0%,,,
3,1992,1992-09-20,3,23.251,CIN,@,GNB,L 23-24,,0,0,,0,0.0%,,,
4,1992,1992-09-27,4,23.258,CIN,,MIN,L 7-42,1,1,4,4.00,0,100.0%,4.00,0,0
5,1992,1992-10-11,5,23.272,CIN,,HOU,L 24-38,,0,0,,0,0.0%,,,
6,1992,1992-10-19,6,23.280,CIN,@,PIT,L 0-20,1,1,6,6.00,0,100.0%,6.00,0,0
7,1992,1992-10-25,7,23.286,CIN,@,HOU,L 10-26,,0,0,,0,0.0%,,,
8,1992,1992-11-01,8,23.293,CIN,,CLE,W 30-10,1,1,1,1.00,1,100.0%,1.00,1,6
9,1992,1992-11-08,9,23.300,CIN,@,CHI,W 31-28,2,2,33,16.50,1,100.0%,16.50,1,6
10,1992,1992-11-15,10,23.307,CIN,@,NYJ,L 14-17,1,0,0,,0,0.0%,0.00,,
11,1992,1992-11-22,11,23.314,CIN,,DET,L 13-19,2,2,18,9.00,0,100.0%,9.00,0,0
12,1992,1992-11-29,12,23.321,CIN,,PIT,L 9-21,7,5,40,8.00,0,71.4%,5.71,0,0
13,1992,1992-12-06,13,23.328,CIN,@,CLE,L 21-37,5,2,24,12.00,0,40.0%,4.80,0,0
14,1992,1992-12-13,14,23.335,CIN,@,SDG,L 10-27,,0,0,,0,0.0%,,,
15,1992,1992-12-20,15,23.342,CIN,,NWE,W 20-10,5,5,68,13.60,0,100.0%,13.60,0,0
16,1992,1992-12-27,16,23.349,CIN,,IND,L 17-21,3,0,0,,0,0.0%,0.00,,
17,1993,1993-09-05,1,24.235,CIN,@,CLE,L 14-27,5,2,9,4.50,0,40.0%,1.80,0,0
18,1993,1993-09-12,2,24.242,CIN,,IND,L 6-9,2,0,0,,0,0.0%,0.00,,
19,1993,1993-09-19,3,24.249,CIN,@,PIT,L 7-34,1,0,0,,0,0.0%,0.00,,
20,1993,1993-09-26,4,24.256,CIN,,SEA,L 10-19,1,1,8,8.00,0,100.0%,8.00,0,0
21,1993,1993-10-10,5,24.270,CIN,@,KAN,L 15-17,7,5,29,5.80,0,71.4%,4.14,0,0
22,1993,1993-10-17,6,24.277,CIN,,CLE,L 17-28,6,4,27,6.75,0,66.7%,4.50,0,0
23,1993,1993-11-07,8,24.298,CIN,,PIT,L 16-24,2,1,1,1.00,0,50.0%,0.50,0,0
24,1993,1993-11-14,9,24.305,CIN,,HOU,L 3-38,2,2,5,2.50,0,100.0%,2.50,0,0
25,1993,1993-11-28,11,24.319,CIN,,RAI,W 16-10,,0,0,,0,0.0%,,,
26,1993,1993-12-05,12,24.326,CIN,@,SFO,L 8-21,,0,0,,0,0.0%,,,
27,1993,1993-12-19,14,24.340,CIN,,RAM,W 15-3,,0,0,,0,0.0%,,,
28,1993,1993-12-26,15,24.347,CIN,,ATL,W 21-17,2,2,8,4.00,1,100.0%,4.00,1,6
29,1993,1994-01-02,16,24.354,CIN,@,NOR,L 13-20,,0,0,,0,0.0%,,,
