ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,22.080,BAL,,CIN,L 16-23,*,0,0,0.0,5,2,0,0,0
2,2014,2014-09-11,2,22.084,BAL,,PIT,W 26-6,*,0,0,0.0,4,5,0,0,0
3,2014,2014-09-21,3,22.094,BAL,@,CLE,W 23-21,*,0,0,0.0,4,2,0,0,0
4,2014,2014-09-28,4,22.101,BAL,,CAR,W 38-10,*,0,0,0.0,7,4,0,0,0
5,2014,2014-10-05,5,22.108,BAL,@,IND,L 13-20,*,0,0,0.0,8,7,1,18,0
6,2014,2014-10-12,6,22.115,BAL,@,TAM,W 48-17,*,0,0,0.0,6,2,0,0,0
7,2014,2014-10-19,7,22.122,BAL,,ATL,W 29-7,*,0,0,0.0,5,1,0,0,0
8,2014,2014-10-26,8,22.129,BAL,@,CIN,L 24-27,*,0,0,0.0,8,5,1,5,0
9,2014,2014-11-02,9,22.136,BAL,@,PIT,L 23-43,*,0,0,0.0,6,3,0,0,0
10,2014,2014-11-09,10,22.143,BAL,,TEN,W 21-7,*,0,0,0.0,3,2,0,0,0
11,2014,2014-11-24,11,22.158,BAL,@,NOR,W 34-27,*,0,0,1.0,9,0,0,0,0
12,2014,2014-11-30,12,22.164,BAL,,SDG,L 33-34,*,0,0,0.0,4,2,0,0,0
13,2014,2014-12-07,13,22.171,BAL,@,MIA,W 28-13,*,0,0,1.0,7,1,0,0,0
14,2014,2014-12-14,14,22.178,BAL,,JAX,W 20-12,*,0,0,1.0,4,3,0,0,0
15,2014,2014-12-21,15,22.185,BAL,@,HOU,L 13-25,*,0,0,0.0,4,2,0,0,0
16,2014,2014-12-28,16,22.192,BAL,,CLE,W 20-10,*,0,0,0.0,3,4,0,0,0
17,2015,2015-09-13,1,23.086,BAL,@,DEN,L 13-19,*,0,0,2.0,4,1,0,0,0
18,2015,2015-09-20,2,23.093,BAL,@,OAK,L 33-37,*,0,0,0.0,8,1,0,0,0
19,2015,2015-09-27,3,23.100,BAL,,CIN,L 24-28,*,1,6,0.0,4,2,0,0,0
20,2015,2015-10-01,4,23.104,BAL,@,PIT,W 23-20,*,0,0,0.0,3,3,0,0,0
21,2015,2015-10-11,5,23.114,BAL,,CLE,L 30-33,*,0,0,0.0,1,1,0,0,0
22,2015,2015-10-18,6,23.121,BAL,@,SFO,L 20-25,*,0,0,0.0,6,0,0,0,0
23,2015,2015-10-26,7,23.129,BAL,@,ARI,L 18-26,*,0,0,1.0,4,0,0,0,0
24,2015,2015-11-01,8,23.135,BAL,,SDG,W 29-26,*,0,0,0.0,4,5,0,0,0
25,2015,2015-11-15,9,23.149,BAL,,JAX,L 20-22,*,0,0,0.0,7,1,0,0,0
26,2015,2015-11-22,10,23.156,BAL,,STL,W 16-13,*,0,0,0.0,7,5,0,0,0
27,2015,2015-11-30,11,23.164,BAL,@,CLE,W 33-27,*,0,0,0.0,6,1,0,0,0
28,2015,2015-12-06,12,23.170,BAL,@,MIA,L 13-15,*,0,0,0.0,4,0,0,0,0
29,2015,2015-12-13,13,23.177,BAL,,SEA,L 6-35,*,0,0,0.0,3,4,0,0,0
30,2015,2015-12-20,14,23.184,BAL,,KAN,L 14-34,*,0,0,0.0,4,5,0,0,0
31,2015,2015-12-27,15,23.191,BAL,,PIT,W 20-17,*,0,0,0.0,7,3,0,0,0
32,2015,2016-01-03,16,23.198,BAL,@,CIN,L 16-24,*,0,0,1.0,4,8,0,0,0
33,2016,2016-09-11,1,24.084,BAL,,BUF,W 13-7,*,0,0,0.0,1,1,0,0,0
34,2016,2016-09-18,2,24.091,BAL,@,CLE,W 25-20,*,0,0,0.0,4,2,1,0,0
35,2016,2016-09-25,3,24.098,BAL,@,JAX,W 19-17,*,0,0,0.0,5,1,1,0,0
36,2016,2016-10-02,4,24.105,BAL,,OAK,L 27-28,*,0,0,0.0,7,2,0,0,0
37,2016,2016-10-09,5,24.112,BAL,,WAS,L 10-16,*,0,0,0.0,4,2,1,12,0
38,2016,2016-11-06,8,24.140,BAL,,PIT,W 21-14,*,0,0,0.0,6,0,0,0,0
39,2016,2016-11-10,9,24.144,BAL,,CLE,W 28-7,*,0,0,0.0,4,1,0,0,0
40,2016,2016-11-20,10,24.154,BAL,@,DAL,L 17-27,*,0,0,0.0,5,2,0,0,0
41,2016,2016-11-27,11,24.161,BAL,,CIN,W 19-14,*,0,0,0.0,2,2,0,0,0
42,2016,2016-12-04,12,24.168,BAL,,MIA,W 38-6,*,0,0,0.0,1,2,0,0,0
43,2016,2016-12-12,13,24.176,BAL,@,NWE,L 23-30,*,0,0,0.0,1,4,0,0,0
44,2016,2016-12-18,14,24.182,BAL,,PHI,W 27-26,*,0,0,0.0,8,5,0,0,0
45,2016,2016-12-25,15,24.189,BAL,@,PIT,L 27-31,*,0,0,0.0,6,2,1,28,0
46,2016,2017-01-01,16,24.196,BAL,@,CIN,L 10-27,*,0,0,0.0,2,10,0,0,0
47,2017,2017-09-10,1,25.083,BAL,@,CIN,W 20-0,*,0,0,0.0,5,3,1,31,0
48,2017,2017-09-17,2,25.090,BAL,,CLE,W 24-10,*,0,0,0.0,8,2,0,0,0
49,2017,2017-09-24,3,25.097,BAL,@,JAX,L 7-44,*,0,0,0.0,8,0,0,0,0
50,2017,2017-10-01,4,25.104,BAL,,PIT,L 9-26,*,0,0,0.0,10,2,0,0,0
51,2017,2017-10-08,5,25.111,BAL,@,OAK,W 30-17,*,0,0,0.0,3,3,0,0,0
52,2017,2017-10-15,6,25.118,BAL,,CHI,L 24-27,*,0,0,0.0,8,3,0,0,0
53,2017,2017-10-22,7,25.125,BAL,@,MIN,L 16-24,*,0,0,0.0,6,3,0,0,0
54,2017,2017-10-26,8,25.129,BAL,,MIA,W 40-0,*,1,6,0.5,3,1,1,63,1
55,2017,2017-11-05,9,25.139,BAL,@,TEN,L 20-23,*,0,0,0.5,6,2,0,0,0
56,2017,2017-11-19,10,25.153,BAL,@,GNB,W 23-0,*,0,0,0.0,7,0,0,0,0
57,2017,2017-11-27,11,25.161,BAL,,HOU,W 23-16,*,0,0,0.0,5,7,0,0,0
58,2017,2017-12-03,12,25.167,BAL,,DET,W 44-20,*,0,0,0.0,3,3,0,0,0
59,2017,2017-12-10,13,25.174,BAL,@,PIT,L 38-39,*,0,0,0.0,9,5,0,0,0
60,2017,2017-12-17,14,25.181,BAL,@,CLE,W 27-10,*,0,0,0.0,4,1,0,0,0
61,2017,2017-12-23,15,25.187,BAL,,IND,W 23-16,*,0,0,0.0,6,0,0,0,0
62,2017,2017-12-31,16,25.195,BAL,,CIN,L 27-31,*,0,0,0.0,5,1,0,0,0
63,2018,2018-09-09,1,26.082,BAL,,BUF,W 47-3,*,0,0,0.0,4,1,0,0,0
64,2018,2018-09-13,2,26.086,BAL,@,CIN,L 23-34,*,0,0,0.0,0,0,0,0,0
