ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1970,1970-09-20,1,26.253,BOS,,MIA,W 27-14,,,,
2,1970,1970-09-27,2,26.260,BOS,,NYJ,L 21-31,,,,
3,1970,1970-10-04,3,26.267,BOS,,BAL,L 6-14,,,,
4,1970,1970-10-11,4,26.274,BOS,@,KAN,L 10-23,,,,
5,1970,1970-10-18,5,26.281,BOS,,NYG,L 0-16,,,,
6,1970,1970-10-25,6,26.288,BOS,@,BAL,L 3-27,,,,
7,1970,1970-11-01,7,26.295,BOS,,BUF,L 10-45,,,,
8,1970,1970-11-22,10,26.316,BOS,@,NYJ,L 3-17,,,,
9,1970,1970-12-06,12,26.330,BOS,@,MIA,L 20-37,,,,
10,1970,1970-12-13,13,26.337,BOS,,MIN,L 14-35,,,,
11,1970,1970-12-20,14,26.344,BOS,@,CIN,L 7-45,,,,
12,1971,1971-09-19,1,27.252,NWE,,OAK,W 20-6,,,,
13,1971,1971-09-26,2,27.259,NWE,,DET,L 7-34,,,,
14,1971,1971-10-03,3,27.266,NWE,,BAL,L 3-23,,,,
15,1971,1971-10-10,4,27.273,NWE,,NYJ,W 20-0,,,,
16,1971,1971-10-17,5,27.280,NWE,@,MIA,L 3-41,,,,
17,1971,1971-10-24,6,27.287,NWE,@,DAL,L 21-44,,,,
18,1971,1971-10-31,7,27.294,NWE,@,SFO,L 10-27,,,,
19,1971,1971-11-07,8,27.301,NWE,,HOU,W 28-20,,,,
20,1971,1971-11-14,9,27.308,NWE,,BUF,W 38-33,,,,
21,1971,1971-11-21,10,27.315,NWE,@,CLE,L 7-27,,,,
22,1971,1971-11-28,11,27.322,NWE,@,BUF,L 20-27,,,,
23,1971,1971-12-05,12,27.329,NWE,,MIA,W 34-13,,,,
24,1971,1971-12-12,13,27.336,NWE,@,NYJ,L 6-13,,,,
25,1971,1971-12-19,14,27.343,NWE,@,BAL,W 21-17,,,,
26,1972,1972-09-17,1,28.251,NWE,,CIN,L 7-31,,,,
27,1972,1972-09-24,2,28.258,NWE,,ATL,W 21-20,,,,
28,1972,1972-10-01,3,28.265,NWE,,WAS,W 24-23,,,,
29,1972,1972-10-08,4,28.272,NWE,@,BUF,L 14-38,,,,
30,1972,1972-10-15,5,28.279,NWE,,NYJ,L 13-41,,,,
31,1972,1972-10-22,6,28.286,NWE,@,PIT,L 3-33,,,,
32,1972,1972-10-29,7,28.293,NWE,@,NYJ,L 10-34,,,,
33,1972,1972-11-06,8,28.301,NWE,,BAL,L 17-24,,,,
34,1972,1972-11-12,9,28.307,NWE,@,MIA,L 0-52,,,,
35,1972,1972-11-19,10,28.314,NWE,,BUF,L 24-27,,,,
36,1972,1972-11-26,11,28.321,NWE,@,BAL,L 0-31,,,,
37,1972,1972-12-03,12,28.328,NWE,,MIA,L 21-37,,,,
38,1972,1972-12-10,13,28.335,NWE,@,NOR,W 17-10,,,,
39,1972,1972-12-17,14,28.342,NWE,@,DEN,L 21-45,,,,
40,1973,1973-09-23,2,29.256,BUF,@,SDG,L 7-34,,,,
41,1973,1973-10-14,5,29.277,BUF,,BAL,W 31-13,,,,
42,1973,1973-10-29,7,29.292,BUF,,KAN,W 23-14,,,,
43,1973,1973-11-04,8,29.298,BUF,@,NOR,L 0-13,,,,
44,1973,1973-11-11,9,29.305,BUF,,CIN,L 13-16,,,,
45,1973,1973-11-18,10,29.312,BUF,,MIA,L 0-17,,,,
46,1973,1973-11-25,11,29.319,BUF,@,BAL,W 24-17,,,,
47,1973,1973-12-02,12,29.326,BUF,@,ATL,W 17-6,,,,
48,1973,1973-12-09,13,29.333,BUF,,NWE,W 37-13,,,,
49,1973,1973-12-16,14,29.340,BUF,@,NYJ,W 34-14,,,,
50,1974,1974-09-16,1,30.249,BUF,,OAK,W 21-20,,,,
51,1974,1974-09-22,2,30.255,BUF,,MIA,L 16-24,,,,
52,1974,1974-09-29,3,30.262,BUF,,NYJ,W 16-12,,,,
53,1974,1974-10-06,4,30.269,BUF,@,GNB,W 27-7,,,,
54,1974,1974-10-13,5,30.276,BUF,@,BAL,W 27-14,,,,
55,1974,1974-10-20,6,30.283,BUF,,NWE,W 30-28,,,,
56,1974,1974-10-27,7,30.290,BUF,,CHI,W 16-6,,,,
57,1974,1974-11-03,8,30.297,BUF,@,NWE,W 29-28,,,,
58,1974,1974-11-10,9,30.304,BUF,,HOU,L 9-21,,,,
59,1974,1974-11-17,10,30.311,BUF,@,MIA,L 28-35,,,,
60,1974,1974-11-24,11,30.318,BUF,@,CLE,W 15-10,,,,
61,1974,1974-12-01,12,30.325,BUF,,BAL,W 6-0,,,,
62,1974,1974-12-08,13,30.332,BUF,@,NYJ,L 10-20,,,,
63,1974,1974-12-15,14,30.339,BUF,@,RAM,L 14-19,,,,
64,1975,1975-09-21,1,31.254,BUF,,NYJ,W 42-14,,,,
65,1975,1975-09-28,2,31.261,BUF,@,PIT,W 30-21,,,,
66,1975,1975-10-05,3,31.268,BUF,,DEN,W 38-14,,,,
67,1975,1975-10-12,4,31.275,BUF,@,BAL,W 38-31,,,,
68,1975,1975-10-20,5,31.283,BUF,,NYG,L 14-17,,,,
69,1975,1975-10-26,6,31.289,BUF,,MIA,L 30-35,,,,
70,1975,1975-11-02,7,31.296,BUF,@,NYJ,W 24-23,,,,
71,1975,1975-11-09,8,31.303,BUF,,BAL,L 35-42,,,,
72,1975,1975-11-17,9,31.311,BUF,@,CIN,L 24-33,,,,
73,1975,1975-11-23,10,31.317,BUF,,NWE,W 45-31,,,,
74,1975,1975-11-27,11,31.321,BUF,@,STL,W 32-14,,,,
75,1975,1975-12-07,12,31.331,BUF,@,MIA,L 21-31,,,,
76,1975,1975-12-14,13,31.338,BUF,@,NWE,W 34-14,,,,
77,1975,1975-12-20,14,31.344,BUF,,MIN,L 13-35,,,,
78,1976,1976-09-13,1,32.247,BUF,,MIA,L 21-30,,,,
79,1976,1976-09-19,2,32.253,BUF,,HOU,L 3-13,,,,
80,1976,1976-09-26,3,32.260,BUF,@,TAM,W 14-9,,,,
81,1976,1976-10-03,4,32.267,BUF,,KAN,W 50-17,,,,
82,1976,1976-10-10,5,32.274,BUF,@,NYJ,L 14-17,,,,
83,1976,1976-10-17,6,32.281,BUF,,BAL,L 13-31,,,,
84,1976,1976-10-24,7,32.288,BUF,,NWE,L 22-26,,,,
85,1976,1976-10-31,8,32.295,BUF,,NYJ,L 14-19,,,,
86,1976,1976-11-07,9,32.302,BUF,@,NWE,L 10-20,,,,
87,1976,1976-11-15,10,32.310,BUF,@,DAL,L 10-17,,,,
88,1976,1976-11-21,11,32.316,BUF,,SDG,L 13-34,1,6,6.00,0
89,1976,1976-11-25,12,32.320,BUF,@,DET,L 14-27,,,,
90,1976,1976-12-05,13,32.330,BUF,@,MIA,L 27-45,,,,
91,1976,1976-12-12,14,32.337,BUF,@,BAL,L 20-58,,,,
92,1977,1977-09-18,1,33.251,DEN,,STL,W 7-0,,,,
93,1977,1977-09-25,2,33.258,DEN,,BUF,W 26-6,,,,
94,1977,1977-10-02,3,33.265,DEN,@,SEA,W 24-13,,,,
95,1977,1977-10-09,4,33.272,DEN,,KAN,W 23-7,,,,
96,1977,1977-10-16,5,33.279,DEN,@,OAK,W 30-7,,,,
97,1977,1977-10-23,6,33.286,DEN,@,CIN,W 24-13,,,,
98,1977,1977-10-30,7,33.293,DEN,,OAK,L 14-24,,,,
99,1977,1977-11-06,8,33.300,DEN,,PIT,W 21-7,,,,
100,1977,1977-11-13,9,33.307,DEN,@,SDG,W 17-14,,,,
101,1977,1977-11-20,10,33.314,DEN,@,KAN,W 14-7,,,,
102,1977,1977-11-27,11,33.321,DEN,,BAL,W 27-13,,,,
103,1977,1977-12-04,12,33.328,DEN,@,HOU,W 24-14,,,,
104,1977,1977-12-11,13,33.335,DEN,,SDG,W 17-9,,,,
105,1977,1977-12-18,14,33.342,DEN,@,DAL,L 6-14,,,,
106,1978,1978-09-03,1,34.236,DET,,GNB,L 7-13,,,,
107,1978,1978-09-09,2,34.242,DET,@,TAM,W 15-7,,,,
108,1978,1978-09-17,3,34.250,DET,,CHI,L 0-19,,,,
109,1978,1978-09-24,4,34.257,DET,@,SEA,L 16-28,,,,
