ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,25.218,MIA,@,HOU,L 10-30,,0,0,,0,1,1,24,24.00,0,100.0%,24.00,1,18,18.00,0,,0,0,0.0,0,0
2,2012,2012-09-16,2,25.225,MIA,,OAK,W 35-13,*,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
3,2012,2012-09-23,3,25.232,MIA,,NYJ,L 20-23,,2,4,2.00,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,1,6,0.0,0,0
4,2012,2012-09-30,4,25.239,MIA,@,ARI,L 21-24,,3,2,0.67,1,0,0,0,,0,0.0%,,0,0,,0,1,1,8,0.0,0,0
5,2012,2012-10-07,5,25.246,MIA,@,CIN,W 17-13,,2,-5,-2.50,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
6,2012,2012-10-14,6,25.253,MIA,,STL,W 17-14,*,0,0,,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
7,2012,2012-10-28,7,25.267,MIA,@,NYJ,W 30-9,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,1
8,2012,2012-11-04,8,25.274,MIA,@,IND,L 20-23,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
9,2012,2012-11-11,9,25.281,MIA,,TEN,L 3-37,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
10,2012,2012-11-15,10,25.285,MIA,@,BUF,L 14-19,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
11,2012,2012-11-25,11,25.295,MIA,,SEA,W 24-21,*,,,,,,,,,,0.0%,,,,,,,,,,,
12,2012,2012-12-02,12,25.302,MIA,,NWE,L 16-23,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
13,2012,2012-12-09,13,25.309,MIA,@,SFO,L 13-27,,0,0,,0,0,0,0,,0,0.0%,,1,24,24.00,0,,0,0,0.0,0,0
14,2012,2012-12-16,14,25.316,MIA,,JAX,W 24-3,,0,0,,0,2,2,6,3.00,1,100.0%,3.00,0,0,,0,,1,6,0.0,0,0
