ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1968,1968-12-08,13,23.177,CLE,@,WAS,W 24-21,1,0,0.00,0,0,0,,0,0,0,0,0,0
2,1970,1970-09-21,1,25.099,CLE,,NYJ,W 31-21,0,0,,0,0,0,,0,1,6,1,25,1
3,1970,1970-09-27,2,25.105,CLE,@,SFO,L 31-34,,,,,,,,,,,,,
4,1970,1970-10-03,3,25.111,CLE,,PIT,W 15-7,,,,,,,,,,,,,
5,1970,1970-10-11,4,25.119,CLE,,CIN,W 30-27,,,,,,,,,,,,,
6,1970,1970-10-18,5,25.126,CLE,,DET,L 24-41,,,,,,,,,,,,,
7,1970,1970-10-25,6,25.133,CLE,@,MIA,W 28-0,,,,,,,,,,,,,
8,1970,1970-11-01,7,25.140,CLE,,SDG,L 10-27,,,,,,,,,,,,,
9,1970,1970-11-08,8,25.147,CLE,@,OAK,L 20-23,,,,,,,,,,,,,
10,1970,1970-11-15,9,25.154,CLE,@,CIN,L 10-14,,,,,,,,,,,,,
11,1970,1970-11-22,10,25.161,CLE,,HOU,W 28-14,,,,,,,,,,,,,
12,1970,1970-11-29,11,25.168,CLE,@,PIT,L 9-28,,,,,,,,,,,,,
13,1970,1970-12-07,12,25.176,CLE,@,HOU,W 21-10,,,,,,,,,,,,,
14,1970,1970-12-12,13,25.181,CLE,,DAL,L 2-6,,,,,,,,,,,,,
15,1970,1970-12-20,14,25.189,CLE,@,DEN,W 27-13,,,,,,,,,,,,,
16,1971,1971-09-19,1,26.097,CLE,,HOU,W 31-0,,,,,,,,,,,,,
17,1971,1971-09-26,2,26.104,CLE,@,BAL,W 14-13,0,0,,0,0,0,,0,0,0,1,0,0
18,1971,1971-10-04,3,26.112,CLE,,OAK,L 20-34,,,,,,,,,,,,,
