ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-10-11,6,22.244,NYG,,STL,W 34-14,0,0,,0,,
2,1981,1981-10-18,7,22.251,NYG,@,SEA,W 32-0,0,0,,0,,
3,1981,1981-10-25,8,22.258,NYG,@,ATL,W 27-24,1,2,2.00,1,1,6
4,1981,1981-11-01,9,22.265,NYG,,NYJ,L 7-26,0,0,,0,,
5,1981,1981-11-08,10,22.272,NYG,@,GNB,L 24-26,0,0,,0,,
6,1981,1981-11-15,11,22.279,NYG,,WAS,L 27-30,0,0,,0,,
7,1981,1981-11-22,12,22.286,NYG,@,PHI,W 20-10,0,0,,0,,
8,1981,1981-11-29,13,22.293,NYG,@,SFO,L 10-17,0,0,,0,,
9,1981,1981-12-06,14,22.300,NYG,,RAM,W 10-7,1,11,11.00,0,0,0
10,1981,1981-12-13,15,22.307,NYG,@,STL,W 20-10,0,0,,0,,
11,1981,1981-12-19,16,22.313,NYG,,DAL,W 13-10,3,36,12.00,0,0,0
12,1983,1983-12-18,16,24.312,BAL,,HOU,W 20-10,,,,,,
13,1984,1984-09-02,1,25.206,IND,,NYJ,L 14-23,0,0,,0,,
14,1984,1984-09-09,2,25.213,IND,@,HOU,W 35-21,0,0,,0,,
15,1984,1984-09-16,3,25.220,IND,,STL,L 33-34,3,40,13.33,1,1,6
16,1984,1984-09-23,4,25.227,IND,@,MIA,L 7-44,4,46,11.50,1,1,6
17,1984,1984-09-30,5,25.234,IND,,BUF,W 31-17,1,9,9.00,0,0,0
18,1984,1984-10-07,6,25.241,IND,,WAS,L 7-35,2,36,18.00,0,0,0
19,1984,1984-10-14,7,25.248,IND,@,PHI,L 7-16,0,0,,0,,
20,1984,1984-10-21,8,25.255,IND,,PIT,W 17-16,3,39,13.00,0,0,0
21,1984,1984-10-28,9,25.262,IND,@,DAL,L 3-22,0,0,,0,,
22,1984,1984-11-04,10,25.269,IND,,SDG,L 10-38,1,-6,-6.00,0,0,0
23,1984,1984-11-11,11,25.276,IND,@,NYJ,W 9-5,0,0,,0,,
24,1984,1984-12-09,15,25.304,IND,,MIA,L 17-35,0,0,,0,,
25,1984,1984-12-16,16,25.311,IND,@,NWE,L 10-16,0,0,,0,,
