ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,26.249,CHI,@,RAM,W 24-20,2,29,14.50,0
2,1950,1950-09-24,2,26.256,CHI,@,SFO,W 32-20,5,59,11.80,0
3,1950,1950-10-01,3,26.263,CHI,@,GNB,L 21-31,8,129,16.13,0
4,1950,1950-10-08,4,26.270,CHI,,CRD,W 27-6,1,5,5.00,0
5,1950,1950-10-15,5,26.277,CHI,,GNB,W 28-14,1,13,13.00,0
6,1950,1950-10-29,6,26.291,CHI,@,NYY,L 27-38,4,48,12.00,0
7,1950,1950-11-12,8,26.305,CHI,,NYY,W 28-20,2,29,14.50,0
8,1950,1950-11-19,9,26.312,CHI,,SFO,W 17-0,1,10,10.00,0
9,1950,1950-11-26,10,26.319,CHI,,RAM,W 24-14,2,7,3.50,0
10,1950,1950-12-03,11,26.326,CHI,@,CRD,L 10-20,2,34,17.00,0
11,1950,1950-12-10,12,26.333,CHI,,DET,W 6-3,5,47,9.40,0
12,1951,1951-10-07,2,27.269,CHI,@,CRD,L 14-28,1,2,2.00,0
13,1951,1951-11-11,7,27.304,CHI,,DET,L 28-41,3,29,9.67,1
14,1951,1951-11-18,8,27.311,CHI,,GNB,W 24-13,3,66,22.00,0
15,1951,1951-12-02,10,27.325,CHI,,RAM,L 17-42,1,14,14.00,0
16,1951,1951-12-09,11,27.332,CHI,@,NYY,W 45-21,3,69,23.00,0
17,1952,1952-10-12,3,28.275,GNB,,RAM,L 28-30,2,21,10.50,0
18,1952,1952-10-18,4,28.281,GNB,@,DTX,W 24-14,2,22,11.00,0
19,1952,1952-10-26,5,28.289,GNB,,DET,L 17-52,6,75,12.50,1
20,1952,1952-11-02,6,28.296,GNB,,PHI,W 12-10,1,16,16.00,0
21,1952,1952-11-09,7,28.303,GNB,@,CHI,W 41-28,1,8,8.00,0
22,1952,1952-11-27,10,28.321,GNB,@,DET,L 24-48,1,12,12.00,0
23,1952,1952-12-07,11,28.331,GNB,@,RAM,L 27-45,1,8,8.00,0
24,1952,1952-12-14,12,28.338,GNB,@,SFO,L 14-24,4,29,7.25,0
