ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-10-04,4,27.258,MIA,,WAS,W 17-10,,,,,,0.0%,,,,,,,
2,1993,1993-10-10,5,27.264,MIA,@,CLE,W 24-14,,,,,,0.0%,,,,,,,
3,1993,1993-10-24,6,27.278,MIA,,IND,W 41-27,,,,,,0.0%,,,,,,,
4,1993,1993-10-31,7,27.285,MIA,,KAN,W 30-10,,,,,,0.0%,,,,,,,
5,1993,1993-11-07,8,27.292,MIA,@,NYJ,L 10-27,,,,,,0.0%,,,,,,,
6,1993,1993-11-14,9,27.299,MIA,@,PHI,W 19-14,,,,,,0.0%,,,,,,,
7,1993,1993-11-21,10,27.306,MIA,,NWE,W 17-13,,,,,,0.0%,,,,,,,
8,1993,1993-11-25,11,27.310,MIA,@,DAL,W 16-14,,,,,,0.0%,,,,,,,
9,1993,1993-12-05,12,27.320,MIA,,NYG,L 14-19,,,,,,0.0%,,,,,,,
10,1993,1993-12-13,13,27.328,MIA,,PIT,L 20-21,,,,,,0.0%,,,,,,,
11,1993,1993-12-27,15,27.342,MIA,@,SDG,L 20-45,,,,,,0.0%,,,,,,,
12,1994,1994-09-11,2,28.235,MIA,@,GNB,W 24-14,,0,0,,0,0.0%,,0,0,,0,,
13,1994,1994-09-25,4,28.249,MIA,@,MIN,L 35-38,,0,0,,0,0.0%,,0,0,,0,,
14,1994,1994-10-02,5,28.256,MIA,@,CIN,W 23-7,0,0,0,,0,0.0%,,0,0,,0,,
15,1994,1994-10-09,6,28.263,MIA,@,BUF,L 11-21,0,0,0,,0,0.0%,,1,15,15.00,0,0,0
16,1994,1994-10-16,7,28.270,MIA,,RAI,W 20-17,0,0,0,,0,0.0%,,0,0,,0,,
17,1994,1994-10-30,8,28.284,MIA,@,NWE,W 23-3,0,0,0,,0,0.0%,,0,0,,0,,
