ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,24.077,IND,,HOU,W 45-21,,,
2,1994,1994-09-11,2,24.084,IND,@,TAM,L 10-24,,,
3,1994,1994-09-18,3,24.091,IND,@,PIT,L 21-31,,,
4,1994,1994-09-25,4,24.098,IND,,CLE,L 14-21,,,
5,1994,1994-10-02,5,24.105,IND,,SEA,W 17-15,,,
6,1994,1994-10-09,6,24.112,IND,@,NYJ,L 6-16,1,1,0
7,1994,1994-10-16,7,24.119,IND,@,BUF,W 27-17,,,
8,1994,1994-10-23,8,24.126,IND,,WAS,L 27-41,,,
9,1994,1994-10-30,9,24.133,IND,,NYJ,W 28-25,,,
10,1994,1994-11-06,10,24.140,IND,@,MIA,L 21-22,,,
11,1994,1994-11-20,11,24.154,IND,@,CIN,W 17-13,,,
12,1994,1994-12-04,13,24.168,IND,@,SEA,W 31-19,,,
13,1994,1994-12-24,16,24.188,IND,,BUF,W 10-9,,,
