ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1996,1996-12-15,15,24.222,GNB,@,DET,W 31-3,,,,
2,1996,1996-12-22,16,24.229,GNB,,MIN,W 38-10,,,,
3,1997,1997-08-31,1,25.116,NYJ,@,SEA,W 41-3,,,,
4,1997,1997-09-07,2,25.123,NYJ,,BUF,L 22-28,,,,
5,1997,1997-09-14,3,25.130,NYJ,@,NWE,L 24-27,,,,
6,1997,1997-09-21,4,25.137,NYJ,,OAK,W 23-22,,,,
7,1997,1997-09-28,5,25.144,NYJ,@,CIN,W 31-14,,,,
8,1997,1997-10-05,6,25.151,NYJ,@,IND,W 16-12,,,,
9,1997,1997-10-12,7,25.158,NYJ,,MIA,L 20-31,,,,
10,1997,1997-10-19,8,25.165,NYJ,,NWE,W 24-19,,,,
11,1997,1997-11-02,9,25.179,TAM,@,IND,W 31-28,,,,
12,1997,1997-11-09,10,25.186,NYJ,@,MIA,L 17-24,,,,
13,1997,1997-11-16,11,25.193,NYJ,@,CHI,W 23-15,,,,
14,1997,1997-11-23,12,25.200,NYJ,,MIN,W 23-21,,,,
15,1997,1997-11-30,13,25.207,NYJ,@,BUF,L 10-20,,,,
16,1997,1997-12-07,14,25.214,NYJ,,IND,L 14-22,,,,
17,1997,1997-12-14,15,25.221,NYJ,,TAM,W 31-0,,,,
18,1997,1997-12-21,16,25.228,NYJ,@,DET,L 10-13,,,,
19,1998,1998-09-06,1,26.122,NYJ,@,SFO,L 30-36,,,,
20,1998,1998-09-20,3,26.136,NYJ,,IND,W 44-6,,,,
21,1998,1998-10-04,4,26.150,NYJ,,MIA,W 20-9,,,,
22,1998,1998-10-11,5,26.157,NYJ,@,STL,L 10-30,,,,
23,1998,1998-10-25,7,26.171,NYJ,,ATL,W 28-3,,,,
24,1998,1998-11-01,8,26.178,NYJ,@,KAN,W 20-17,,,,
25,1998,1998-11-08,9,26.185,NYJ,,BUF,W 34-12,,,,
26,1998,1998-11-15,10,26.192,NYJ,@,IND,L 23-24,,,,
27,1998,1998-11-22,11,26.199,NYJ,@,TEN,W 24-3,,,,
28,1998,1998-11-29,12,26.206,NYJ,,CAR,W 48-21,,,,
29,1998,1998-12-06,13,26.213,NYJ,,SEA,W 32-31,,,,
30,1998,1998-12-13,14,26.220,NYJ,@,MIA,W 21-16,,,,
31,1998,1998-12-19,15,26.226,NYJ,@,BUF,W 17-10,,,,
32,1998,1998-12-27,16,26.234,NYJ,,NWE,W 31-10,,,,
33,1999,1999-09-12,1,27.128,NYJ,,NWE,L 28-30,,,,
34,1999,1999-09-19,2,27.135,NYJ,@,BUF,L 3-17,,,,
35,1999,1999-09-26,3,27.142,NYJ,,WAS,L 20-27,,,,
36,1999,1999-10-03,4,27.149,NYJ,@,DEN,W 21-13,,,,
37,1999,1999-10-11,5,27.157,NYJ,,JAX,L 6-16,,,,
38,1999,1999-10-17,6,27.163,NYJ,,IND,L 13-16,,,,
39,1999,1999-10-24,7,27.170,NYJ,@,OAK,L 23-24,,,,
40,1999,1999-11-07,8,27.184,NYJ,,ARI,W 12-7,,,,
41,1999,1999-11-15,9,27.192,NYJ,@,NWE,W 24-17,,,,
42,1999,1999-11-21,10,27.198,NYJ,,BUF,W 17-7,,,,
43,1999,1999-11-28,11,27.205,NYJ,@,IND,L 6-13,,,,
44,1999,1999-12-05,12,27.212,NYJ,@,NYG,L 28-41,,,,
45,1999,1999-12-12,13,27.219,NYJ,,MIA,W 28-20,,,,
46,1999,1999-12-19,14,27.226,NYJ,@,DAL,W 22-21,,,,
47,1999,2000-01-02,16,27.240,NYJ,,SEA,W 19-9,,,,
48,2000,2000-09-03,1,28.119,NYJ,@,GNB,W 20-16,,,,
49,2000,2000-09-11,2,28.127,NYJ,,NWE,W 20-19,,,,
50,2000,2000-09-17,3,28.133,NYJ,,BUF,W 27-14,,,,
51,2000,2000-09-24,4,28.140,NYJ,@,TAM,W 21-17,,,,
52,2000,2000-10-08,5,28.154,NYJ,,PIT,L 3-20,,,,
53,2000,2000-10-15,6,28.161,NYJ,@,NWE,W 34-17,,,,
54,2000,2000-10-23,7,28.169,NYJ,,MIA,W 40-37,,,,
55,2000,2000-10-29,8,28.175,NYJ,@,BUF,L 20-23,,,,
56,2000,2000-11-05,9,28.182,NYJ,,DEN,L 23-30,*,,,
57,2000,2000-11-12,10,28.189,NYJ,@,IND,L 15-23,*,,,
58,2000,2000-11-19,11,28.196,NYJ,@,MIA,W 20-3,*,1,0,0
59,2000,2000-11-26,12,28.203,NYJ,,CHI,W 17-10,,,,
60,2000,2000-12-03,13,28.210,NYJ,,IND,W 27-17,*,,,
61,2000,2000-12-10,14,28.217,NYJ,@,OAK,L 7-31,,,,
62,2000,2000-12-17,15,28.224,NYJ,,DET,L 7-10,,,,
63,2000,2000-12-24,16,28.231,NYJ,@,BAL,L 20-34,,,,
64,2001,2001-09-09,1,29.125,NYJ,,IND,L 24-45,,,,
65,2001,2001-09-23,2,29.139,NYJ,@,NWE,W 10-3,,,,
66,2001,2001-10-01,3,29.147,NYJ,,SFO,L 17-19,,,,
67,2001,2001-10-07,4,29.153,NYJ,@,BUF,W 42-36,*,,,
68,2001,2001-10-14,5,29.160,NYJ,,MIA,W 21-17,,,,
69,2001,2001-10-21,6,29.167,NYJ,,STL,L 14-34,,,,
70,2001,2001-10-28,7,29.174,NYJ,@,CAR,W 13-12,,,,
71,2001,2001-11-04,8,29.181,NYJ,@,NOR,W 16-9,,,,
72,2001,2001-11-11,9,29.188,NYJ,,KAN,W 27-7,,,,
73,2001,2001-11-18,10,29.195,NYJ,@,MIA,W 24-0,,,,
74,2001,2001-12-02,11,29.209,NYJ,,NWE,L 16-17,,,,
75,2001,2001-12-09,12,29.216,NYJ,@,PIT,L 7-18,,,,
76,2001,2001-12-16,13,29.223,NYJ,,CIN,W 15-14,,,,
77,2001,2001-12-23,14,29.230,NYJ,@,IND,W 29-28,,,,
78,2001,2001-12-30,15,29.237,NYJ,,BUF,L 9-14,,,,
79,2001,2002-01-06,16,29.244,NYJ,@,OAK,W 24-22,,,,
80,2002,2002-12-08,13,30.215,NWE,,BUF,W 27-17,,,,
81,2002,2002-12-16,14,30.223,NWE,@,TEN,L 7-24,,,,
82,2002,2002-12-22,15,30.229,NWE,,NYJ,L 17-30,,,,
83,2002,2002-12-29,16,30.236,NWE,,MIA,W 27-24,,,,
