ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1985,1985-09-09,1,22.001,DAL,,WAS,W 44-14,2,3,1.50,0,0,0,,0,2,47,23.50,0,0,0,,0,0,0
2,1985,1985-09-15,2,22.007,DAL,@,DET,L 21-26,1,10,10.00,0,1,8,8.00,0,3,44,14.67,0,0,0,,0,0,0
3,1985,1985-09-22,3,22.014,DAL,,CLE,W 20-7,4,11,2.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
4,1985,1985-09-29,4,22.021,DAL,@,HOU,W 17-10,0,0,,0,0,0,,0,3,74,24.67,0,0,0,,0,0,0
5,1985,1985-10-06,5,22.028,DAL,@,NYG,W 30-29,1,6,6.00,0,0,0,,0,7,137,19.57,0,0,0,,0,0,0
6,1985,1985-10-13,6,22.035,DAL,,PIT,W 27-13,0,0,,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0
7,1985,1985-10-20,7,22.042,DAL,@,PHI,L 14-16,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
8,1985,1985-10-27,8,22.049,DAL,,ATL,W 24-10,2,4,2.00,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
9,1985,1985-11-04,9,22.057,DAL,@,STL,L 10-21,0,0,,0,0,0,,0,4,65,16.25,0,0,0,,0,0,0
10,1985,1985-11-10,10,22.063,DAL,@,WAS,W 13-7,0,0,,0,0,0,,0,2,26,13.00,0,0,0,,0,0,0
11,1985,1985-11-17,11,22.070,DAL,,CHI,L 0-44,3,0,0.00,0,0,0,,0,6,151,25.17,0,0,0,,0,0,0
12,1985,1985-11-24,12,22.077,DAL,,PHI,W 34-17,0,0,,0,0,0,,0,3,50,16.67,0,0,0,,0,0,0
13,1986,1986-09-08,1,23.000,DAL,,NYG,W 31-28,2,6,3.00,0,0,0,,0,4,69,17.25,0,5,45,9.00,0,0,0
14,1986,1986-09-14,2,23.006,DAL,@,DET,W 31-7,0,0,,0,0,0,,0,1,18,18.00,0,3,14,4.67,0,0,0
15,1986,1986-09-21,3,23.013,DAL,,ATL,L 35-37,0,0,,0,0,0,,0,4,78,19.50,0,1,0,0.00,0,0,0
16,1986,1986-09-29,4,23.021,DAL,@,STL,W 31-7,0,0,,0,0,0,,0,1,27,27.00,0,1,2,2.00,0,0,0
17,1986,1986-10-05,5,23.027,DAL,@,DEN,L 14-29,2,-6,-3.00,0,0,0,,0,3,54,18.00,0,4,21,5.25,0,0,0
18,1986,1986-10-12,6,23.034,DAL,,WAS,W 30-6,0,0,,0,0,0,,0,1,4,4.00,0,4,10,2.50,0,0,0
19,1986,1986-10-19,7,23.041,DAL,@,PHI,W 17-14,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
20,1986,1986-10-26,8,23.048,DAL,,STL,W 37-6,4,4,1.00,0,2,13,6.50,0,2,44,22.00,0,0,0,,0,0,0
21,1986,1986-11-02,9,23.055,DAL,@,NYG,L 14-17,0,0,,0,1,1,1.00,0,2,16,8.00,0,0,0,,0,0,0
22,1986,1986-11-09,10,23.062,DAL,,RAI,L 13-17,0,0,,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
23,1986,1986-11-16,11,23.069,DAL,@,SDG,W 24-21,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
24,1986,1986-11-23,12,23.076,DAL,@,WAS,L 14-41,0,0,,0,2,17,8.50,1,1,24,24.00,0,0,0,,0,1,6
25,1986,1986-11-27,13,23.080,DAL,,SEA,L 14-31,0,0,,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
26,1986,1986-12-07,14,23.090,DAL,@,RAM,L 10-29,0,0,,0,0,0,,0,2,59,29.50,0,0,0,,0,0,0
27,1986,1986-12-14,15,23.097,DAL,,PHI,L 21-23,0,0,,0,0,0,,0,5,94,18.80,0,0,0,,0,0,0
28,1986,1986-12-21,16,23.104,DAL,,CHI,L 10-24,2,2,1.00,0,0,0,,0,4,94,23.50,0,0,0,,0,0,0
29,1987,1987-09-13,1,24.005,DAL,@,STL,L 13-24,,,,,0,0,,0,0,0,,0,0,0,,0,,
30,1987,1987-09-20,2,24.012,DAL,@,NYG,W 16-14,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
31,1987,1987-10-11,4,24.033,DAL,,PHI,W 41-22,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
32,1987,1987-10-19,5,24.041,DAL,,WAS,L 7-13,0,0,,0,0,0,,0,2,32,16.00,0,0,0,,0,0,0
33,1987,1987-11-22,10,24.075,PHI,,STL,L 19-31,0,0,,0,0,0,,0,2,37,18.50,0,0,0,,0,0,0
