ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1966,1966-09-25,2,22.066,SFO,@,BAL,L 14-36,1,17,17.00,1,0,0,,0,1,6
2,1966,1966-10-09,4,22.080,SFO,,GNB,W 21-20,1,13,13.00,0,0,0,,0,0,0
3,1966,1966-10-16,5,22.087,SFO,@,ATL,W 44-7,1,24,24.00,0,0,0,,0,0,0
4,1966,1966-11-06,8,22.108,SFO,,RAM,W 21-13,1,3,3.00,1,0,0,,0,1,6
5,1966,1966-12-11,13,22.143,SFO,,CHI,W 41-14,1,24,24.00,1,0,0,,0,1,6
6,1967,1967-09-17,1,23.058,NOR,,RAM,L 13-27,1,15,15.00,0,0,0,,0,0,0
7,1967,1967-09-24,2,23.065,NOR,,WAS,L 10-30,3,24,8.00,0,0,0,,0,0,0
8,1967,1967-10-01,3,23.072,NOR,,CLE,L 7-42,1,7,7.00,0,0,0,,0,0,0
9,1967,1967-11-05,8,23.107,NOR,,PHI,W 31-24,5,51,10.20,0,0,0,,0,0,0
10,1967,1967-11-12,9,23.114,NOR,,DAL,L 10-27,1,11,11.00,0,0,0,,0,0,0
11,1967,1967-11-26,11,23.128,NOR,,ATL,W 27-24,4,38,9.50,2,0,0,,0,2,12
12,1967,1967-12-03,12,23.135,NOR,@,STL,L 20-31,2,21,10.50,0,0,0,,0,0,0
13,1967,1967-12-10,13,23.142,NOR,@,BAL,L 10-30,1,7,7.00,0,0,0,,0,0,0
14,1967,1967-12-17,14,23.149,NOR,@,WAS,W 30-14,2,33,16.50,0,0,0,,0,0,0
15,1969,1969-09-28,2,25.069,MIN,,BAL,W 52-14,1,13,13.00,1,0,0,,0,1,6
16,1969,1969-11-27,11,25.129,MIN,@,DET,W 27-0,1,24,24.00,0,0,0,,0,0,0
17,1970,1970-09-20,1,26.061,MIN,,KAN,W 27-10,,,,,,,,,,
18,1970,1970-09-27,2,26.068,MIN,,NOR,W 26-0,,,,,,,,,,
19,1970,1970-10-04,3,26.075,MIN,@,GNB,L 10-13,,,,,,,,,,
20,1970,1970-10-11,4,26.082,MIN,@,CHI,W 24-0,,,,,,,,,,
21,1970,1970-10-18,5,26.089,MIN,,DAL,W 54-13,1,10,10.00,0,0,0,,0,0,0
22,1970,1970-10-26,6,26.097,MIN,,RAM,W 13-3,,,,,,,,,,
23,1970,1970-11-01,7,26.103,MIN,@,DET,W 30-17,,,,,,,,,,
24,1970,1970-11-08,8,26.110,MIN,@,WAS,W 19-10,,,,,,,,,,
25,1970,1970-11-15,9,26.117,MIN,,DET,W 24-20,,,,,,,,,,
26,1970,1970-11-22,10,26.124,MIN,,GNB,W 10-3,,,,,,,,,,
27,1970,1970-12-20,14,26.152,MIN,@,ATL,W 37-7,,,,,,,,,,
28,1971,1971-10-17,5,27.088,PHI,@,OAK,L 10-34,,,,,,,,,,
29,1971,1971-10-24,6,27.095,PHI,,NYG,W 23-7,0,0,,0,1,0,0.00,0,0,0
30,1971,1971-10-31,7,27.102,PHI,,DEN,W 17-16,,,,,,,,,,
31,1971,1971-11-07,8,27.109,PHI,@,WAS,T 7-7,1,13,13.00,0,0,0,,0,0,0
32,1971,1971-11-14,9,27.116,PHI,@,DAL,L 7-20,1,10,10.00,0,0,0,,0,0,0
33,1971,1971-11-21,10,27.123,PHI,@,STL,W 37-20,,,,,,,,,,
34,1971,1971-11-28,11,27.130,PHI,,WAS,L 13-20,,,,,,,,,,
35,1971,1971-12-05,12,27.137,PHI,@,DET,W 23-20,2,21,10.50,1,0,0,,0,1,6
36,1971,1971-12-12,13,27.144,PHI,,STL,W 19-7,1,17,17.00,0,0,0,,0,0,0
37,1971,1971-12-19,14,27.151,PHI,@,NYG,W 41-28,1,4,4.00,0,0,0,,0,0,0
38,1972,1972-09-17,1,28.058,PHI,@,DAL,L 6-28,,,,,,,,,,
39,1972,1972-09-24,2,28.065,PHI,,CLE,L 17-27,,,,,,,,,,
40,1972,1972-10-02,3,28.073,PHI,,NYG,L 12-27,,,,,,,,,,
41,1972,1972-10-08,4,28.079,PHI,@,WAS,L 0-14,3,46,15.33,0,0,0,,0,0,0
42,1972,1972-10-15,5,28.086,PHI,,RAM,L 3-34,1,9,9.00,0,0,0,,0,0,0
43,1972,1972-10-22,6,28.093,PHI,@,KAN,W 21-20,1,15,15.00,0,0,0,,0,0,0
44,1972,1972-10-29,7,28.100,PHI,@,NOR,L 3-21,,,,,,,,,,
45,1972,1972-11-05,8,28.107,PHI,,STL,T 6-6,4,72,18.00,0,0,0,,0,0,0
46,1972,1972-11-12,9,28.114,PHI,@,HOU,W 18-17,,,,,,,,,,
47,1972,1972-11-19,10,28.121,PHI,,DAL,L 7-28,,,,,,,,,,
48,1972,1972-11-26,11,28.128,PHI,@,NYG,L 10-62,,,,,,,,,,
49,1972,1972-12-03,12,28.135,PHI,,WAS,L 7-23,,,,,,,,,,
50,1972,1972-12-10,13,28.142,PHI,,CHI,L 12-21,2,34,17.00,1,0,0,,0,1,6
51,1972,1972-12-17,14,28.149,PHI,@,STL,L 23-24,,,,,,,,,,
52,1973,1973-09-16,1,29.057,PHI,,STL,L 23-34,,,,,,,,,,
53,1973,1973-09-23,2,29.064,PHI,@,NYG,T 23-23,,,,,,,,,,
54,1973,1973-10-07,4,29.078,PHI,@,BUF,L 26-27,,,,,,,,,,
55,1973,1973-10-14,5,29.085,PHI,@,STL,W 27-24,,,,,,,,,,
56,1973,1973-10-28,7,29.099,PHI,,DAL,W 30-16,,,,,,,,,,
57,1973,1973-11-04,8,29.106,PHI,,NWE,W 24-23,,,,,,,,,,
58,1973,1973-11-11,9,29.113,PHI,,ATL,L 27-44,,,,,,,,,,
59,1973,1973-11-18,10,29.120,PHI,@,DAL,L 10-31,,,,,,,,,,
60,1973,1973-12-02,12,29.134,PHI,@,SFO,L 28-38,,,,,,,,,,
61,1973,1973-12-09,13,29.141,PHI,,NYJ,W 24-23,,,,,,,,,,
62,1973,1973-12-16,14,29.148,PHI,@,WAS,L 20-38,,,,,,,,,,
63,1974,1974-09-15,1,30.056,PHI,@,STL,L 3-7,,,,,,,,,,
64,1974,1974-09-23,2,30.064,PHI,,DAL,W 13-10,,,,,,,,,,
65,1974,1974-09-29,3,30.070,PHI,,BAL,W 30-10,,,,,,,,,,
66,1974,1974-10-06,4,30.077,PHI,@,SDG,W 13-7,0,0,,0,1,23,23.00,0,0,0
67,1974,1974-10-13,5,30.084,PHI,,NYG,W 35-7,,,,,,,,,,
68,1974,1974-10-20,6,30.091,PHI,@,DAL,L 24-31,0,0,,0,1,16,16.00,0,0,0
69,1974,1974-10-27,7,30.098,PHI,@,NOR,L 10-14,,,,,,,,,,
70,1974,1974-11-03,8,30.105,PHI,@,PIT,L 0-27,,,,,,,,,,
71,1974,1974-11-10,9,30.112,PHI,,WAS,L 20-27,,,,,,,,,,
72,1974,1974-11-17,10,30.119,PHI,,STL,L 3-13,,,,,,,,,,
73,1974,1974-11-24,11,30.126,PHI,@,WAS,L 7-26,,,,,,,,,,
74,1974,1974-12-01,12,30.133,PHI,,GNB,W 36-14,,,,,,,,,,
75,1974,1974-12-08,13,30.140,PHI,@,NYG,W 20-7,,,,,,,,,,
76,1974,1974-12-15,14,30.147,PHI,,DET,W 28-17,,,,,,,,,,
