ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2008,2008-09-21,3,22.307,PIT,@,PHI,L 6-15,,0,0,,0,0.0,0,0
2,2008,2008-09-29,4,22.315,PIT,,BAL,W 23-20,,0,0,,0,0.0,0,0
3,2008,2008-10-26,7,22.342,PIT,,NYG,L 14-21,,0,0,,0,0.0,0,1
4,2008,2008-11-03,8,22.350,PIT,@,WAS,W 23-6,,0,0,,0,0.0,0,0
5,2008,2008-11-09,9,22.356,PIT,,IND,L 20-24,,0,0,,0,0.0,0,0
6,2008,2008-11-16,10,22.363,PIT,,SDG,W 11-10,,0,0,,0,0.0,0,1
7,2008,2008-11-20,11,23.001,PIT,,CIN,W 27-10,,0,0,,0,0.0,0,1
8,2008,2008-11-30,12,23.011,PIT,@,NWE,W 33-10,,0,0,,0,0.0,0,0
9,2008,2008-12-07,13,23.018,PIT,,DAL,W 20-13,,0,0,,0,0.0,0,1
10,2008,2008-12-14,14,23.025,PIT,@,BAL,W 13-9,,0,0,,0,0.0,0,0
11,2008,2008-12-21,15,23.032,PIT,@,TEN,L 14-31,,,,,,,,
12,2008,2008-12-28,16,23.039,PIT,,CLE,W 31-0,,0,0,,0,0.0,0,1
13,2009,2009-09-10,1,23.295,PIT,,TEN,W 13-10,,0,0,,0,0.0,0,0
14,2009,2009-09-20,2,23.305,PIT,@,CHI,L 14-17,,0,0,,0,0.0,0,0
15,2009,2009-09-27,3,23.312,PIT,@,CIN,L 20-23,,,,,,,,
16,2009,2009-10-04,4,23.319,PIT,,SDG,W 38-28,,0,0,,0,0.0,0,0
17,2009,2009-10-11,5,23.326,PIT,@,DET,W 28-20,,0,0,,0,0.0,0,0
18,2009,2009-10-18,6,23.333,PIT,,CLE,W 27-14,,,,,,,,
19,2009,2009-10-25,7,23.340,PIT,,MIN,W 27-17,,0,0,,0,0.0,0,0
20,2009,2009-11-09,8,23.355,PIT,@,DEN,W 28-10,,,,,,,,
21,2009,2009-11-15,9,23.361,PIT,,CIN,L 12-18,,,,,,,,
22,2009,2009-11-22,10,24.003,PIT,@,KAN,L 24-27,,,,,,,,
23,2009,2009-11-29,11,24.010,PIT,@,BAL,L 17-20,,0,0,,0,0.0,0,0
24,2009,2009-12-06,12,24.017,PIT,,OAK,L 24-27,,,,,,,,
25,2009,2009-12-10,13,24.021,PIT,@,CLE,L 6-13,,0,0,,0,0.0,0,0
26,2009,2009-12-20,14,24.031,PIT,,GNB,W 37-36,,0,0,,0,0.0,0,0
27,2009,2009-12-27,15,24.038,PIT,,BAL,W 23-20,,0,0,,0,0.0,0,0
28,2009,2010-01-03,16,24.045,PIT,@,MIA,W 30-24,,0,0,,0,0.0,0,0
29,2010,2010-09-12,1,24.297,TEN,,OAK,W 38-13,,0,0,,0,0.0,0,0
