ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1999,1999-09-19,1,23.016,SDG,@,CIN,W 34-7,,0,,,,,0.0%,,,
2,1999,1999-09-26,2,23.023,SDG,,IND,L 19-27,,1,1,46,46.00,0,100.0%,46.00,0,0
3,1999,1999-10-03,3,23.030,SDG,,KAN,W 21-14,,,,,,,0.0%,,,
4,1999,1999-10-10,4,23.037,SDG,@,DET,W 20-10,,0,0,0,,0,0.0%,,0,0
5,1999,1999-10-17,5,23.044,SDG,,SEA,W 13-10,,,,,,,0.0%,,,
6,1999,1999-10-24,6,23.051,SDG,,GNB,L 3-31,,2,1,2,2.00,0,50.0%,1.00,0,0
7,1999,1999-10-31,7,23.058,SDG,@,KAN,L 0-34,,,,,,,0.0%,,,
8,1999,1999-11-07,8,23.065,SDG,,DEN,L 17-33,,,,,,,0.0%,,,
9,1999,1999-11-14,9,23.072,SDG,@,OAK,L 9-28,,0,,,,,0.0%,,,
10,1999,1999-11-21,10,23.079,SDG,,CHI,L 20-23,,7,6,26,4.33,1,85.7%,3.71,1,6
11,1999,1999-11-28,11,23.086,SDG,@,MIN,L 27-35,*,4,2,32,16.00,0,50.0%,8.00,0,0
12,1999,1999-12-05,12,23.093,SDG,,CLE,W 23-10,*,1,,,,,0.0%,,,
13,1999,1999-12-12,13,23.100,SDG,@,SEA,W 19-16,,,,,,,0.0%,,,
14,1999,1999-12-19,14,23.107,SDG,@,MIA,L 9-12,,1,1,26,26.00,0,100.0%,26.00,0,0
15,1999,1999-12-26,15,23.114,SDG,,OAK,W 23-20,*,3,1,5,5.00,0,33.3%,1.67,0,0
16,1999,2000-01-02,16,23.121,SDG,@,DEN,W 12-6,,,,,,,0.0%,,,
17,2000,2000-09-03,1,24.000,SDG,@,OAK,L 6-9,,1,1,8,8.00,0,100.0%,8.00,0,0
18,2000,2000-09-10,2,24.007,SDG,,NOR,L 27-28,,0,,,,,0.0%,,,
19,2000,2000-09-17,3,24.014,SDG,@,KAN,L 10-42,,,,,,,0.0%,,,
20,2000,2000-11-12,10,24.070,SDG,,MIA,L 7-17,,,,,,,0.0%,,,
21,2000,2000-11-19,11,24.077,SDG,@,DEN,L 37-38,,,,,,,0.0%,,,
22,2000,2000-11-26,12,24.084,SDG,,KAN,W 17-16,,0,,,,,0.0%,,,
23,2000,2000-12-03,13,24.091,SDG,,SFO,L 17-45,,,,,,,0.0%,,,
24,2000,2000-12-10,14,24.098,SDG,@,BAL,L 3-24,,,,,,,0.0%,,,
25,2000,2000-12-17,15,24.105,SDG,@,CAR,L 22-30,,,,,,,0.0%,,,
26,2000,2000-12-24,16,24.112,SDG,,PIT,L 21-34,,,,,,,0.0%,,,
