ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1985,1985-09-29,4,23.143,RAI,@,NWE,W 35-20,,1,7,14.29,2,1,0,79.2,0,0,0.29,3.14,1,0,0.00,0
2,1985,1985-10-13,6,23.157,RAI,,NOR,W 23-13,,1,1,100.00,29,0,0,118.7,1,0,29.00,29.00,0,0,,0
3,1985,1985-11-03,9,23.178,RAI,@,SEA,L 3-33,,2,5,40.00,23,0,0,54.6,2,0,4.60,4.60,2,8,4.00,0
4,1985,1985-12-01,13,23.206,RAI,@,ATL,W 34-24,,,,,,,,,,,,,,,,
5,1986,1986-12-08,14,24.213,RAI,@,SEA,L 0-37,,4,8,50.00,50,0,1,30.2,1,0,6.25,0.63,1,16,16.00,0
6,1986,1986-12-21,16,24.226,RAI,,IND,L 24-30,,15,30,50.00,216,1,0,84.9,2,0,7.20,7.87,5,32,6.40,0
7,1987,1987-09-13,1,25.127,RAI,@,GNB,W 20-0,*,2,7,28.57,12,0,0,39.6,2,0,1.71,1.71,1,6,6.00,0
8,1987,1987-09-20,2,25.134,RAI,,DET,W 27-7,*,20,39,51.28,234,1,1,67.7,1,0,6.00,5.36,3,-2,-0.67,0
9,1987,1987-10-25,6,25.169,RAI,,SEA,L 13-35,*,7,13,53.85,78,0,1,39.9,3,0,6.00,2.54,1,5,5.00,0
10,1987,1987-11-01,7,25.176,RAI,@,NWE,L 23-26,*,18,28,64.29,277,1,1,93.9,4,0,9.89,9.00,2,-5,-2.50,0
11,1987,1987-11-08,8,25.183,RAI,@,MIN,L 20-31,*,8,19,42.11,105,0,3,20.6,2,0,5.53,-1.58,1,4,4.00,0
12,1988,1988-10-09,6,26.153,DET,,CHI,L 7-24,,13,43,30.23,186,1,1,43.4,3,23,4.33,3.74,1,0,0.00,0
13,1988,1988-10-16,7,26.160,DET,@,NYG,L 10-30,*,9,28,32.14,130,1,1,45.2,7,65,4.64,3.75,2,11,5.50,0
14,1988,1988-10-23,8,26.167,DET,@,KAN,W 7-6,*,8,18,44.44,111,1,2,43.7,3,23,6.17,2.28,1,2,2.00,0
15,1988,1988-10-30,9,26.174,DET,,NYG,L 10-13,*,14,28,50.00,147,1,1,62.6,6,49,5.25,4.36,2,9,4.50,0
16,1988,1988-11-06,10,26.181,DET,@,MIN,L 17-44,*,8,22,36.36,63,1,1,41.1,4,42,2.86,1.73,1,0,0.00,0
17,1988,1988-11-13,11,26.188,DET,,TAM,L 20-23,*,20,41,48.78,212,1,2,52.1,1,9,5.17,3.46,1,0,0.00,0
18,1988,1988-11-20,12,26.195,DET,@,GNB,W 19-9,*,10,20,50.00,119,0,0,68.5,1,5,5.95,5.95,2,-1,-0.50,0
19,1988,1988-11-24,13,26.199,DET,,MIN,L 0-23,,4,14,28.57,43,0,1,10.1,1,0,3.07,-0.14,1,6,6.00,0
20,1988,1988-12-04,14,26.209,DET,,GNB,W 30-14,*,11,25,44.00,141,0,0,62.2,2,15,5.64,5.64,2,-2,-1.00,0
21,1988,1988-12-11,15,26.216,DET,@,CHI,L 12-13,*,13,28,46.43,195,0,0,69.8,0,0,6.96,6.96,2,0,0.00,0
22,1988,1988-12-18,16,26.223,DET,@,TAM,L 10-21,*,16,39,41.03,211,1,3,35.3,3,20,5.41,2.46,3,2,0.67,0
23,1991,1991-12-15,15,29.220,IND,,BUF,L 7-35,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
