ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1991,1991-09-01,1,27.109,HOU,,RAI,W 47-17,3,106,35.33,0
2,1992,1992-12-13,14,28.212,KAN,,NWE,W 27-20,6,247,41.17,0
3,1993,1993-09-19,3,29.127,SDG,,HOU,W 18-17,6,233,38.83,0
4,1993,1993-10-10,5,29.148,SDG,@,PIT,L 3-16,7,308,44.00,0
5,1993,1993-11-14,9,29.183,HOU,@,CIN,W 38-3,2,73,36.50,0
