ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2016,2016-09-11,1,24.118,CLE,@,PHI,L 10-29,,0,0,0,,0,0.0%,
2,2016,2016-09-18,2,24.125,CLE,,BAL,L 20-25,,0,0,0,,0,0.0%,
3,2016,2016-09-25,3,24.132,CLE,@,MIA,L 24-30,,0,0,0,,0,0.0%,
4,2016,2016-10-02,4,24.139,CLE,@,WAS,L 20-31,,1,0,0,,0,0.0%,0.00
5,2016,2016-10-23,7,24.160,CLE,@,CIN,L 17-31,,0,0,0,,0,0.0%,
6,2016,2016-10-30,8,24.167,CLE,,NYJ,L 28-31,*,3,0,0,,0,0.0%,0.00
7,2016,2016-11-06,9,24.174,CLE,,DAL,L 10-35,,0,0,0,,0,0.0%,
8,2016,2016-11-10,10,24.178,CLE,@,BAL,L 7-28,,1,1,-3,-3.00,0,100.0%,-3.00
9,2016,2016-11-20,11,24.188,CLE,,PIT,L 9-24,*,0,0,0,,0,0.0%,
10,2016,2016-11-27,12,24.195,CLE,,NYG,L 13-27,,0,0,0,,0,0.0%,
11,2016,2016-12-11,13,24.209,CLE,,CIN,L 10-23,*,1,1,7,7.00,0,100.0%,7.00
12,2016,2016-12-18,14,24.216,CLE,@,BUF,L 13-33,*,0,0,0,,0,0.0%,
13,2016,2016-12-24,15,24.222,CLE,,SDG,W 20-17,*,0,0,0,,0,0.0%,
14,2016,2017-01-01,16,24.230,CLE,@,PIT,L 24-27,,1,0,0,,0,0.0%,0.00
15,2017,2017-09-10,1,25.117,CLE,,PIT,L 18-21,*,0,0,0,,0,0.0%,
16,2017,2017-09-17,2,25.124,CLE,@,BAL,L 10-24,*,1,1,20,20.00,0,100.0%,20.00
17,2017,2017-09-24,3,25.131,CLE,@,IND,L 28-31,*,1,1,4,4.00,0,100.0%,4.00
18,2017,2017-10-01,4,25.138,CLE,,CIN,L 7-31,*,0,0,0,,0,0.0%,
19,2017,2017-10-08,5,25.145,CLE,,NYJ,L 14-17,*,0,0,0,,0,0.0%,
20,2017,2017-10-15,6,25.152,CLE,@,HOU,L 17-33,*,0,0,0,,0,0.0%,
21,2017,2017-10-22,7,25.159,CLE,,TEN,L 9-12,*,0,0,0,,0,0.0%,
22,2017,2017-10-29,8,25.166,CLE,,MIN,L 16-33,,0,0,0,,0,0.0%,
23,2017,2017-11-12,9,25.180,CLE,@,DET,L 24-38,*,0,0,0,,0,0.0%,
24,2017,2017-11-19,10,25.187,CLE,,JAX,L 7-19,*,0,0,0,,0,0.0%,
25,2017,2017-11-26,11,25.194,CLE,@,CIN,L 16-30,*,0,0,0,,0,0.0%,
26,2017,2017-12-03,12,25.201,CLE,@,LAC,L 10-19,*,0,0,0,,0,0.0%,
27,2017,2017-12-10,13,25.208,CLE,,GNB,L 21-27,*,2,1,12,12.00,0,50.0%,6.00
28,2017,2017-12-17,14,25.215,CLE,,BAL,L 10-27,*,0,0,0,,0,0.0%,
29,2017,2017-12-24,15,25.222,CLE,@,CHI,L 3-20,*,0,0,0,,0,0.0%,
30,2017,2017-12-31,16,25.229,CLE,@,PIT,L 24-28,,0,0,0,,0,0.0%,
