ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,22.197,WAS,@,BAL,W 38-14,1,0,0.00,0,0,0,,0
2,1950,1950-09-24,2,22.204,WAS,@,GNB,L 21-35,1,1,1.00,0,0,0,,0
3,1950,1950-10-01,3,22.211,WAS,,PIT,L 7-26,1,0,0.00,0,0,0,,0
4,1950,1950-11-12,8,22.253,WAS,,PHI,L 0-33,1,1,1.00,0,0,0,,0
5,1950,1950-11-26,10,22.267,WAS,,BAL,W 38-28,1,18,18.00,0,0,0,,0
6,1950,1950-12-03,11,22.274,WAS,@,PIT,W 24-7,2,-8,-4.00,0,1,4,4.00,0
7,1950,1950-12-10,12,22.281,WAS,,CLE,L 21-45,0,0,,0,1,3,3.00,0
8,1951,1951-09-30,1,23.210,WAS,@,DET,L 17-35,1,7,7.00,0,0,0,,0
9,1951,1951-10-14,3,23.224,WAS,@,CLE,L 0-45,2,1,0.50,0,1,4,4.00,0
10,1951,1951-10-21,4,23.231,WAS,,CRD,W 7-3,0,0,,0,1,49,49.00,1
11,1951,1951-10-28,5,23.238,WAS,@,PHI,W 27-23,7,11,1.57,0,1,53,53.00,1
12,1951,1951-11-04,6,23.245,WAS,,CHI,L 0-27,1,9,9.00,0,1,10,10.00,0
13,1951,1951-11-18,8,23.259,WAS,@,PIT,W 22-7,9,33,3.67,0,0,0,,0
14,1951,1951-11-25,9,23.266,WAS,,RAM,W 31-21,4,7,1.75,0,1,34,34.00,0
15,1951,1951-12-02,10,23.273,WAS,,PHI,L 21-35,6,31,5.17,0,0,0,,0
16,1951,1951-12-16,12,23.287,WAS,,PIT,L 10-20,2,5,2.50,0,0,0,,0
17,1952,1952-11-02,6,24.243,NYG,@,CRD,W 28-6,1,1,1.00,0,0,0,,0
18,1952,1952-11-16,8,24.257,NYG,,GNB,L 3-17,4,20,5.00,0,1,8,8.00,0
19,1952,1952-12-14,12,24.285,NYG,,CLE,W 37-34,1,-3,-3.00,0,0,0,,0
