ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,22.222,TAM,@,CHI,L 14-34,,,,,,
2,1984,1984-09-09,2,22.229,TAM,@,NOR,L 13-17,,,,,,
3,1984,1984-09-16,3,22.236,TAM,,DET,W 21-17,,,,,,
4,1984,1984-09-23,4,22.243,TAM,@,NYG,L 14-17,,,,,,
5,1984,1984-09-30,5,22.250,TAM,,GNB,W 30-27,0,0,1.0,0,0,0
6,1984,1984-10-07,6,22.257,TAM,,MIN,W 35-31,,,,,,
7,1984,1984-10-14,7,22.264,TAM,@,DET,L 7-13,,,,,,
8,1984,1984-10-21,8,22.271,TAM,,CHI,L 9-44,,,,,,
9,1984,1984-10-28,9,22.278,TAM,@,KAN,L 20-24,,,,,,
10,1984,1984-11-04,10,22.285,TAM,@,MIN,L 24-27,,,,,,
11,1984,1984-11-11,11,22.292,TAM,,NYG,W 20-17,,,,,,
12,1984,1984-11-18,12,22.299,TAM,@,SFO,L 17-24,,,,,,
13,1984,1984-11-25,13,22.306,TAM,,RAM,L 33-34,,,,,,
14,1984,1984-12-02,14,22.313,TAM,@,GNB,L 14-27,,,,,,
15,1984,1984-12-09,15,22.320,TAM,,ATL,W 23-6,0,0,1.0,0,0,0
16,1984,1984-12-16,16,22.327,TAM,,NYJ,W 41-21,,,,,,
17,1985,1985-09-08,1,23.227,TAM,@,CHI,L 28-38,,,,,,
18,1985,1985-09-15,2,23.234,TAM,,MIN,L 16-31,,,,,,
19,1985,1985-09-22,3,23.241,TAM,@,NOR,L 13-20,,,,,,
20,1985,1985-09-29,4,23.248,TAM,@,DET,L 9-30,,,,,,
21,1985,1985-10-06,5,23.255,TAM,,CHI,L 19-27,,,,,,
22,1985,1985-10-13,6,23.262,TAM,,RAM,L 27-31,0,0,0.0,1,25,0
23,1985,1985-10-20,7,23.269,TAM,@,MIA,L 38-41,,,,,,
24,1985,1985-10-27,8,23.276,TAM,,NWE,L 14-32,0,0,1.0,0,0,0
25,1985,1985-11-03,9,23.283,TAM,@,NYG,L 20-22,,,,,,
26,1985,1985-11-10,10,23.290,TAM,,STL,W 16-0,0,0,0.5,0,0,0
27,1985,1985-11-17,11,23.297,TAM,@,NYJ,L 28-62,,,,,,
28,1985,1985-11-24,12,23.304,TAM,,DET,W 19-16,,,,,,
29,1985,1985-12-01,13,23.311,TAM,@,GNB,L 0-21,,,,,,
30,1985,1985-12-08,14,23.318,TAM,@,MIN,L 7-26,,,,,,
31,1985,1985-12-15,15,23.325,TAM,,IND,L 23-31,,,,,,
32,1985,1985-12-22,16,23.332,TAM,,GNB,L 17-20,,,,,,
33,1986,1986-09-07,1,24.226,TAM,,SFO,L 7-31,,,,,,
34,1986,1986-09-14,2,24.233,TAM,,MIN,L 10-23,0,0,1.0,0,0,0
35,1986,1986-09-21,3,24.240,TAM,@,DET,W 24-20,0,0,1.0,0,0,0
36,1986,1986-09-28,4,24.247,TAM,,ATL,L 20-23,,,,,,
37,1986,1986-10-05,5,24.254,TAM,@,RAM,L 20-26,0,0,1.0,0,0,0
38,1986,1986-10-12,6,24.261,TAM,,STL,L 19-30,,,,,,
39,1986,1986-10-19,7,24.268,TAM,@,NOR,L 7-38,0,0,0.0,1,16,0
40,1986,1986-10-26,8,24.275,TAM,@,KAN,L 20-27,0,0,1.0,0,0,0
41,1986,1986-11-02,9,24.282,TAM,,BUF,W 34-28,,,,,,
42,1986,1986-11-09,10,24.289,TAM,,CHI,L 3-23,,,,,,
43,1986,1986-11-16,11,24.296,TAM,@,GNB,L 7-31,,,,,,
44,1986,1986-11-23,12,24.303,TAM,,DET,L 17-38,,,,,,
45,1986,1986-11-30,13,24.310,TAM,@,MIN,L 13-45,,,,,,
46,1986,1986-12-07,14,24.317,TAM,@,CHI,L 14-48,,,,,,
47,1986,1986-12-21,16,24.331,TAM,@,STL,L 17-21,,,,,,
48,1987,1987-10-05,3,25.254,SFO,@,NYG,W 41-21,0,0,0.5,0,0,0
49,1987,1987-10-12,4,25.261,RAI,@,DEN,L 14-30,,,,,,
50,1988,1988-09-04,1,26.224,SDG,@,RAI,L 13-24,,,,,,
51,1988,1988-09-11,2,26.231,SDG,@,DEN,L 3-34,,,,,,
52,1988,1988-09-18,3,26.238,SDG,,SEA,W 17-6,1,6,0.0,2,65,1
53,1988,1988-09-25,4,26.245,SDG,@,KAN,W 24-23,,,,,,
54,1988,1988-10-02,5,26.252,SDG,,DEN,L 0-12,,,,,,
55,1988,1988-10-09,6,26.259,SDG,,NOR,L 17-23,,,,,,
56,1988,1988-10-16,7,26.266,SDG,@,MIA,L 28-31,,,,,,
57,1988,1988-10-23,8,26.273,SDG,,IND,L 0-16,,,,,,
58,1988,1988-10-30,9,26.280,SDG,@,SEA,L 14-17,,,,,,
59,1988,1988-11-06,10,26.287,SDG,,RAI,L 3-13,,,,,,
60,1988,1988-11-13,11,26.294,SDG,@,ATL,W 10-7,,,,,,
61,1988,1988-11-20,12,26.301,SDG,@,RAM,W 38-24,,,,,,
62,1988,1988-11-27,13,26.308,SDG,,SFO,L 10-48,,,,,,
63,1988,1988-12-04,14,26.315,SDG,@,CIN,L 10-27,0,0,2.0,0,0,0
64,1988,1988-12-11,15,26.322,SDG,,PIT,W 20-14,0,0,0.5,0,0,0
65,1988,1988-12-18,16,26.329,SDG,,KAN,W 24-13,,,,,,
