ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1993,1993-09-05,1,23.140,CHI,,NYG,L 20-26,
2,1993,1993-09-12,2,23.147,CHI,@,MIN,L 7-10,
3,1993,1993-11-07,8,23.203,CHI,,RAI,L 14-16,
4,1993,1993-11-14,9,23.210,CHI,@,SDG,W 16-13,
5,1993,1993-11-21,10,23.217,CHI,@,KAN,W 19-17,0.5
6,1993,1993-11-25,11,23.221,CHI,@,DET,W 10-6,
7,1993,1993-12-05,12,23.231,CHI,,GNB,W 30-17,
8,1993,1993-12-12,13,23.238,CHI,@,TAM,L 10-13,
9,1993,1993-12-18,14,23.244,CHI,,DEN,L 3-13,
10,1993,1993-12-26,15,23.252,CHI,,DET,L 14-20,
11,1993,1994-01-02,16,23.259,CHI,@,RAM,L 6-20,
12,1994,1994-09-04,1,24.139,CHI,,TAM,W 21-9,
13,1994,1994-09-12,2,24.147,CHI,@,PHI,L 22-30,
14,1994,1994-09-25,4,24.160,CHI,@,NYJ,W 19-7,
15,1994,1994-10-02,5,24.167,CHI,,BUF,W 20-13,
16,1994,1994-10-09,6,24.174,CHI,,NOR,W 17-7,
17,1994,1994-10-23,7,24.188,CHI,@,DET,L 16-21,
18,1994,1994-10-31,8,24.196,CHI,,GNB,L 6-33,
19,1994,1994-11-06,9,24.202,CHI,@,TAM,W 20-6,
20,1994,1994-11-13,10,24.209,CHI,@,MIA,W 17-14,
21,1994,1994-11-20,11,24.216,CHI,,DET,W 20-10,
22,1994,1994-11-27,12,24.223,CHI,@,ARI,W 19-16,
23,1994,1994-12-01,13,24.227,CHI,@,MIN,L 27-33,
24,1994,1994-12-11,14,24.237,CHI,@,GNB,L 3-40,
25,1994,1994-12-18,15,24.244,CHI,,RAM,W 27-13,
26,1994,1994-12-24,16,24.250,CHI,,NWE,L 3-13,
27,1995,1995-09-03,1,25.138,CHI,,MIN,W 31-14,
28,1995,1995-09-11,2,25.146,CHI,,GNB,L 24-27,
29,1995,1995-09-17,3,25.152,CHI,@,TAM,W 25-6,
30,1995,1995-09-24,4,25.159,CHI,@,STL,L 28-34,
31,1995,1995-10-08,5,25.173,CHI,,CAR,W 31-27,
32,1995,1995-10-15,6,25.180,CHI,@,JAX,W 30-27,
33,1995,1995-10-22,7,25.187,CHI,,HOU,W 35-32,
34,1995,1995-10-30,8,25.195,CHI,@,MIN,W 14-6,
35,1995,1995-11-05,9,25.201,CHI,,PIT,L 34-37,1.0
36,1995,1995-11-12,10,25.208,CHI,@,GNB,L 28-35,
37,1995,1995-11-19,11,25.215,CHI,,DET,L 17-24,
38,1995,1995-11-26,12,25.222,CHI,@,NYG,W 27-24,
39,1995,1995-12-04,13,25.230,CHI,@,DET,L 7-27,
40,1995,1995-12-10,14,25.236,CHI,@,CIN,L 10-16,
41,1995,1995-12-17,15,25.243,CHI,,TAM,W 31-10,
42,1995,1995-12-24,16,25.250,CHI,,PHI,W 20-14,
43,1996,1996-09-02,1,26.137,CHI,,DAL,W 22-6,
44,1996,1996-09-08,2,26.143,CHI,@,WAS,L 3-10,
45,1996,1996-09-15,3,26.150,CHI,,MIN,L 14-20,
46,1996,1996-09-22,4,26.157,CHI,@,DET,L 16-35,1.0
47,1996,1996-09-29,5,26.164,CHI,,OAK,W 19-17,
48,1996,1996-10-06,6,26.171,CHI,,GNB,L 6-37,
49,1996,1996-10-13,7,26.178,CHI,@,NOR,L 24-27,
50,1996,1996-10-28,8,26.193,CHI,@,MIN,W 15-13,
51,1996,1996-11-03,9,26.199,CHI,,TAM,W 13-10,
52,1996,1996-11-10,10,26.206,CHI,@,DEN,L 12-17,
53,1996,1996-11-17,11,26.213,CHI,@,KAN,L 10-14,
54,1996,1996-11-24,12,26.220,CHI,,DET,W 31-14,0.5
55,1996,1996-12-01,13,26.227,CHI,@,GNB,L 17-28,
56,1996,1996-12-08,14,26.234,CHI,,STL,W 35-9,
57,1996,1996-12-14,15,26.240,CHI,,SDG,W 27-14,
58,1996,1996-12-22,16,26.248,CHI,@,TAM,L 19-34,
59,1997,1997-09-01,1,27.136,CHI,@,GNB,L 24-38,0.5
60,1997,1997-09-07,2,27.142,CHI,,MIN,L 24-27,
61,1997,1997-09-14,3,27.149,CHI,,DET,L 7-32,
62,1997,1997-09-21,4,27.156,CHI,@,NWE,L 3-31,
63,1997,1997-09-28,5,27.163,CHI,@,DAL,L 3-27,1.0
64,1997,1997-10-05,6,27.170,CHI,,NOR,L 17-20,
65,1997,1997-10-12,7,27.177,CHI,,GNB,L 23-24,
66,1997,1997-10-27,8,27.192,CHI,@,MIA,W 36-33,
67,1997,1997-11-02,9,27.198,CHI,,WAS,L 8-31,
68,1997,1997-11-09,10,27.205,CHI,@,MIN,L 22-29,1.0
69,1997,1997-11-16,11,27.212,CHI,,NYJ,L 15-23,
70,1997,1997-11-23,12,27.219,CHI,,TAM,W 13-7,1.0
71,1997,1997-11-27,13,27.223,CHI,@,DET,L 20-55,1.0
72,1997,1997-12-07,14,27.233,CHI,,BUF,W 20-3,
73,1997,1997-12-14,15,27.240,CHI,@,STL,W 13-10,
74,1997,1997-12-21,16,27.247,CHI,@,TAM,L 15-31,
75,1998,1998-09-27,4,28.162,ARI,@,STL,W 20-17,
76,1998,1998-10-04,5,28.169,ARI,,OAK,L 20-23,
77,1998,1998-10-11,6,28.176,ARI,,CHI,W 20-7,
78,1998,1998-10-18,7,28.183,ARI,@,NYG,L 7-34,
79,1998,1998-11-01,8,28.197,ARI,@,DET,W 17-15,
80,1998,1998-11-08,9,28.204,ARI,,WAS,W 29-27,
81,1998,1998-11-15,10,28.211,ARI,,DAL,L 28-35,
82,1998,1998-11-22,11,28.218,ARI,@,WAS,W 45-42,
83,1998,1998-11-29,12,28.225,ARI,@,KAN,L 24-34,
84,1998,1998-12-06,13,28.232,ARI,,NYG,L 19-23,
85,1998,1998-12-13,14,28.239,ARI,@,PHI,W 20-17,
86,1998,1998-12-20,15,28.246,ARI,,NOR,W 19-17,
87,1998,1998-12-27,16,28.253,ARI,,SDG,W 16-13,
