ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1974,1974-09-15,1,22.200,NOR,,SFO,L 13-17,1,24,24.00,0,0,0,,0,0,0
2,1974,1974-09-22,2,22.207,NOR,@,RAM,L 0-24,1,9,9.00,0,0,0,,0,0,0
3,1974,1974-09-29,3,22.214,NOR,,ATL,W 14-13,,,,,,,,,,
4,1974,1974-10-06,4,22.221,NOR,@,CHI,L 10-24,,,,,,,,,,
5,1974,1974-10-13,5,22.228,NOR,@,DEN,L 17-33,,,,,,,,,,
6,1974,1974-10-20,6,22.235,NOR,@,ATL,W 13-3,1,36,36.00,1,0,0,,0,1,6
7,1974,1974-10-27,7,22.242,NOR,,PHI,W 14-10,4,115,28.75,0,0,0,,0,0,0
8,1974,1974-11-03,8,22.249,NOR,@,DET,L 14-19,3,28,9.33,0,1,1,1.00,0,0,0
9,1974,1974-11-10,9,22.256,NOR,,MIA,L 0-21,4,53,13.25,0,0,0,,0,0,0
10,1974,1974-11-17,10,22.263,NOR,,RAM,W 20-7,3,29,9.67,0,0,0,,0,0,0
11,1974,1974-11-25,11,22.271,NOR,,PIT,L 7-28,3,47,15.67,1,0,0,,0,1,6
12,1974,1974-12-01,12,22.277,NOR,@,MIN,L 9-29,1,15,15.00,0,0,0,,0,0,0
13,1974,1974-12-08,13,22.284,NOR,,STL,W 14-0,2,27,13.50,0,1,6,6.00,1,1,6
14,1974,1974-12-15,14,22.291,NOR,@,SFO,L 21-35,9,83,9.22,1,0,0,,0,1,6
15,1975,1975-09-21,1,23.206,NOR,@,WAS,L 3-41,4,45,11.25,0,0,0,,0,0,0
16,1975,1975-09-28,2,23.213,NOR,,CIN,L 0-21,2,40,20.00,0,0,0,,0,0,0
17,1975,1975-10-05,3,23.220,NOR,@,ATL,L 7-14,,,,,,,,,,
18,1975,1975-10-12,4,23.227,NOR,,GNB,W 20-19,3,41,13.67,0,0,0,,0,0,0
19,1975,1975-10-19,5,23.234,NOR,@,SFO,L 21-35,2,26,13.00,0,0,0,,0,0,0
20,1975,1975-10-26,6,23.241,NOR,@,RAM,L 14-38,,,,,,,,,,
21,1975,1975-11-02,7,23.248,NOR,,ATL,W 23-7,1,22,22.00,0,0,0,,0,0,0
22,1975,1975-11-09,8,23.255,NOR,@,OAK,L 10-48,,,,,,,,,,
