ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1990,1990-09-09,1,22.022,WAS,,PHO,W 31-0,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,
2,1990,1990-09-16,2,22.029,WAS,@,SFO,L 13-26,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,51,17.00,0,0,0,,0,0,0
3,1990,1990-09-23,3,22.036,WAS,,DAL,W 19-15,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,49,16.33,0,0,0,,0,0,0
4,1990,1990-09-30,4,22.043,WAS,@,PHO,W 38-10,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,34,34.00,0,0,0,,0,0,0
5,1990,1990-10-14,5,22.057,WAS,,NYG,L 20-24,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,82,27.33,0,0,0,,0,0,0
6,1990,1990-10-21,6,22.064,WAS,,PHI,W 13-7,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,
7,1990,1990-10-28,7,22.071,WAS,@,NYG,L 10-21,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,2,28,14.00,0,0,0,,0,0,0
8,1990,1990-11-04,8,22.078,WAS,@,DET,W 41-38,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,11,11.00,0,0,0,,0,0,0
9,1990,1990-11-12,9,22.086,WAS,@,PHI,L 14-28,,2,11,5.50,1,,0,0,,0,,,3,6,50.00,40,0,0,71.5,1,3,6.67,6.67,0,0,,0,0,0,,0,1,6
10,1990,1990-11-18,10,22.092,WAS,,NOR,W 31-17,,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,8,8.00,0,0,0
11,1990,1990-11-22,11,22.096,WAS,@,DAL,L 17-27,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,4,99,24.75,0,3,28,9.33,0,0,0
12,1990,1990-12-02,12,22.106,WAS,,MIA,W 42-20,,7,36,5.14,0,,1,0,0.00,0,,,0,0,,0,0,0,,0,,,,1,11,11.00,0,4,30,7.50,0,0,0
13,1990,1990-12-09,13,22.113,WAS,,CHI,W 10-9,,3,30,10.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,2,20,10.00,0,0,0
14,1990,1990-12-15,14,22.119,WAS,@,NWE,W 25-10,,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
15,1990,1990-12-30,16,22.134,WAS,,BUF,W 29-14,,1,3,3.00,0,,1,5,5.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,2,21,10.50,0,0,0
