ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-15,1,23.184,NWE,,MIA,W 34-24,,,,,,,,,,,,,,
2,1974,1974-09-22,2,23.191,NWE,@,NYG,W 28-20,0,0,,0,2,49,24.50,0,0,0,,0,0,0
3,1974,1974-09-29,3,23.198,NWE,,RAM,W 20-14,0,0,,0,1,24,24.00,0,0,0,,0,0,0
4,1974,1974-10-06,4,23.205,NWE,,BAL,W 42-3,0,0,,0,1,21,21.00,0,1,0,0.00,0,0,0
5,1974,1974-10-13,5,23.212,NWE,@,NYJ,W 24-0,0,0,,0,1,18,18.00,0,1,4,4.00,0,0,0
6,1974,1974-10-20,6,23.219,NWE,@,BUF,L 28-30,0,0,,0,0,0,,0,1,11,11.00,0,0,0
7,1974,1974-10-27,7,23.226,NWE,@,MIN,W 17-14,1,21,21.00,1,0,0,,0,0,0,,0,1,6
8,1974,1974-11-17,10,23.247,NWE,,NYJ,L 16-21,,,,,,,,,,,,,,
9,1975,1975-10-05,3,24.204,CHI,@,MIN,L 3-28,0,0,,0,2,34,17.00,0,1,4,4.00,0,0,0
10,1975,1975-10-12,4,24.211,CHI,@,DET,L 7-27,0,0,,0,1,12,12.00,0,0,0,,0,0,0
11,1975,1975-10-19,5,24.218,CHI,@,PIT,L 3-34,0,0,,0,2,42,21.00,0,0,0,,0,0,0
12,1975,1975-10-27,6,24.226,CHI,,MIN,L 9-13,,,,,,,,,,,,,,
13,1975,1975-11-02,7,24.232,CHI,,MIA,L 13-46,0,0,,0,2,28,14.00,0,0,0,,0,0,0
14,1975,1975-11-09,8,24.239,CHI,,GNB,W 27-14,0,0,,0,0,0,,0,2,6,3.00,0,0,0
15,1975,1975-11-16,9,24.246,CHI,@,SFO,L 3-31,0,0,,0,0,0,,0,3,23,7.67,0,0,0
16,1975,1975-11-23,10,24.253,CHI,@,RAM,L 10-38,,,,,,,,,,,,,,
17,1975,1975-11-30,11,24.260,CHI,@,GNB,L 7-28,0,0,,0,1,15,15.00,0,0,0,,0,0,0
18,1975,1975-12-07,12,24.267,CHI,,DET,W 25-21,3,45,15.00,0,1,15,15.00,0,0,0,,0,0,0
19,1975,1975-12-14,13,24.274,CHI,,STL,L 20-34,2,23,11.50,0,0,0,,0,0,0,,0,0,0
20,1975,1975-12-21,14,24.281,CHI,@,NOR,W 42-17,,,,,,,,,,,,,,
21,1976,1976-09-12,1,25.181,CHI,,DET,W 10-3,1,23,23.00,0,0,0,,0,0,0,,0,0,0
22,1976,1976-09-19,2,25.188,CHI,@,SFO,W 19-12,0,0,,0,1,3,3.00,0,0,0,,0,0,0
23,1976,1976-09-26,3,25.195,CHI,,ATL,L 0-10,0,0,,0,0,0,,0,3,2,0.67,0,0,0
24,1976,1976-10-03,4,25.202,CHI,,WAS,W 33-7,0,0,,0,0,0,,0,1,0,0.00,0,0,0
25,1976,1976-10-10,5,25.209,CHI,@,MIN,L 19-20,,,,,,,,,,,,,,
26,1976,1976-10-17,6,25.216,CHI,@,RAM,L 12-20,,,,,,,,,,,,,,
27,1976,1976-10-24,7,25.223,CHI,@,DAL,L 21-31,,,,,,,,,,,,,,
28,1976,1976-10-31,8,25.230,CHI,,MIN,W 14-13,1,25,25.00,0,0,0,,0,0,0,,0,0,0
29,1976,1976-11-07,9,25.237,CHI,,OAK,L 27-28,1,10,10.00,0,0,0,,0,0,0,,0,0,0
30,1976,1976-11-14,10,25.244,CHI,,GNB,W 24-13,,,,,,,,,,,,,,
31,1976,1976-11-21,11,25.251,CHI,@,DET,L 10-14,1,16,16.00,0,0,0,,0,0,0,,0,0,0
32,1976,1976-11-28,12,25.258,CHI,@,GNB,W 16-10,0,0,,0,0,0,,0,2,9,4.50,0,0,0
33,1976,1976-12-05,13,25.265,CHI,@,SEA,W 34-7,0,0,,0,0,0,,0,5,49,9.80,0,0,0
34,1976,1976-12-12,14,25.272,CHI,,DEN,L 14-28,,,,,,,,,,,,,,
35,1977,1977-09-18,1,26.187,CHI,,DET,W 30-20,1,9,9.00,0,0,0,,0,3,69,23.00,1,1,6
36,1977,1977-09-25,2,26.194,CHI,@,STL,L 13-16,0,0,,0,0,0,,0,1,0,0.00,0,0,0
37,1977,1977-10-02,3,26.201,CHI,,NOR,L 24-42,1,18,18.00,0,0,0,,0,2,34,17.00,0,0,0
38,1977,1977-10-10,4,26.209,CHI,,RAM,W 24-23,0,0,,0,0,0,,0,1,0,0.00,0,0,0
39,1977,1977-10-16,5,26.215,CHI,@,MIN,L 16-22,0,0,,0,0,0,,0,3,14,4.67,0,0,0
40,1977,1977-10-23,6,26.222,CHI,,ATL,L 10-16,0,0,,0,0,0,,0,3,24,8.00,0,0,0
41,1977,1977-10-30,7,26.229,CHI,@,GNB,W 26-0,0,0,,0,0,0,,0,3,19,6.33,0,0,0
42,1977,1977-11-06,8,26.236,CHI,@,HOU,L 0-47,1,10,10.00,0,0,0,,0,1,13,13.00,0,0,0
43,1977,1977-11-13,9,26.243,CHI,,KAN,W 28-27,0,0,,0,0,0,,0,2,35,17.50,0,0,0
44,1977,1977-11-20,10,26.250,CHI,,MIN,W 10-7,0,0,,0,0,0,,0,2,36,18.00,0,0,0
45,1977,1977-11-24,11,26.254,CHI,@,DET,W 31-14,0,0,,0,0,0,,0,1,17,17.00,0,0,0
46,1977,1977-12-04,12,26.264,CHI,@,TAM,W 10-0,3,60,20.00,0,0,0,,0,7,22,3.14,0,0,0
47,1977,1977-12-11,13,26.271,CHI,,GNB,W 21-10,2,22,11.00,0,0,0,,0,2,8,4.00,0,0,0
48,1978,1978-09-03,1,27.172,CHI,,STL,W 17-10,0,0,,0,0,0,,0,3,28,9.33,0,0,0
49,1978,1978-09-10,2,27.179,CHI,@,SFO,W 16-13,0,0,,0,0,0,,0,1,6,6.00,0,0,0
50,1978,1978-09-17,3,27.186,CHI,@,DET,W 19-0,0,0,,0,1,17,17.00,0,5,4,0.80,0,0,0
51,1978,1978-09-25,4,27.194,CHI,,MIN,L 20-24,0,0,,0,0,0,,0,1,8,8.00,0,0,0
