ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
52,1978,1978-10-01,5,27.200,CHI,,OAK,L 19-25,0,0,,0,0,0,,0,4,35,8.75,0,0,0
53,1978,1978-10-08,6,27.207,CHI,@,GNB,L 14-24,0,0,,0,3,63,21.00,0,0,0,,0,0,0
54,1978,1978-10-16,7,27.215,CHI,@,DEN,L 7-16,1,19,19.00,0,0,0,,0,1,3,3.00,0,0,0
55,1978,1978-10-22,8,27.221,CHI,@,TAM,L 19-33,2,33,16.50,0,0,0,,0,3,20,6.67,0,0,0
56,1978,1978-10-29,9,27.228,CHI,,DET,L 17-21,1,-1,-1.00,0,0,0,,0,2,22,11.00,0,0,0
57,1978,1978-11-26,13,27.256,CHI,,TAM,W 14-3,,,,,,,,,,,,,,
58,1978,1978-12-04,14,27.264,CHI,@,SDG,L 7-40,0,0,,0,0,0,,0,2,6,3.00,0,0,0
59,1978,1978-12-10,15,27.270,CHI,,GNB,W 14-0,0,0,,0,0,0,,0,3,8,2.67,0,0,0
60,1978,1978-12-16,16,27.276,CHI,@,WAS,W 14-10,0,0,,0,0,0,,0,2,89,44.50,1,1,6
61,1979,1979-09-02,1,28.171,CHI,,GNB,W 6-3,,,,,,,,,,,,,,
62,1979,1979-09-09,2,28.178,CHI,,MIN,W 26-7,0,0,,0,1,27,27.00,0,6,41,6.83,0,0,0
63,1979,1979-09-16,3,28.185,CHI,@,DAL,L 20-24,0,0,,0,0,0,,0,1,2,2.00,0,0,0
64,1979,1979-09-23,4,28.192,CHI,@,MIA,L 16-31,0,0,,0,1,18,18.00,0,0,0,,0,0,0
65,1979,1979-09-30,5,28.199,CHI,,TAM,L 13-17,0,0,,0,0,0,,0,2,11,5.50,0,0,0
66,1979,1979-10-07,6,28.206,CHI,@,BUF,W 7-0,0,0,,0,0,0,,0,2,19,9.50,0,0,0
67,1979,1979-10-14,7,28.213,CHI,,NWE,L 7-27,,,,,,,,,,,,,,
68,1979,1979-10-21,8,28.220,CHI,@,MIN,L 27-30,0,0,,0,0,0,,0,1,9,9.00,0,0,0
69,1979,1979-10-28,9,28.227,CHI,@,SFO,W 28-27,0,0,,0,0,0,,0,1,0,0.00,0,0,0
70,1979,1979-11-04,10,28.234,CHI,,DET,W 35-7,0,0,,0,0,0,,0,5,101,20.20,1,1,6
71,1979,1979-11-11,11,28.241,CHI,,RAM,W 27-23,1,15,15.00,0,0,0,,0,1,9,9.00,0,0,0
72,1979,1979-11-18,12,28.248,CHI,,NYJ,W 23-13,0,0,,0,0,0,,0,2,18,9.00,0,0,0
73,1979,1979-11-22,13,28.252,CHI,@,DET,L 0-20,1,14,14.00,0,0,0,,0,2,24,12.00,0,0,0
74,1979,1979-12-02,14,28.262,CHI,@,TAM,W 14-0,0,0,,0,0,0,,0,2,4,2.00,0,0,0
