ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-10-01,3,24.089,CHI,@,GNB,L 0-24,2,39,19.50,0,0,0,,0,0,0,0,0,0
2,1961,1961-10-22,6,24.110,CHI,,SFO,W 31-0,1,13,13.00,0,1,4,4.00,0,0,0,0,0,0
3,1961,1961-10-29,7,24.117,CHI,@,BAL,W 21-20,2,67,33.50,0,0,0,,0,0,0,0,0,0
4,1961,1961-11-05,8,24.124,CHI,@,PHI,L 14-16,1,23,23.00,0,0,0,,0,0,0,0,0,0
5,1961,1961-11-12,9,24.131,CHI,,GNB,L 28-31,2,104,52.00,0,0,0,,0,0,0,0,0,0
6,1961,1961-11-19,10,24.138,CHI,@,SFO,L 31-41,4,93,23.25,0,0,0,,0,0,0,0,0,0
7,1961,1961-12-10,13,24.159,CHI,,CLE,W 17-14,2,40,20.00,0,0,0,,0,0,0,0,0,0
8,1962,1962-09-16,1,25.074,CHI,@,SFO,W 30-14,0,0,,0,0,0,,0,1,6,1,43,1
9,1962,1962-11-04,8,25.123,CHI,,GNB,L 7-38,0,0,,0,1,0,0.00,0,0,0,0,0,0
10,1962,1962-11-11,9,25.130,CHI,,MIN,W 31-30,0,0,,0,0,0,,0,0,0,1,21,0
11,1962,1962-11-18,10,25.137,CHI,@,DAL,W 34-33,4,98,24.50,0,0,0,,0,0,0,0,0,0
12,1962,1962-12-09,13,25.158,CHI,,RAM,W 30-14,0,0,,0,1,11,11.00,1,1,6,0,0,0
13,1963,1963-09-15,1,26.073,CHI,@,GNB,W 10-3,0,0,,0,2,19,9.50,0,0,0,1,5,0
14,1963,1963-09-22,2,26.080,CHI,@,MIN,W 28-7,2,24,12.00,0,0,0,,0,0,0,0,0,0
15,1963,1963-09-29,3,26.087,CHI,@,DET,W 37-21,1,29,29.00,0,1,13,13.00,0,0,0,1,15,0
16,1963,1963-10-06,4,26.094,CHI,,BAL,W 10-3,1,24,24.00,0,1,8,8.00,0,0,0,1,19,0
17,1963,1963-10-13,5,26.101,CHI,@,RAM,W 52-14,0,0,,0,0,0,,0,0,0,1,46,0
18,1963,1963-10-20,6,26.108,CHI,@,SFO,L 14-20,0,0,,0,1,0,0.00,0,0,0,0,0,0
19,1963,1963-10-27,7,26.115,CHI,,PHI,W 16-7,1,25,25.00,0,0,0,,0,0,0,1,17,0
20,1963,1963-11-03,8,26.122,CHI,@,BAL,W 17-7,1,16,16.00,0,0,0,,0,0,0,0,0,0
21,1963,1963-11-10,9,26.129,CHI,,RAM,W 6-0,0,0,,0,2,6,3.00,0,0,0,0,0,0
22,1963,1963-11-17,10,26.136,CHI,,GNB,W 26-7,0,0,,0,0,0,,0,0,0,2,8,0
23,1963,1963-11-24,11,26.143,CHI,@,PIT,T 17-17,0,0,,0,3,0,0.00,0,0,0,0,0,0
24,1963,1963-12-01,12,26.150,CHI,,MIN,T 17-17,0,0,,0,1,0,0.00,0,0,0,0,0,0
25,1963,1963-12-08,13,26.157,CHI,,SFO,W 27-7,0,0,,0,1,5,5.00,0,1,6,1,30,1
26,1963,1963-12-15,14,26.164,CHI,,DET,W 24-14,0,0,,0,0,0,,0,0,0,1,24,0
27,1964,1964-09-27,3,27.085,CHI,@,BAL,L 0-52,0,0,,0,0,0,,0,0,0,1,19,0
28,1964,1964-10-11,5,27.099,CHI,,RAM,W 38-17,0,0,,0,0,0,,0,0,0,1,26,0
29,1965,1965-12-12,13,28.161,CHI,,SFO,W 61-20,0,0,,0,0,0,,0,0,0,1,3,0
30,1966,1966-11-13,9,29.132,CHI,,SFO,T 30-30,1,3,3.00,0,0,0,,0,0,0,0,0,0
31,1966,1966-12-11,13,29.160,CHI,@,SFO,L 14-41,0,0,,0,0,0,,0,0,0,1,15,0
32,1967,1967-10-08,4,30.096,CHI,,BAL,L 3-24,0,0,,0,0,0,,0,0,0,1,10,0
33,1967,1967-10-29,7,30.117,CHI,,RAM,L 17-28,0,0,,0,0,0,,0,0,0,1,0,0
34,1967,1967-11-19,10,30.138,CHI,,STL,W 30-3,0,0,,0,0,0,,0,0,0,1,0,0
35,1967,1967-12-10,13,30.159,CHI,,MIN,T 10-10,0,0,,0,0,0,,0,0,0,1,5,0
36,1967,1967-12-17,14,30.166,CHI,@,ATL,W 23-14,0,0,,0,0,0,,0,0,0,1,4,0
37,1968,1968-10-20,6,31.108,CHI,@,PHI,W 29-16,0,0,,0,0,0,,0,1,6,1,96,1
