ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2000,2000-10-19,7,23.347,DET,@,TAM,W 28-14,,1,0,0,,0,0.0%,0.00,1,15,15.00,0,0,0,,0,0,0,,0,0,0
2,2000,2000-10-29,8,23.357,DET,@,IND,L 18-30,,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
3,2000,2000-11-05,9,23.364,DET,,MIA,L 8-23,,2,2,30,15.00,0,100.0%,15.00,1,16,16.00,0,0,0,,0,0,0,,0,0,0
4,2000,2000-11-12,10,24.005,DET,,ATL,W 13-10,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0
5,2000,2000-11-19,11,24.012,DET,@,NYG,W 31-21,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,0
6,2000,2000-11-23,12,24.016,DET,,NWE,W 34-9,,1,,,,,0.0%,,,,,,,,,,,,,,,
7,2000,2000-11-30,13,24.023,DET,@,MIN,L 17-24,,11,8,106,13.25,1,72.7%,9.64,0,0,,0,0,0,,0,0,0,,0,1,6
8,2000,2000-12-10,14,24.033,DET,@,GNB,L 13-26,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0,,0,0,0
9,2000,2000-12-17,15,24.040,DET,@,NYJ,W 10-7,,,,,,,0.0%,,,,,,,,,,,,,,,
10,2000,2000-12-24,16,24.047,DET,,CHI,L 20-23,,1,,,,,0.0%,,,,,,,,,,,,,,,
11,2001,2001-09-23,2,24.320,DET,@,CLE,L 14-24,,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0,,0,0,0
12,2001,2001-10-08,3,24.335,DET,,STL,L 0-35,,1,,,,,0.0%,,,,,,,,,,,,,,,
13,2001,2001-10-14,4,24.341,DET,@,MIN,L 26-31,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
14,2001,2001-10-21,5,24.348,DET,,TEN,L 24-27,,4,1,13,13.00,0,25.0%,3.25,0,0,,0,1,21,21.00,0,1,9,9.00,0,0,0
15,2001,2001-10-28,6,24.355,DET,,CIN,L 27-31,*,7,4,60,15.00,0,57.1%,8.57,0,0,,0,0,0,,0,0,0,,0,0,0
16,2001,2001-11-04,7,24.362,DET,@,SFO,L 13-21,*,5,2,32,16.00,0,40.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,0
17,2001,2001-11-11,8,25.004,DET,,TAM,L 17-20,,3,,,,,0.0%,,,,,,,,,,,,,,,
18,2001,2001-11-18,9,25.011,DET,@,ARI,L 38-45,,4,4,57,14.25,0,100.0%,14.25,1,3,3.00,0,7,135,19.29,0,2,8,4.00,0,0,0
19,2001,2001-11-22,10,25.015,DET,,GNB,L 27-29,,1,1,12,12.00,0,100.0%,12.00,1,3,3.00,0,1,26,26.00,0,0,0,,0,0,0
20,2001,2001-12-02,11,25.025,DET,@,CHI,L 10-13,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0
21,2001,2001-12-09,12,25.032,DET,@,TAM,L 12-15,,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0
22,2001,2001-12-16,13,25.039,DET,,MIN,W 27-24,*,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
23,2001,2001-12-30,15,25.053,DET,,CHI,L 0-24,,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0
24,2002,2002-09-08,1,25.305,DET,@,MIA,L 21-49,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,3,69,23.00,0,2,15,7.50,0,0,0
25,2002,2002-09-15,2,25.312,DET,@,CAR,L 7-31,,3,,,,,0.0%,,,,,,,,,,,,,,,
26,2002,2002-09-22,3,25.319,DET,,GNB,L 31-37,,1,0,0,,0,0.0%,0.00,0,0,,0,2,69,34.50,0,0,0,,0,0,0
27,2002,2002-09-29,4,25.326,DET,,NOR,W 26-21,,5,3,37,12.33,0,60.0%,7.40,0,0,,0,2,50,25.00,0,1,4,4.00,0,0,0
28,2002,2002-10-13,5,25.340,DET,@,MIN,L 24-31,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
29,2002,2002-10-20,6,25.347,DET,,CHI,W 23-20,,5,2,21,10.50,0,40.0%,4.20,0,0,,0,4,72,18.00,0,0,0,,0,0,0
30,2002,2002-11-17,10,26.010,DET,,NYJ,L 14-31,,2,,,,,0.0%,,,,,,,,,,,,,,,
