ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-09,1,23.311,PHI,@,GNB,L 13-16,,,,,,,
2,2007,2007-09-17,2,23.319,PHI,,WAS,L 12-20,,,,,,,
3,2007,2007-09-23,3,23.325,PHI,,DET,W 56-21,,,,,,,
4,2007,2007-09-30,4,23.332,PHI,@,NYG,L 3-16,,,,,,,
5,2007,2007-10-14,5,23.346,PHI,@,NYJ,W 16-9,,,,,,,
6,2007,2007-10-21,6,23.353,PHI,,CHI,L 16-19,,,,,,,
7,2007,2007-10-28,7,23.360,PHI,@,MIN,W 23-16,,,,,,,
8,2007,2007-11-04,8,24.002,PHI,,DAL,L 17-38,,,,,,,
9,2007,2007-11-11,9,24.009,PHI,@,WAS,W 33-25,,,,,,,
10,2007,2007-11-18,10,24.016,PHI,,MIA,W 17-7,,,,,,,
11,2007,2007-11-25,11,24.023,PHI,@,NWE,L 28-31,,,,,,,
12,2007,2007-12-02,12,24.030,PHI,,SEA,L 24-28,,,,,,,
13,2007,2007-12-09,13,24.037,PHI,,NYG,L 13-16,,,,,,,
14,2007,2007-12-16,14,24.044,PHI,@,DAL,W 10-6,,,,,,,
15,2007,2007-12-23,15,24.051,PHI,@,NOR,W 38-23,*,1.0,,,1,13,0
16,2007,2007-12-30,16,24.058,PHI,,BUF,W 17-9,,,,,,,
17,2008,2008-09-07,1,24.310,PHI,,STL,W 38-3,*,1.0,8,1,0,0,0
18,2008,2008-09-15,2,24.318,PHI,@,DAL,L 37-41,*,0.0,2,2,0,0,0
19,2008,2008-09-21,3,24.324,PHI,,PIT,W 15-6,*,0.0,6,0,0,0,0
20,2008,2008-09-28,4,24.331,PHI,@,CHI,L 20-24,*,0.0,4,0,0,0,0
21,2008,2008-10-05,5,24.338,PHI,,WAS,L 17-23,*,0.0,8,2,0,0,0
22,2008,2008-10-12,6,24.345,PHI,@,SFO,W 40-26,*,0.0,6,3,0,0,0
23,2008,2008-10-26,7,24.359,PHI,,ATL,W 27-14,*,0.0,3,1,0,0,0
24,2008,2008-11-02,8,25.000,PHI,@,SEA,W 26-7,*,0.0,4,0,0,0,0
25,2008,2008-11-09,9,25.007,PHI,,NYG,L 31-36,*,0.0,13,1,0,0,0
26,2008,2008-11-16,10,25.014,PHI,@,CIN,T 13-13,*,0.0,10,2,0,0,0
27,2008,2008-11-23,11,25.021,PHI,@,BAL,L 7-36,*,0.0,1,2,0,0,0
28,2008,2008-11-27,12,25.025,PHI,,ARI,W 48-20,*,0.0,2,0,0,0,0
29,2008,2008-12-07,13,25.035,PHI,@,NYG,W 20-14,*,0.0,7,2,0,0,0
30,2008,2008-12-15,14,25.043,PHI,,CLE,W 30-10,*,0.0,6,0,1,17,0
31,2008,2008-12-21,15,25.049,PHI,@,WAS,L 3-10,*,0.0,5,5,0,0,0
32,2008,2008-12-28,16,25.056,PHI,,DAL,W 44-6,*,0.0,1,1,0,0,0
33,2010,2010-09-12,1,26.314,PHI,,GNB,L 20-27,*,0.0,1,0,0,0,0
34,2010,2010-09-26,3,26.328,PHI,@,JAX,W 28-3,*,0.0,4,0,0,0,0
35,2010,2010-10-03,4,26.335,PHI,,WAS,L 12-17,*,0.0,5,1,0,0,0
36,2010,2010-10-10,5,26.342,PHI,@,SFO,W 27-24,*,0.0,6,1,0,0,0
37,2010,2010-10-17,6,26.349,PHI,,ATL,W 31-17,*,1.0,4,3,0,0,0
38,2010,2010-10-24,7,26.356,PHI,@,TEN,L 19-37,*,0.0,2,0,0,0,0
39,2010,2010-11-07,8,27.005,PHI,,IND,W 26-24,*,0.0,7,1,0,0,0
40,2010,2010-11-15,9,27.013,PHI,@,WAS,W 59-28,*,0.0,2,5,0,0,0
41,2010,2010-11-21,10,27.019,PHI,,NYG,W 27-17,*,0.0,5,0,1,0,0
42,2010,2010-11-28,11,27.026,PHI,@,CHI,L 26-31,*,0.0,5,0,0,0,0
43,2010,2010-12-02,12,27.030,PHI,,HOU,W 34-24,*,0.0,4,0,0,0,0
44,2010,2010-12-12,13,27.040,PHI,@,DAL,W 30-27,*,0.0,3,0,0,0,0
45,2011,2011-09-11,1,27.313,ARI,,CAR,W 28-21,,,,,,,
46,2011,2011-09-18,2,27.320,ARI,@,WAS,L 21-22,,0.0,5,2,0,0,0
47,2011,2011-09-25,3,27.327,ARI,@,SEA,L 10-13,*,0.0,3,2,0,0,0
48,2011,2011-10-02,4,27.334,ARI,,NYG,L 27-31,,,,,,,
49,2011,2011-10-09,5,27.341,ARI,@,MIN,L 10-34,,0.0,0,1,0,0,0
50,2011,2011-10-23,6,27.355,ARI,,PIT,L 20-32,,0.0,1,0,0,0,0
51,2011,2011-10-30,7,27.362,ARI,@,BAL,L 27-30,,0.0,1,0,0,0,0
52,2011,2011-11-06,8,28.004,ARI,,STL,W 19-13,,,,,,,
53,2011,2011-11-13,9,28.011,ARI,@,PHI,W 21-17,,,,,,,
