ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2003,2003-09-15,2,23.243,DAL,@,NYG,W 35-32,,0,0,0,,0,0.0%,,5,120,24.00,0,4,45,11.25,0
2,2003,2003-09-28,3,23.256,DAL,@,NYJ,W 17-6,,0,0,0,,0,0.0%,,3,31,10.33,0,0,0,,0
3,2003,2003-10-05,4,23.263,DAL,,ARI,W 24-7,,0,0,0,,0,0.0%,,2,51,25.50,0,3,27,9.00,0
4,2003,2003-10-12,5,23.270,DAL,,PHI,W 23-21,,0,0,0,,0,0.0%,,3,100,33.33,0,3,10,3.33,0
5,2003,2003-10-19,6,23.277,DAL,@,DET,W 38-7,,0,0,0,,0,0.0%,,1,18,18.00,0,6,19,3.17,0
6,2003,2003-11-16,10,23.305,DAL,@,NWE,L 0-12,,2,2,38,19.00,0,100.0%,19.00,2,47,23.50,0,2,8,4.00,0
7,2003,2003-12-07,13,23.326,DAL,@,PHI,L 10-36,,1,1,8,8.00,0,100.0%,8.00,5,98,19.60,0,3,30,10.00,0
8,2003,2003-12-14,14,23.333,DAL,@,WAS,W 27-0,,0,0,0,,0,0.0%,,1,11,11.00,0,3,12,4.00,0
9,2003,2003-12-21,15,23.340,DAL,,NYG,W 19-3,,0,0,0,,0,0.0%,,1,19,19.00,0,6,61,10.17,0
