ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
126,2013,2013-12-29,16,29.350,NYJ,@,MIA,W 20-7,*,,,,,,0.0%,,,,
127,2014,2014-09-07,1,30.237,NYJ,,OAK,W 19-14,*,,,,,,0.0%,,,,
128,2014,2014-09-14,2,30.244,NYJ,@,GNB,L 24-31,*,,,,,,0.0%,,,,
129,2014,2014-09-22,3,30.252,NYJ,,CHI,L 19-27,*,0,,,,,0.0%,,,,
130,2014,2014-09-28,4,30.258,NYJ,,DET,L 17-24,*,,0,0,,0,0.0%,,0.0,1,0
131,2014,2014-10-05,5,30.265,NYJ,@,SDG,L 0-31,*,0,,,,,0.0%,,,,
132,2014,2014-10-12,6,30.272,NYJ,,DEN,L 17-31,*,,,,,,0.0%,,,,
133,2014,2014-10-16,7,30.276,NYJ,@,NWE,L 25-27,*,,,,,,0.0%,,,,
134,2014,2014-10-26,8,30.286,NYJ,,BUF,L 23-43,*,,0,0,,0,0.0%,,0.0,1,0
135,2014,2014-11-02,9,30.293,NYJ,@,KAN,L 10-24,*,,,,,,0.0%,,,,
136,2014,2014-11-09,10,30.300,NYJ,,PIT,W 20-13,*,,,,,,0.0%,,,,
137,2014,2014-11-24,11,30.315,NYJ,@,BUF,L 3-38,*,,,,,,0.0%,,,,
138,2014,2014-12-01,12,30.322,NYJ,,MIA,L 13-16,*,,,,,,0.0%,,,,
139,2014,2014-12-07,13,30.328,NYJ,@,MIN,L 24-30,*,,0,0,,0,0.0%,,0.0,0,0
140,2014,2014-12-14,14,30.335,NYJ,@,TEN,W 16-11,*,,,,,,0.0%,,,,
141,2014,2014-12-21,15,30.342,NYJ,,NWE,L 16-17,*,,,,,,0.0%,,,,
142,2015,2015-09-13,1,31.243,NYJ,,CLE,W 31-10,*,0,0,0,,0,0.0%,,0.0,0,0
143,2015,2015-09-21,2,31.251,NYJ,@,IND,W 20-7,*,0,0,0,,0,0.0%,,0.0,0,0
144,2015,2015-09-27,3,31.257,NYJ,,PHI,L 17-24,*,0,0,0,,0,0.0%,,0.0,0,0
145,2015,2015-10-04,4,31.264,NYJ,@,MIA,W 27-14,*,0,0,0,,0,0.0%,,0.0,0,0
146,2015,2015-10-18,5,31.278,NYJ,,WAS,W 34-20,*,0,0,0,,0,0.0%,,0.0,0,0
147,2015,2015-10-25,6,31.285,NYJ,@,NWE,L 23-30,*,0,0,0,,0,0.0%,,0.0,0,0
148,2015,2015-11-08,8,31.299,NYJ,,JAX,W 28-23,*,0,0,0,,0,0.0%,,0.0,0,0
149,2015,2015-11-12,9,31.303,NYJ,,BUF,L 17-22,*,0,0,0,,0,0.0%,,0.0,0,0
150,2015,2015-11-22,10,31.313,NYJ,@,HOU,L 17-24,*,0,0,0,,0,0.0%,,0.0,0,0
151,2015,2015-11-29,11,31.320,NYJ,,MIA,W 38-20,*,0,0,0,,0,0.0%,,0.0,0,0
152,2015,2015-12-06,12,31.327,NYJ,@,NYG,W 23-20,*,0,0,0,,0,0.0%,,0.0,0,0
153,2015,2015-12-13,13,31.334,NYJ,,TEN,W 30-8,*,0,0,0,,0,0.0%,,0.0,0,0
154,2015,2015-12-19,14,31.340,NYJ,@,DAL,W 19-16,*,0,0,0,,0,0.0%,,0.0,0,0
155,2015,2015-12-27,15,31.348,NYJ,,NWE,W 26-20,*,0,0,0,,0,0.0%,,0.0,0,0
156,2015,2016-01-03,16,31.355,NYJ,@,BUF,L 17-22,*,0,0,0,,0,0.0%,,0.0,0,0
157,2016,2016-09-11,1,32.242,NYJ,,CIN,L 22-23,*,0,0,0,,0,0.0%,,0.0,0,0
158,2016,2016-09-15,2,32.246,NYJ,@,BUF,W 37-31,*,0,0,0,,0,0.0%,,0.0,0,0
159,2016,2016-09-25,3,32.256,NYJ,@,KAN,L 3-24,*,0,0,0,,0,0.0%,,0.0,0,0
160,2016,2016-10-02,4,32.263,NYJ,,SEA,L 17-27,*,0,0,0,,0,0.0%,,0.0,0,0
161,2016,2016-10-09,5,32.270,NYJ,@,PIT,L 13-31,*,0,0,0,,0,0.0%,,0.0,0,0
162,2016,2016-10-17,6,32.278,NYJ,@,ARI,L 3-28,*,0,0,0,,0,0.0%,,0.0,0,0
163,2016,2016-10-23,7,32.284,NYJ,,BAL,W 24-16,*,0,0,0,,0,0.0%,,0.0,0,0
164,2016,2016-12-05,12,32.327,NYJ,,IND,L 10-41,*,0,0,0,,0,0.0%,,0.0,0,0
