ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,22.113,CAR,,PHI,L 10-38,,2,1,0.50,0,0,0,0,,0,0.0%,,5,120,24.00,0,0,0,0.0,0,0
2,2009,2009-09-20,2,22.120,CAR,@,ATL,L 20-28,,,,,,,,,,,0.0%,,,,,,,,,,
3,2009,2009-09-28,3,22.128,CAR,@,DAL,L 7-21,,0,0,,0,0,0,0,,0,0.0%,,2,31,15.50,0,0,0,0.0,0,0
4,2009,2009-10-25,6,22.155,CAR,,BUF,L 9-20,,2,2,1.00,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0,0.0,0,0
5,2009,2009-11-01,7,22.162,CAR,@,ARI,W 34-21,,0,0,,0,0,0,0,,0,0.0%,,3,54,18.00,0,0,0,0.0,0,0
6,2009,2009-11-08,8,22.169,CAR,@,NOR,L 20-30,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,3,69,23.00,0,0,0,0.0,0,0
7,2009,2009-12-27,15,22.218,CAR,@,NYG,W 41-9,,5,2,0.40,0,1,1,13,13.00,0,100.0%,13.00,2,44,22.00,0,0,0,0.0,0,0
8,2009,2010-01-03,16,22.225,CAR,,NOR,W 23-10,,13,44,3.38,0,0,0,0,,0,0.0%,,1,11,11.00,0,0,0,0.0,0,0
9,2010,2010-09-12,1,23.112,CAR,@,NYG,L 18-31,,0,0,,0,5,3,31,10.33,0,60.0%,6.20,5,117,23.40,0,0,0,0.0,0,0
10,2010,2010-09-19,2,23.119,CAR,,TAM,L 7-20,,5,20,4.00,0,3,2,33,16.50,0,66.7%,11.00,4,75,18.75,0,0,0,0.0,1,0
11,2010,2010-09-26,3,23.126,CAR,,CIN,L 7-20,,0,0,,0,8,4,47,11.75,0,50.0%,5.88,3,68,22.67,0,0,0,0.0,0,0
12,2010,2010-10-03,4,23.133,CAR,@,NOR,L 14-16,,1,0,0.00,0,0,0,0,,0,0.0%,,5,142,28.40,0,0,0,0.0,0,0
13,2010,2010-10-10,5,23.140,CAR,,CHI,L 6-23,,0,0,,0,0,0,0,,0,0.0%,,2,62,31.00,0,0,0,0.0,0,0
14,2010,2010-10-24,6,23.154,CAR,,SFO,W 23-20,,0,0,,0,2,1,-5,-5.00,0,50.0%,-2.50,4,84,21.00,0,0,0,0.0,0,0
15,2010,2010-10-31,7,23.161,CAR,@,STL,L 10-20,,1,1,1.00,0,5,4,16,4.00,0,80.0%,3.20,5,107,21.40,0,0,0,0.0,1,0
16,2010,2010-11-07,8,23.168,CAR,,NOR,L 3-34,,9,29,3.22,0,4,3,18,6.00,0,75.0%,4.50,2,31,15.50,0,0,0,0.0,0,0
17,2010,2010-11-14,9,23.175,CAR,@,TAM,L 16-31,*,23,100,4.35,0,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,0.0,0,0
18,2010,2010-11-21,10,23.182,CAR,,BAL,L 13-37,*,22,120,5.45,0,6,5,31,6.20,0,83.3%,5.17,0,0,,0,0,0,0.0,0,0
