ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1997,1997-09-28,4,23.064,CIN,,NYJ,L 14-31,,
2,1997,1997-10-26,8,23.092,CIN,@,NYG,L 27-29,,
3,1997,1997-11-02,9,23.099,CIN,,SDG,W 38-31,,
4,1997,1997-11-23,12,23.120,CIN,,JAX,W 31-26,,
5,1997,1997-12-04,14,23.131,CIN,,TEN,W 41-14,,
6,2000,2000-11-12,11,26.109,SEA,@,JAX,W 28-21,,
7,2000,2000-11-26,12,26.123,SEA,,DEN,L 31-38,,
8,2000,2000-12-03,13,26.130,SEA,@,ATL,W 30-10,,
9,2000,2000-12-10,14,26.137,SEA,@,DEN,L 24-31,,
10,2000,2000-12-16,15,26.143,SEA,,OAK,W 27-24,,
11,2000,2000-12-23,16,26.150,SEA,,BUF,L 23-42,,
12,2001,2001-09-09,1,27.045,SEA,@,CLE,W 9-6,,
13,2001,2001-09-23,2,27.059,SEA,,PHI,L 3-27,,
14,2001,2001-09-30,3,27.066,SEA,@,OAK,L 14-38,,
15,2001,2001-10-07,4,27.073,SEA,,JAX,W 24-15,,
16,2001,2001-10-14,5,27.080,SEA,,DEN,W 34-21,,
17,2001,2001-10-28,6,27.094,SEA,,MIA,L 20-24,,
18,2001,2001-11-04,7,27.101,SEA,@,WAS,L 14-27,,
19,2001,2001-11-11,8,27.108,SEA,,OAK,W 34-27,,
20,2001,2001-11-18,9,27.115,SEA,@,BUF,W 23-20,,1.0
21,2001,2001-11-25,10,27.122,SEA,@,KAN,L 7-19,,
22,2001,2001-12-02,11,27.129,SEA,,SDG,W 13-10,,
23,2001,2001-12-09,12,27.136,SEA,@,DEN,L 7-20,,
24,2001,2001-12-16,13,27.143,SEA,,DAL,W 29-3,,
25,2001,2001-12-23,14,27.150,SEA,@,NYG,L 24-27,,
26,2001,2001-12-30,15,27.157,SEA,@,SDG,W 25-22,,0.5
27,2001,2002-01-06,16,27.164,SEA,,KAN,W 21-18,,1.0
28,2002,2002-09-08,1,28.044,SEA,@,OAK,L 17-31,,
29,2002,2002-09-15,2,28.051,SEA,,ARI,L 13-24,,
30,2002,2002-09-22,3,28.058,SEA,@,NYG,L 6-9,,
31,2002,2002-09-29,4,28.065,SEA,,MIN,W 48-23,,
32,2002,2002-10-14,5,28.080,SEA,,SFO,L 21-28,,
33,2002,2002-10-20,6,28.086,SEA,@,STL,L 20-37,,
34,2002,2002-10-27,7,28.093,SEA,@,DAL,W 17-14,,
35,2002,2002-11-03,8,28.100,SEA,,WAS,L 3-14,,
36,2002,2002-11-10,9,28.107,SEA,@,ARI,W 27-6,*,
37,2002,2002-11-17,10,28.114,SEA,,DEN,L 9-31,*,
38,2002,2002-11-24,11,28.121,SEA,,KAN,W 39-32,*,
39,2002,2002-12-01,12,28.128,SEA,@,SFO,L 24-31,*,
40,2002,2002-12-08,13,28.135,SEA,,PHI,L 20-27,*,
41,2002,2002-12-15,14,28.142,SEA,@,ATL,W 30-24,*,
42,2002,2002-12-22,15,28.149,SEA,,STL,W 30-10,*,1.0
43,2002,2002-12-29,16,28.156,SEA,@,SDG,W 31-28,*,
