ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-10-23,7,23.243,STL,,NOR,W 28-17,,,,,,,,,
2,2005,2005-10-30,8,23.250,STL,,JAX,W 24-21,,,,,,,,,
3,2005,2005-11-13,9,23.264,STL,@,SEA,L 16-31,,,,,,,,,
4,2005,2005-11-20,10,23.271,STL,,ARI,L 28-38,*,,,,,,,,
5,2005,2005-11-27,11,23.278,STL,@,HOU,W 33-27,*,,,,,,,,
6,2005,2005-12-04,12,23.285,STL,,WAS,L 9-24,*,,,,,,,,
7,2005,2005-12-11,13,23.292,STL,@,MIN,L 13-27,*,,,,,,,,
8,2005,2005-12-18,14,23.299,STL,,PHI,L 16-17,*,,,,,,,,
9,2005,2005-12-24,15,23.305,STL,,SFO,L 20-24,*,,,,,,,,
10,2005,2006-01-01,16,23.313,STL,@,DAL,W 20-10,*,,,,,,,,
11,2006,2006-09-10,1,24.200,STL,,DEN,W 18-10,,,,,,,,,
12,2006,2006-09-17,2,24.207,STL,@,SFO,L 13-20,,,,,,,,,
13,2006,2006-09-24,3,24.214,STL,@,ARI,W 16-14,,,,,,,,,
14,2006,2006-10-01,4,24.221,STL,,DET,W 41-34,,,,,,,,,
15,2006,2006-10-08,5,24.228,STL,@,GNB,W 23-20,,,,,,,,,
16,2006,2006-10-15,6,24.235,STL,,SEA,L 28-30,,,,,,,,,
17,2006,2006-10-29,7,24.249,STL,@,SDG,L 24-38,,,,,,,,,
18,2006,2006-11-05,8,24.256,STL,,KAN,L 17-31,,,,,,,,,
19,2006,2006-11-12,9,24.263,STL,@,SEA,L 22-24,,,,,,,,,
20,2006,2006-11-19,10,24.270,STL,@,CAR,L 0-15,,,,,,,,,
21,2006,2006-11-26,11,24.277,STL,,SFO,W 20-17,,,,,,,,,
22,2006,2006-12-03,12,24.284,STL,,ARI,L 20-34,*,,,,,,,,
23,2006,2006-12-11,13,24.292,STL,,CHI,L 27-42,,,,,,,,,
24,2006,2006-12-17,14,24.298,STL,@,OAK,W 20-0,,0,0,0.0,,,1,16,0
25,2006,2006-12-24,15,24.305,STL,,WAS,W 37-31,,,,,,,,,
26,2006,2006-12-31,16,24.312,STL,@,MIN,W 41-21,,1,6,0.0,,,2,47,1
27,2007,2007-09-09,1,25.199,STL,,CAR,L 13-27,*,,,,,,,,
28,2007,2007-09-16,2,25.206,STL,,SFO,L 16-17,*,0,0,1.0,,,0,0,0
29,2007,2007-09-23,3,25.213,STL,@,TAM,L 3-24,*,,,,,,,,
30,2007,2007-09-30,4,25.220,STL,@,DAL,L 7-35,*,,,,,,,,
31,2007,2007-10-07,5,25.227,STL,,ARI,L 31-34,*,,,,,,,,
32,2007,2007-10-14,6,25.234,STL,@,BAL,L 3-22,*,,,,,,,,
33,2007,2007-10-21,7,25.241,STL,@,SEA,L 6-33,,0,0,0.0,,,1,9,0
34,2007,2007-10-28,8,25.248,STL,,CLE,L 20-27,,,,,,,,,
35,2007,2007-11-11,9,25.262,STL,@,NOR,W 37-29,,,,,,,,,
36,2007,2007-11-18,10,25.269,STL,@,SFO,W 13-9,,,,,,,,,
37,2007,2007-11-25,11,25.276,STL,,SEA,L 19-24,*,,,,,,,,
38,2007,2007-12-02,12,25.283,STL,,ATL,W 28-16,*,,,,,,,,
39,2007,2007-12-09,13,25.290,STL,@,CIN,L 10-19,*,0,0,0.0,,,1,1,0
