ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1968,1968-11-10,9,21.350,OAK,@,DEN,W 43-7,1,0,0.00,0
2,1970,1970-09-20,1,23.298,OAK,@,CIN,L 21-31,,,,
3,1970,1970-09-27,2,23.305,OAK,@,SDG,T 27-27,,,,
4,1970,1970-10-03,3,23.311,OAK,@,MIA,L 13-20,,,,
5,1970,1970-10-11,4,23.319,OAK,,DEN,W 35-23,,,,
6,1970,1970-10-19,5,23.327,OAK,,WAS,W 34-20,,,,
7,1970,1970-10-25,6,23.333,OAK,,PIT,W 31-14,,,,
8,1970,1970-11-01,7,23.340,OAK,@,KAN,T 17-17,,,,
9,1970,1970-11-08,8,23.347,OAK,,CLE,W 23-20,,,,
10,1970,1970-11-15,9,23.354,OAK,@,DEN,W 24-19,,,,
11,1970,1970-11-22,10,23.361,OAK,,SDG,W 20-17,,,,
12,1970,1970-11-26,11,24.000,OAK,@,DET,L 14-28,,,,
13,1970,1970-12-06,12,24.010,OAK,@,NYJ,W 14-13,,,,
14,1970,1970-12-12,13,24.016,OAK,,KAN,W 20-6,,,,
15,1970,1970-12-20,14,24.024,OAK,,SFO,L 7-38,,,,
16,1971,1971-09-19,1,24.297,OAK,@,NWE,L 6-20,,,,
17,1971,1971-09-26,2,24.304,OAK,@,SDG,W 34-0,,,,
18,1971,1971-10-04,3,24.312,OAK,@,CLE,W 34-20,,,,
19,1971,1971-10-10,4,24.318,OAK,@,DEN,W 27-16,,,,
20,1971,1971-10-17,5,24.325,OAK,,PHI,W 34-10,,,,
21,1971,1971-10-24,6,24.332,OAK,,CIN,W 31-27,,,,
22,1971,1971-10-31,7,24.339,OAK,,KAN,T 20-20,,,,
23,1971,1971-11-07,8,24.346,OAK,@,NOR,T 21-21,,,,
24,1971,1971-11-14,9,24.353,OAK,,HOU,W 41-21,,,,
25,1971,1971-11-21,10,24.360,OAK,,SDG,W 34-33,,,,
26,1971,1971-11-28,11,25.002,OAK,,BAL,L 14-37,,,,
27,1971,1971-12-05,12,25.009,OAK,@,ATL,L 13-24,,,,
28,1971,1971-12-12,13,25.016,OAK,@,KAN,L 14-16,,,,
29,1971,1971-12-19,14,25.023,OAK,,DEN,W 21-13,,,,
30,1972,1972-09-17,1,25.296,OAK,@,PIT,L 28-34,,,,
31,1972,1972-09-24,2,25.303,OAK,@,GNB,W 20-14,,,,
32,1972,1972-10-01,3,25.310,OAK,,SDG,T 17-17,,,,
33,1972,1972-10-09,4,25.318,OAK,@,HOU,W 34-0,,,,
34,1972,1972-10-15,5,25.324,OAK,,BUF,W 28-16,,,,
35,1972,1972-10-22,6,25.331,OAK,,DEN,L 23-30,,,,
36,1972,1972-10-29,7,25.338,OAK,,RAM,W 45-17,,,,
37,1972,1972-11-05,8,25.345,OAK,@,KAN,L 14-27,,,,
38,1972,1972-11-12,9,25.352,OAK,@,CIN,W 20-14,,,,
