ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1982,1982-09-12,1,22.246,WAS,@,PHI,W 37-34,
2,1982,1982-09-19,2,22.253,WAS,@,TAM,W 21-13,
3,1982,1982-11-21,3,22.316,WAS,@,NYG,W 27-17,
4,1982,1982-11-28,4,22.323,WAS,,PHI,W 13-9,
5,1982,1982-12-05,5,22.330,WAS,,DAL,L 10-24,
6,1982,1982-12-12,6,22.337,WAS,@,STL,W 12-7,
7,1982,1982-12-19,7,22.344,WAS,,NYG,W 15-14,
8,1982,1982-12-26,8,22.351,WAS,@,NOR,W 27-10,1.0
9,1982,1983-01-02,9,22.358,WAS,,STL,W 28-0,
10,1983,1983-09-05,1,23.239,WAS,,DAL,L 30-31,
11,1983,1983-09-11,2,23.245,WAS,@,PHI,W 23-13,
12,1983,1983-09-18,3,23.252,WAS,,KAN,W 27-12,
13,1983,1983-09-25,4,23.259,WAS,@,SEA,W 27-17,
14,1983,1983-10-02,5,23.266,WAS,,RAI,W 37-35,
15,1983,1983-10-09,6,23.273,WAS,@,STL,W 38-14,
16,1983,1983-10-17,7,23.281,WAS,@,GNB,L 47-48,
17,1983,1983-10-23,8,23.287,WAS,,DET,W 38-17,
18,1983,1983-10-31,9,23.295,WAS,@,SDG,W 27-24,
19,1983,1983-11-06,10,23.301,WAS,,STL,W 45-7,
20,1983,1983-11-13,11,23.308,WAS,@,NYG,W 33-17,
21,1983,1983-11-27,13,23.322,WAS,,PHI,W 28-24,1.0
22,1983,1983-12-04,14,23.329,WAS,,ATL,W 37-21,
23,1983,1983-12-11,15,23.336,WAS,@,DAL,W 31-10,
24,1983,1983-12-17,16,23.342,WAS,,NYG,W 31-22,0.5
25,1984,1984-09-02,1,24.237,WAS,,MIA,L 17-35,
26,1985,1985-09-09,1,25.243,WAS,@,DAL,L 14-44,
27,1985,1985-09-15,2,25.249,WAS,,HOU,W 16-13,
28,1985,1985-09-22,3,25.256,WAS,,PHI,L 6-19,
29,1985,1985-09-29,4,25.263,WAS,@,CHI,L 10-45,
