ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1964,1964-09-19,2,23.180,RAM,,DET,T 17-17,3,87,29.00,1,0,0,,0,1,6
2,1964,1964-10-11,5,23.202,RAM,@,CHI,L 17-38,4,108,27.00,1,0,0,,0,1,6
3,1964,1964-10-18,6,23.209,RAM,,SFO,W 42-14,4,141,35.25,3,0,0,,0,3,18
4,1964,1964-10-25,7,23.216,RAM,@,GNB,W 27-17,1,55,55.00,1,0,0,,0,1,6
5,1964,1964-11-01,8,23.223,RAM,@,DET,L 17-37,1,68,68.00,0,0,0,,0,0,0
6,1964,1964-11-08,9,23.230,RAM,,PHI,W 20-10,2,79,39.50,0,0,0,,0,0,0
7,1964,1964-11-15,10,23.237,RAM,,CHI,L 24-34,5,105,21.00,2,0,0,,0,2,12
8,1964,1964-11-22,11,23.244,RAM,,BAL,L 7-24,3,44,14.67,1,0,0,,0,1,6
9,1964,1964-12-13,14,23.265,RAM,,GNB,T 24-24,2,99,49.50,1,2,11,5.50,0,1,6
10,1966,1966-11-13,10,25.235,RAM,,NYG,W 55-14,1,14,14.00,1,0,0,,0,1,6
11,1967,1967-09-17,1,26.178,RAM,@,NOR,W 27-13,1,9,9.00,0,0,0,,0,0,0
12,1967,1967-09-22,2,26.183,RAM,,MIN,W 39-3,3,37,12.33,1,0,0,,0,1,6
13,1967,1967-11-05,8,26.227,RAM,@,SFO,W 17-7,1,17,17.00,0,0,0,,0,0,0
14,1967,1967-11-12,9,26.234,RAM,,PHI,W 33-17,1,48,48.00,1,0,0,,0,1,6
15,1967,1967-11-19,10,26.241,RAM,@,ATL,W 31-3,1,29,29.00,0,0,0,,0,0,0
16,1967,1967-12-09,13,26.261,RAM,,GNB,W 27-24,1,12,12.00,0,0,0,,0,0,0
