ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1972,1972-09-18,1,22.359,WAS,@,MIN,W 24-21,,,,
2,1972,1972-09-24,2,22.365,WAS,,STL,W 24-10,,,,
3,1972,1972-10-01,3,23.006,WAS,@,NWE,L 23-24,,,,
4,1972,1972-10-08,4,23.013,WAS,,PHI,W 14-0,,,,
5,1972,1972-10-15,5,23.020,WAS,@,STL,W 33-3,,,,
6,1972,1972-10-22,6,23.027,WAS,,DAL,W 24-20,,,,
7,1972,1972-10-29,7,23.034,WAS,@,NYG,W 23-16,,,,
8,1972,1972-11-05,8,23.041,WAS,@,NYJ,W 35-17,,,,
9,1972,1972-11-12,9,23.048,WAS,,NYG,W 27-13,,,,
10,1972,1972-11-20,10,23.056,WAS,,ATL,W 24-13,,,,
11,1972,1972-11-26,11,23.062,WAS,,GNB,W 21-16,,,,
12,1972,1972-12-03,12,23.069,WAS,@,PHI,W 23-7,,,,
13,1972,1972-12-09,13,23.075,WAS,@,DAL,L 24-34,1,15,15.00,0
14,1972,1972-12-17,14,23.083,WAS,,BUF,L 17-24,,,,
15,1973,1973-09-23,2,23.363,HOU,@,CIN,L 10-24,,,,
16,1973,1973-09-30,3,24.005,HOU,,PIT,L 7-36,,,,
17,1973,1973-10-07,4,24.012,HOU,,RAM,L 26-31,,,,
18,1973,1973-10-14,5,24.019,HOU,,DEN,L 20-48,1,13,13.00,0
19,1973,1973-10-21,6,24.026,HOU,@,CLE,L 13-42,1,14,14.00,0
20,1973,1973-10-28,7,24.033,HOU,@,CHI,L 14-35,1,13,13.00,0
21,1973,1973-11-04,8,24.040,HOU,@,BAL,W 31-27,,,,
22,1973,1973-11-11,9,24.047,HOU,,CLE,L 13-23,,,,
23,1973,1973-11-18,10,24.054,HOU,@,KAN,L 14-38,,,,
24,1973,1973-11-25,11,24.061,HOU,,NWE,L 0-32,,,,
25,1973,1973-12-02,12,24.068,HOU,,OAK,L 6-17,,,,
26,1973,1973-12-09,13,24.075,HOU,@,PIT,L 7-33,,,,
27,1973,1973-12-16,14,24.082,HOU,,CIN,L 24-27,,,,
28,1974,1974-09-22,2,24.362,GNB,@,BAL,W 20-13,,,,
29,1974,1974-09-29,3,25.004,GNB,,DET,W 21-19,,,,
30,1974,1974-10-06,4,25.011,GNB,,BUF,L 7-27,,,,
31,1974,1974-10-13,5,25.018,GNB,,RAM,W 17-6,,,,
32,1974,1974-10-21,6,25.026,GNB,@,CHI,L 9-10,,,,
33,1974,1974-10-27,7,25.032,GNB,@,DET,L 17-19,,,,
34,1974,1974-11-03,8,25.039,GNB,,WAS,L 6-17,,,,
35,1974,1974-11-10,9,25.046,GNB,,CHI,W 20-3,,,,
36,1974,1974-11-17,10,25.053,GNB,@,MIN,W 19-7,,,,
37,1974,1974-11-24,11,25.060,GNB,,SDG,W 34-0,,,,
38,1974,1974-12-01,12,25.067,GNB,@,PHI,L 14-36,,,,
39,1974,1974-12-08,13,25.074,GNB,@,SFO,L 6-7,,,,
40,1974,1974-12-15,14,25.081,GNB,@,ATL,L 3-10,,,,
