ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2018,2018-09-09,1,21.212,NYG,,JAX,L 15-20,*,18,106,5.89,1,6,2,22,11.00,0,33.3%,3.67,1,6
2,2018,2018-09-16,2,21.219,NYG,@,DAL,L 13-20,*,11,28,2.55,0,16,14,80,5.71,0,87.5%,5.00,0,0
3,2018,2018-09-23,3,21.226,NYG,@,HOU,W 27-22,*,17,82,4.82,1,5,5,35,7.00,0,100.0%,7.00,1,6
