ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2012,2012-09-09,1,23.359,CAR,@,TAM,L 10-16,*
2,2012,2012-09-16,2,24.000,CAR,,NOR,W 35-27,*
3,2012,2012-09-20,3,24.004,CAR,,NYG,L 7-36,*
4,2012,2012-09-30,4,24.014,CAR,@,ATL,L 28-30,*
5,2012,2012-10-07,5,24.021,CAR,,SEA,L 12-16,*
6,2012,2012-10-21,6,24.035,CAR,,DAL,L 14-19,*
7,2012,2012-10-28,7,24.042,CAR,@,CHI,L 22-23,*
8,2012,2012-11-04,8,24.049,CAR,@,WAS,W 21-13,*
9,2012,2012-11-11,9,24.056,CAR,,DEN,L 14-36,*
10,2012,2012-11-18,10,24.063,CAR,,TAM,L 21-27,*
11,2012,2012-11-26,11,24.071,CAR,@,PHI,W 30-22,*
12,2012,2012-12-02,12,24.077,CAR,@,KAN,L 21-27,*
13,2012,2012-12-09,13,24.084,CAR,,ATL,W 30-20,*
14,2012,2012-12-16,14,24.091,CAR,@,SDG,W 31-7,*
15,2012,2012-12-23,15,24.098,CAR,,OAK,W 17-6,*
16,2013,2013-09-15,2,24.364,CAR,@,BUF,L 23-24,*
17,2013,2013-09-22,3,25.006,CAR,,NYG,W 38-0,*
18,2013,2013-10-06,4,25.020,CAR,@,ARI,L 6-22,*
19,2014,2014-09-07,1,25.356,CAR,@,TAM,W 20-14,*
20,2014,2014-09-14,2,25.363,CAR,,DET,W 24-7,*
21,2014,2014-09-21,3,26.005,CAR,,PIT,L 19-37,*
22,2014,2014-09-28,4,26.012,CAR,@,BAL,L 10-38,*
23,2014,2014-10-05,5,26.019,CAR,,CHI,W 31-24,*
24,2014,2014-10-12,6,26.026,CAR,@,CIN,T 37-37,*
25,2014,2014-11-10,10,26.055,CAR,@,PHI,L 21-45,*
26,2015,2015-09-20,2,27.004,CAR,,HOU,W 24-17,
27,2015,2015-09-27,3,27.011,CAR,,NOR,W 27-22,
28,2015,2015-10-18,5,27.032,CAR,@,SEA,W 27-23,
29,2015,2015-10-25,6,27.039,CAR,,PHI,W 27-16,
30,2015,2015-11-02,7,27.047,CAR,,IND,W 29-26,
31,2015,2015-11-08,8,27.053,CAR,,GNB,W 37-29,*
32,2015,2015-11-15,9,27.060,CAR,@,TEN,W 27-10,*
33,2015,2015-11-22,10,27.067,CAR,,WAS,W 44-16,*
34,2017,2017-09-10,1,28.359,CAR,@,SFO,W 23-3,
35,2017,2017-09-17,2,29.001,CAR,,BUF,W 9-3,
36,2017,2017-09-24,3,29.008,CAR,,NOR,L 13-34,
37,2017,2017-10-01,4,29.015,CAR,@,NWE,W 33-30,
38,2017,2017-10-08,5,29.022,CAR,@,DET,W 27-24,
39,2017,2017-10-12,6,29.026,CAR,,PHI,L 23-28,
40,2017,2017-10-22,7,29.036,CAR,@,CHI,L 3-17,
41,2017,2017-10-29,8,29.043,CAR,@,TAM,W 17-3,
42,2017,2017-11-05,9,29.050,CAR,,ATL,W 20-17,
43,2017,2017-11-13,10,29.058,CAR,,MIA,W 45-21,
44,2017,2017-11-26,11,29.071,CAR,@,NYJ,W 35-27,
45,2017,2017-12-17,14,29.092,CAR,,GNB,W 31-24,*
46,2017,2017-12-24,15,29.099,CAR,,TAM,W 22-19,*
47,2017,2017-12-31,16,29.106,CAR,@,ATL,L 10-22,*
48,2018,2018-09-09,1,29.358,CAR,,DAL,W 16-8,
49,2018,2018-09-16,2,30.000,CAR,@,ATL,L 24-31,
50,2018,2018-09-23,3,30.007,CAR,,CIN,W 31-21,
