ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1957,1957-10-06,2,22.104,GNB,,DET,L 14-24,5,56,11.20,0,0,0,,0,0,0,,0,0,,,,,,,0,
2,1957,1957-10-13,3,22.111,GNB,,BAL,L 17-45,2,16,8.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
3,1957,1957-10-20,4,22.118,GNB,,SFO,L 14-24,1,6,6.00,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,
4,1957,1957-10-27,5,22.125,GNB,@,BAL,W 24-21,6,83,13.83,0,0,0,,0,0,0,,0,0,,,,,,,0,
5,1957,1957-11-03,6,22.132,GNB,,NYG,L 17-31,2,18,9.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
6,1957,1957-11-10,7,22.139,GNB,@,CHI,L 14-21,3,34,11.33,0,0,0,,0,0,0,,0,0,,,,,,,0,
7,1957,1957-11-17,8,22.146,GNB,,RAM,L 27-31,3,37,12.33,0,0,0,,0,0,0,,0,0,,,,,,,0,
8,1957,1957-11-24,9,22.153,GNB,@,PIT,W 27-10,1,11,11.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
9,1957,1957-11-28,10,22.157,GNB,@,DET,L 6-18,4,68,17.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
10,1957,1957-12-08,11,22.167,GNB,@,RAM,L 17-42,1,8,8.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
11,1960,1960-10-02,2,25.100,GNB,,DET,W 28-9,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1960,1960-10-23,4,25.121,GNB,,SFO,W 41-14,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1960,1960-11-20,8,25.149,GNB,,RAM,L 31-33,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1960,1960-11-24,9,25.153,GNB,@,DET,L 10-23,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1961,1961-09-24,2,26.092,GNB,,SFO,W 30-10,5,61,12.20,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0
16,1961,1961-10-01,3,26.099,GNB,,CHI,W 24-0,2,28,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
17,1961,1961-10-08,4,26.106,GNB,,BAL,W 45-7,1,16,16.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0
18,1961,1961-10-15,5,26.113,GNB,@,CLE,W 49-17,5,74,14.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1961,1961-10-22,6,26.120,GNB,@,MIN,W 33-7,4,62,15.50,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0
20,1961,1961-10-29,7,26.127,GNB,,MIN,W 28-10,4,71,17.75,1,1,2,2.00,0,0,0,,0,0,0,,0,0,,,1,6
21,1961,1961-11-05,8,26.134,GNB,@,BAL,L 21-45,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
22,1961,1961-11-12,9,26.141,GNB,@,CHI,W 31-28,2,61,30.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
23,1961,1961-11-19,10,26.148,GNB,,RAM,W 35-17,3,63,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
24,1961,1961-11-23,11,26.152,GNB,@,DET,W 17-9,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
25,1961,1961-12-03,12,26.162,GNB,,NYG,W 20-17,3,39,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
26,1961,1961-12-10,13,26.169,GNB,@,SFO,L 21-22,1,32,32.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
27,1961,1961-12-17,14,26.176,GNB,@,RAM,W 24-17,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
28,1962,1962-09-16,1,27.084,GNB,,MIN,W 34-7,1,18,18.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
29,1962,1962-09-23,2,27.091,GNB,,STL,W 17-0,4,26,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
30,1962,1962-09-30,3,27.098,GNB,,CHI,W 49-0,1,54,54.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
31,1962,1962-10-07,4,27.105,GNB,,DET,W 9-7,2,26,13.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0
32,1962,1962-10-14,5,27.112,GNB,@,MIN,W 48-21,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
33,1962,1962-10-21,6,27.119,GNB,,SFO,W 31-13,4,67,16.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
34,1962,1962-10-28,7,27.126,GNB,@,BAL,W 17-6,3,76,25.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
35,1962,1962-11-04,8,27.133,GNB,@,CHI,W 38-7,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
36,1962,1962-11-11,9,27.140,GNB,@,PHI,W 49-0,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
37,1962,1962-11-18,10,27.147,GNB,,BAL,W 17-13,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
38,1962,1962-11-22,11,27.151,GNB,@,DET,L 14-26,4,62,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
39,1962,1962-12-02,12,27.161,GNB,,RAM,W 41-10,3,32,10.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
40,1962,1962-12-09,13,27.168,GNB,@,SFO,W 31-21,4,48,12.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
41,1962,1962-12-16,14,27.175,GNB,@,RAM,W 20-17,4,73,18.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
42,1963,1963-09-15,1,28.083,GNB,,CHI,L 3-10,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
43,1963,1963-09-22,2,28.090,GNB,,DET,W 31-10,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
44,1963,1963-09-29,3,28.097,GNB,,BAL,W 31-20,3,41,13.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
45,1963,1963-10-06,4,28.104,GNB,,RAM,W 42-10,3,53,17.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
46,1963,1963-10-13,5,28.111,GNB,@,MIN,W 37-28,4,87,21.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
47,1963,1963-10-20,6,28.118,GNB,@,STL,W 30-7,3,68,22.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
48,1963,1963-11-17,10,28.146,GNB,@,CHI,L 7-26,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
49,1963,1963-11-24,11,28.153,GNB,,SFO,W 28-10,4,48,12.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
50,1963,1963-11-28,12,28.157,GNB,@,DET,T 13-13,4,76,19.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
51,1963,1963-12-07,13,28.166,GNB,@,RAM,W 31-14,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
52,1964,1964-09-13,1,29.081,GNB,,CHI,W 23-12,3,48,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
53,1964,1964-09-20,2,29.088,GNB,,BAL,L 20-21,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
54,1964,1964-09-28,3,29.096,GNB,@,DET,W 14-10,6,77,12.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
55,1964,1964-10-04,4,29.102,GNB,,MIN,L 23-24,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
56,1964,1964-10-11,5,29.109,GNB,,SFO,W 24-14,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
57,1964,1964-10-18,6,29.116,GNB,@,BAL,L 21-24,3,53,17.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
58,1964,1964-11-01,8,29.130,GNB,@,MIN,W 42-13,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
59,1964,1964-11-08,9,29.137,GNB,,DET,W 30-7,4,79,19.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
60,1964,1964-11-15,10,29.144,GNB,@,SFO,L 14-24,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
61,1964,1964-11-22,11,29.151,GNB,,CLE,W 28-21,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
62,1964,1964-11-29,12,29.158,GNB,@,DAL,W 45-21,1,47,47.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
63,1964,1964-12-05,13,29.164,GNB,@,CHI,W 17-3,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
64,1964,1964-12-13,14,29.172,GNB,@,RAM,T 24-24,3,56,18.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
65,1965,1965-10-10,4,30.108,DET,@,BAL,L 7-31,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
66,1965,1965-10-17,5,30.115,DET,,GNB,L 21-31,4,39,9.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
67,1965,1965-10-24,6,30.122,DET,@,CHI,L 10-38,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
68,1965,1965-10-31,7,30.129,DET,@,RAM,W 31-7,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
69,1965,1965-11-14,9,30.143,DET,,SFO,L 21-27,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
70,1965,1965-11-25,11,30.154,DET,,BAL,T 24-24,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
71,1965,1965-12-19,14,30.178,DET,@,PHI,W 35-28,4,52,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
72,1966,1966-09-11,1,31.079,DET,,CHI,W 14-3,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
73,1966,1966-09-18,2,31.086,DET,@,PIT,L 3-17,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
74,1966,1966-09-25,3,31.093,DET,,ATL,W 28-10,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
