ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-11-18,10,24.061,DEN,@,PIT,W 23-13,2,11,5.50,0,0,0,,0,0,0,,0
2,1973,1973-11-25,11,24.068,DEN,,KAN,W 14-10,,,,,,,,,,,,
3,1973,1973-12-09,13,24.082,DEN,@,SDG,W 42-28,3,10,3.33,0,0,0,,0,0,0,,0
4,1973,1973-12-16,14,24.089,DEN,@,OAK,L 17-21,,,,,,,,,,,,
5,1974,1974-09-15,1,24.362,DEN,,RAM,L 10-17,0,0,,0,0,0,,0,3,64,21.33,0
6,1974,1974-09-30,3,25.012,DEN,@,WAS,L 3-30,0,0,,0,0,0,,0,1,16,16.00,0
7,1974,1974-10-20,6,25.032,DEN,,SDG,W 27-7,1,7,7.00,0,0,0,,0,0,0,,0
8,1974,1974-10-27,7,25.039,DEN,@,CLE,L 21-23,1,1,1.00,0,0,0,,0,0,0,,0
9,1974,1974-11-03,8,25.046,DEN,,OAK,L 17-28,1,0,0.00,0,1,13,13.00,0,0,0,,0
10,1974,1974-11-10,9,25.053,DEN,@,BAL,W 17-6,,,,,,,,,,,,
11,1974,1974-11-18,10,25.061,DEN,,KAN,L 34-42,0,0,,0,0,0,,0,3,37,12.33,0
12,1975,1975-09-21,1,26.003,DEN,,KAN,W 37-33,5,30,6.00,0,1,-2,-2.00,0,0,0,,0
13,1975,1975-09-29,2,26.011,DEN,,GNB,W 23-13,7,12,1.71,0,1,6,6.00,0,0,0,,0
14,1975,1975-10-05,3,26.017,DEN,@,BUF,L 14-38,5,15,3.00,0,0,0,,0,0,0,,0
15,1975,1975-10-12,4,26.024,DEN,@,PIT,L 9-20,9,1,0.11,0,0,0,,0,0,0,,0
16,1975,1975-10-19,5,26.031,DEN,,CLE,W 16-15,6,18,3.00,0,2,34,17.00,0,0,0,,0
17,1975,1975-10-26,6,26.038,DEN,@,KAN,L 13-26,,,,,,,,,,,,
18,1975,1975-11-02,7,26.045,DEN,,OAK,L 17-42,,,,,,,,,,,,
19,1975,1975-11-09,8,26.052,DEN,,CIN,L 16-17,0,0,,0,0,0,,0,1,20,20.00,0
20,1975,1975-11-16,9,26.059,DEN,@,SDG,W 27-17,,,,,,,,,,,,
21,1975,1975-11-23,10,26.066,DEN,@,ATL,L 21-35,,,,,,,,,,,,
22,1975,1975-11-30,11,26.073,DEN,,SDG,W 13-10,6,16,2.67,0,0,0,,0,0,0,,0
23,1975,1975-12-08,12,26.081,DEN,@,OAK,L 10-17,,,,,,,,,,,,
24,1975,1975-12-14,13,26.087,DEN,,PHI,W 25-10,,,,,,,,,,,,
25,1975,1975-12-20,14,26.093,DEN,@,MIA,L 13-14,4,29,7.25,0,3,31,10.33,0,0,0,,0
26,1976,1976-09-19,2,27.001,SEA,@,WAS,L 7-31,10,14,1.40,0,1,21,21.00,0,5,64,12.80,0
27,1976,1976-10-17,6,27.029,SEA,@,TAM,W 13-10,2,2,1.00,0,0,0,,0,0,0,,0
28,1976,1976-10-24,7,27.036,SEA,,DET,L 14-41,0,0,,0,0,0,,0,7,174,24.86,0
29,1976,1976-10-31,8,27.043,SEA,@,RAM,L 6-45,1,7,7.00,0,1,1,1.00,0,4,82,20.50,0
30,1976,1976-11-07,9,27.050,SEA,,ATL,W 30-13,0,0,,0,0,0,,0,1,32,32.00,0
31,1976,1976-11-14,10,27.057,SEA,@,MIN,L 21-27,0,0,,0,0,0,,0,3,84,28.00,0
32,1976,1976-11-21,11,27.064,SEA,,NOR,L 27-51,0,0,,0,0,0,,0,3,83,27.67,0
33,1976,1976-11-28,12,27.071,SEA,@,NYG,L 16-28,0,0,,0,0,0,,0,3,65,21.67,0
34,1976,1976-12-05,13,27.078,SEA,,CHI,L 7-34,0,0,,0,0,0,,0,2,36,18.00,0
35,1976,1976-12-12,14,27.085,SEA,@,PHI,L 10-27,0,0,,0,0,0,,0,2,35,17.50,0
