ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,21.343,GNB,@,SFO,L 28-34,*,,,
2,2013,2013-09-15,2,21.350,GNB,,WAS,W 38-20,*,,,
3,2013,2013-09-22,3,21.357,GNB,@,CIN,L 30-34,*,,,
4,2013,2013-10-06,4,22.006,GNB,,DET,W 22-9,*,,,
5,2013,2013-10-13,5,22.013,GNB,@,BAL,W 19-17,*,,,
6,2013,2013-10-20,6,22.020,GNB,,CLE,W 31-13,*,,,
7,2013,2013-10-27,7,22.027,GNB,@,MIN,W 44-31,*,,,
8,2013,2013-11-04,8,22.035,GNB,,CHI,L 20-27,*,,,
9,2013,2013-11-10,9,22.041,GNB,,PHI,L 13-27,*,,,
10,2013,2013-11-17,10,22.048,GNB,@,NYG,L 13-27,*,,,
11,2013,2013-11-24,11,22.055,GNB,,MIN,T 26-26,*,,,
12,2013,2013-11-28,12,22.059,GNB,@,DET,L 10-40,*,,,
13,2013,2013-12-08,13,22.069,GNB,,ATL,W 22-21,*,,,
14,2013,2013-12-15,14,22.076,GNB,@,DAL,W 37-36,*,,,
15,2013,2013-12-22,15,22.083,GNB,,PIT,L 31-38,*,,,
16,2013,2013-12-29,16,22.090,GNB,@,CHI,W 33-28,*,,,
17,2014,2014-09-04,1,22.339,GNB,@,SEA,L 16-36,*,,,
18,2014,2014-09-14,2,22.349,GNB,,NYJ,W 31-24,*,,,
19,2014,2014-09-21,3,22.356,GNB,@,DET,L 7-19,*,,,
20,2014,2014-09-28,4,22.363,GNB,@,CHI,W 38-17,*,,,
21,2014,2014-10-02,5,23.002,GNB,,MIN,W 42-10,*,,,
22,2014,2014-10-12,6,23.012,GNB,@,MIA,W 27-24,*,,,
23,2014,2014-10-19,7,23.019,GNB,,CAR,W 38-17,*,,,
24,2014,2014-10-26,8,23.026,GNB,@,NOR,L 23-44,*,,,
25,2014,2014-11-09,9,23.040,GNB,,CHI,W 55-14,*,,,
26,2014,2014-11-16,10,23.047,GNB,,PHI,W 53-20,*,,,
27,2014,2014-11-23,11,23.054,GNB,@,MIN,W 24-21,*,,,
28,2014,2014-11-30,12,23.061,GNB,,NWE,W 26-21,*,,,
29,2014,2014-12-08,13,23.069,GNB,,ATL,W 43-37,*,,,
30,2014,2014-12-14,14,23.075,GNB,@,BUF,L 13-21,*,0.0,1,0
31,2014,2014-12-21,15,23.082,GNB,@,TAM,W 20-3,*,,,
32,2014,2014-12-28,16,23.089,GNB,,DET,W 30-20,*,,,
33,2015,2015-09-13,1,23.348,GNB,@,CHI,W 31-23,*,0.0,0,0
34,2015,2015-09-20,2,23.355,GNB,,SEA,W 27-17,*,0.0,0,0
35,2015,2015-09-28,3,23.363,GNB,,KAN,W 38-28,*,0.0,0,0
36,2015,2015-10-04,4,24.004,GNB,@,SFO,W 17-3,*,0.0,0,0
37,2015,2015-10-11,5,24.011,GNB,,STL,W 24-10,*,0.0,0,0
38,2015,2015-10-18,6,24.018,GNB,,SDG,W 27-20,*,0.0,0,0
39,2015,2015-11-01,7,24.032,GNB,@,DEN,L 10-29,*,0.0,0,0
40,2015,2015-11-08,8,24.039,GNB,@,CAR,L 29-37,*,0.0,0,0
41,2015,2015-11-15,9,24.046,GNB,,DET,L 16-18,*,0.0,0,0
42,2015,2015-11-22,10,24.053,GNB,@,MIN,W 30-13,*,0.0,0,0
43,2015,2015-11-26,11,24.057,GNB,,CHI,L 13-17,*,0.0,0,0
44,2015,2015-12-03,12,24.064,GNB,@,DET,W 27-23,*,0.0,0,0
45,2015,2015-12-13,13,24.074,GNB,,DAL,W 28-7,*,0.0,0,0
46,2015,2015-12-20,14,24.081,GNB,@,OAK,W 30-20,*,0.0,0,0
47,2016,2016-09-11,1,24.347,GNB,@,JAX,W 27-23,*,0.0,0,0
48,2016,2016-09-18,2,24.354,GNB,@,MIN,L 14-17,*,0.0,0,0
49,2016,2016-09-25,3,24.361,GNB,,DET,W 34-27,*,0.0,0,0
50,2016,2016-10-09,4,25.009,GNB,,NYG,W 23-16,*,0.0,0,0
51,2016,2016-10-16,5,25.016,GNB,,DAL,L 16-30,*,0.0,0,0
52,2016,2016-10-20,6,25.020,GNB,,CHI,W 26-10,*,0.0,0,0
53,2016,2016-10-30,7,25.030,GNB,@,ATL,L 32-33,*,0.0,0,0
54,2016,2016-11-06,8,25.037,GNB,,IND,L 26-31,*,0.0,0,0
55,2016,2016-11-13,9,25.044,GNB,@,TEN,L 25-47,*,0.0,0,0
56,2016,2016-11-20,10,25.051,GNB,@,WAS,L 24-42,*,0.0,0,0
57,2016,2016-11-28,11,25.059,GNB,@,PHI,W 27-13,*,0.0,0,0
58,2016,2016-12-04,12,25.065,GNB,,HOU,W 21-13,*,0.0,0,0
59,2016,2016-12-11,13,25.072,GNB,,SEA,W 38-10,*,0.0,0,0
60,2016,2016-12-18,14,25.079,GNB,@,CHI,W 30-27,*,0.0,0,0
61,2016,2016-12-24,15,25.085,GNB,,MIN,W 38-25,*,0.0,0,0
62,2016,2017-01-01,16,25.093,GNB,@,DET,W 31-24,*,0.0,0,0
63,2017,2017-09-10,1,25.345,GNB,,SEA,W 17-9,*,0.0,0,0
64,2017,2017-10-15,6,26.015,GNB,@,MIN,L 10-23,*,0.0,0,0
65,2017,2017-10-22,7,26.022,GNB,,NOR,L 17-26,*,0.0,0,0
66,2017,2017-11-06,8,26.037,GNB,,DET,L 17-30,*,0.0,0,0
67,2017,2017-11-12,9,26.043,GNB,@,CHI,W 23-16,*,0.0,0,0
68,2017,2017-11-19,10,26.050,GNB,,BAL,L 0-23,*,0.0,0,0
69,2017,2017-11-26,11,26.057,GNB,@,PIT,L 28-31,*,0.0,0,0
70,2017,2017-12-03,12,26.064,GNB,,TAM,W 26-20,*,0.0,0,0
71,2017,2017-12-10,13,26.071,GNB,@,CLE,W 27-21,*,0.0,0,0
72,2017,2017-12-17,14,26.078,GNB,@,CAR,L 24-31,*,0.0,0,0
73,2017,2017-12-23,15,26.084,GNB,,MIN,L 0-16,*,0.0,0,0
74,2017,2017-12-31,16,26.092,GNB,@,DET,L 11-35,*,0.0,0,0
75,2018,2018-09-09,1,26.344,GNB,,CHI,W 24-23,*,0.0,0,0
76,2018,2018-09-16,2,26.351,GNB,,MIN,T 29-29,*,0.0,0,0
77,2018,2018-09-23,3,26.358,GNB,@,WAS,L 17-31,*,0.0,0,0
