ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1991,1991-09-01,1,23.181,WAS,,DET,W 45-0,
2,1991,1991-09-09,2,23.189,WAS,@,DAL,W 33-31,
3,1991,1991-09-15,3,23.195,WAS,,PHO,W 34-0,
4,1991,1991-09-22,4,23.202,WAS,@,CIN,W 34-27,1.0
5,1991,1991-09-30,5,23.210,WAS,,PHI,W 23-0,
6,1991,1991-10-06,6,23.216,WAS,@,CHI,W 20-7,
7,1991,1991-10-13,7,23.223,WAS,,CLE,W 42-17,
8,1991,1991-10-27,8,23.237,WAS,@,NYG,W 17-13,
9,1991,1991-11-03,9,23.244,WAS,,HOU,W 16-13,
10,1991,1991-11-10,10,23.251,WAS,,ATL,W 56-17,1.5
11,1991,1991-11-17,11,23.258,WAS,@,PIT,W 41-14,
12,1991,1991-11-24,12,23.265,WAS,,DAL,L 21-24,
13,1991,1991-12-01,13,23.272,WAS,@,RAM,W 27-6,
14,1991,1991-12-08,14,23.279,WAS,@,PHO,W 20-14,
15,1991,1991-12-15,15,23.286,WAS,,NYG,W 34-17,2.0
16,1991,1991-12-22,16,23.293,WAS,@,PHI,L 22-24,
17,1992,1992-09-07,1,24.187,WAS,@,DAL,L 10-23,
18,1992,1992-09-13,2,24.193,WAS,,ATL,W 24-17,
19,1992,1992-09-20,3,24.200,WAS,,DET,W 13-10,1.0
20,1992,1992-10-04,4,24.214,WAS,@,PHO,L 24-27,
21,1992,1992-10-12,5,24.222,WAS,,DEN,W 34-3,1.0
22,1993,1993-09-06,1,25.186,WAS,,DAL,W 35-16,
23,1993,1993-09-12,2,25.192,WAS,,PHO,L 10-17,
24,1993,1993-09-19,3,25.199,WAS,@,PHI,L 31-34,1.0
25,1993,1993-10-04,4,25.214,WAS,@,MIA,L 10-17,
26,1993,1993-10-10,5,25.220,WAS,,NYG,L 7-41,
27,1993,1993-10-17,6,25.227,WAS,@,PHO,L 6-36,
28,1993,1993-11-01,7,25.242,WAS,@,BUF,L 10-24,
29,1993,1993-11-07,8,25.248,WAS,,IND,W 30-24,
30,1993,1993-11-14,9,25.255,WAS,@,NYG,L 6-20,
31,1993,1993-12-19,14,25.290,WAS,,ATL,W 30-17,1.0
32,1993,1993-12-26,15,25.297,WAS,@,DAL,L 3-38,
33,1993,1993-12-31,16,25.302,WAS,,MIN,L 9-14,
34,1994,1994-09-04,1,26.184,WAS,,SEA,L 7-28,
35,1994,1994-09-11,2,26.191,WAS,@,NOR,W 38-24,0.5
36,1994,1994-09-18,3,26.198,WAS,@,NYG,L 23-31,
37,1994,1994-09-25,4,26.205,WAS,,ATL,L 20-27,1.0
38,1994,1994-10-02,5,26.212,WAS,,DAL,L 7-34,
39,1994,1994-10-09,6,26.219,WAS,@,PHI,L 17-21,1.0
40,1994,1994-10-16,7,26.226,WAS,,ARI,L 16-19,
41,1994,1994-10-23,8,26.233,WAS,@,IND,W 41-27,
42,1994,1994-11-06,10,26.247,WAS,,SFO,L 22-37,
