ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1983,1983-09-04,1,22.193,NYG,,RAM,L 6-16,,,,
2,1983,1983-09-11,2,22.200,NYG,@,ATL,W 16-13,,,,
3,1983,1983-09-18,3,22.207,NYG,@,DAL,L 13-28,,,,
4,1983,1983-09-26,4,22.215,NYG,,GNB,W 27-3,,,,
5,1983,1983-10-02,5,22.221,NYG,,SDG,L 34-41,,,,
6,1983,1983-10-09,6,22.228,NYG,,PHI,L 13-17,,,,
7,1983,1983-10-16,7,22.235,NYG,@,KAN,L 17-38,,,,
8,1983,1983-10-24,8,22.243,NYG,@,STL,T 20-20,,,,
9,1983,1983-10-30,9,22.249,NYG,,DAL,L 20-38,,,,
10,1983,1983-11-07,10,22.257,NYG,@,DET,L 9-15,,,,
11,1983,1983-11-13,11,22.263,NYG,,WAS,L 17-33,,,,
12,1983,1983-11-20,12,22.270,NYG,@,PHI,W 23-0,,,,
13,1983,1983-11-27,13,22.277,NYG,@,RAI,L 12-27,,,,
14,1983,1983-12-04,14,22.284,NYG,,STL,L 6-10,,,,
15,1983,1983-12-11,15,22.291,NYG,,SEA,L 12-17,,,,
16,1983,1983-12-17,16,22.297,NYG,@,WAS,L 22-31,,,,
17,1984,1984-09-02,1,23.192,NYG,,PHI,W 28-27,0,0,,0
18,1984,1984-09-09,2,23.199,NYG,,DAL,W 28-7,0,0,,0
19,1984,1984-09-16,3,23.206,NYG,@,WAS,L 14-30,0,0,,0
20,1984,1984-09-23,4,23.213,NYG,,TAM,W 17-14,0,0,,0
21,1984,1984-09-30,5,23.220,NYG,@,RAM,L 12-33,0,0,,0
22,1984,1984-10-08,6,23.228,NYG,,SFO,L 10-31,0,0,,0
23,1984,1984-10-14,7,23.234,NYG,@,ATL,W 19-7,0,0,,0
24,1984,1984-10-21,8,23.241,NYG,@,PHI,L 10-24,0,0,,0
25,1984,1984-10-28,9,23.248,NYG,,WAS,W 37-13,0,0,,0
26,1984,1984-11-04,10,23.255,NYG,@,DAL,W 19-7,0,0,,0
27,1984,1984-11-11,11,23.262,NYG,@,TAM,L 17-20,0,0,,0
28,1984,1984-11-18,12,23.269,NYG,,STL,W 16-10,0,0,,0
29,1984,1984-11-25,13,23.276,NYG,,KAN,W 28-27,0,0,,0
30,1984,1984-12-02,14,23.283,NYG,@,NYJ,W 20-10,0,0,,0
31,1984,1984-12-09,15,23.290,NYG,@,STL,L 21-31,1,4,4.00,0
32,1984,1984-12-15,16,23.296,NYG,,NOR,L 3-10,0,0,,0
