ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1968,1968-09-22,2,24.153,RAM,,PIT,W 45-10,1,1,1.00,0,0,0,,0
2,1968,1968-11-17,10,24.209,RAM,@,SFO,T 20-20,0,0,,0,1,0,0.00,0
3,1968,1968-12-01,12,24.223,RAM,@,MIN,W 31-3,1,1,1.00,0,0,0,,0
