ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-10-16,6,23.233,MIN,@,CHI,L 10-39,,9,17,52.94,99,0,0,70.5,0,0,5.82,5.82,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
2,2011,2011-10-23,7,23.240,MIN,,GNB,L 27-33,*,13,32,40.63,219,2,2,59.2,2,2,6.84,5.28,4,31,7.75,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
3,2011,2011-10-30,8,23.247,MIN,@,CAR,W 24-21,*,18,28,64.29,236,1,0,102.7,4,7,8.43,9.14,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
4,2011,2011-11-14,9,23.262,MIN,@,GNB,L 7-45,*,16,34,47.06,190,0,1,52.3,3,28,5.59,4.26,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2011,2011-11-20,10,23.268,MIN,,OAK,L 21-27,*,19,33,57.58,211,2,3,59.0,5,24,6.39,3.52,5,71,14.20,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
6,2011,2011-11-27,11,23.275,MIN,@,ATL,L 14-24,*,17,25,68.00,186,1,0,103.1,4,24,7.44,8.24,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
7,2011,2011-12-04,12,23.282,MIN,,DEN,L 32-35,*,29,47,61.70,381,3,2,90.8,3,29,8.11,7.47,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2011,2011-12-11,13,23.289,MIN,@,DET,L 28-34,*,11,21,52.38,115,2,3,60.7,3,28,5.48,0.95,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
9,2011,2011-12-18,14,23.296,MIN,,NOR,L 20-42,*,14,31,45.16,120,2,1,63.9,4,18,3.87,3.71,3,34,11.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
10,2011,2011-12-24,15,23.302,MIN,@,WAS,W 33-26,*,8,13,61.54,68,0,0,75.2,1,1,5.23,5.23,4,20,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
11,2011,2012-01-01,16,23.310,MIN,,CHI,L 13-17,*,4,10,40.00,28,0,1,8.3,1,3,2.80,-1.70,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2012,2012-09-09,1,24.197,MIN,,JAX,W 26-23,*,20,27,74.07,270,0,0,105.5,2,4,10.00,10.00,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
13,2012,2012-09-16,2,24.204,MIN,@,IND,L 20-23,*,27,35,77.14,245,2,0,114.6,4,13,7.00,8.14,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
14,2012,2012-09-23,3,24.211,MIN,,SFO,W 24-13,*,21,35,60.00,198,2,0,94.7,0,0,5.66,6.80,7,33,4.71,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
15,2012,2012-09-30,4,24.218,MIN,@,DET,W 20-13,*,16,26,61.54,111,0,0,71.2,2,11,4.27,4.27,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
16,2012,2012-10-07,5,24.225,MIN,,TEN,W 30-7,*,25,35,71.43,258,2,2,87.6,1,0,7.37,5.94,3,31,10.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
17,2012,2012-10-14,6,24.232,MIN,@,WAS,L 26-38,*,35,52,67.31,352,2,2,83.2,4,25,6.77,5.81,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2012,2012-10-21,7,24.239,MIN,,ARI,W 21-14,*,8,17,47.06,58,1,2,35.5,3,15,3.41,-0.71,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
19,2012,2012-10-25,8,24.243,MIN,,TAM,L 17-36,*,19,35,54.29,251,1,1,74.8,3,22,7.17,6.46,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
20,2012,2012-11-04,9,24.253,MIN,@,SEA,L 20-30,*,11,22,50.00,63,0,1,37.3,4,19,2.86,0.82,5,23,4.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
21,2012,2012-11-11,10,24.260,MIN,,DET,W 34-24,*,24,32,75.00,221,2,0,114.2,2,14,6.91,8.16,6,22,3.67,0,1,1,-15,-15.00,0,100.0%,-15.00,0,0,0.0,0,0
22,2012,2012-11-25,11,24.274,MIN,@,CHI,L 10-28,*,22,43,51.16,159,1,1,58.2,2,15,3.70,3.12,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2012,2012-12-02,12,24.281,MIN,@,GNB,L 14-23,*,12,25,48.00,119,1,2,41.9,0,0,4.76,1.96,6,28,4.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
24,2012,2012-12-09,13,24.288,MIN,,CHI,W 21-14,*,11,17,64.71,91,0,1,53.8,1,14,5.35,2.71,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2012,2012-12-16,14,24.295,MIN,@,STL,W 36-22,*,17,24,70.83,131,0,0,83.9,2,22,5.46,5.46,4,6,1.50,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
26,2012,2012-12-23,15,24.302,MIN,@,HOU,W 23-6,*,16,30,53.33,174,1,0,81.8,1,3,5.80,6.47,7,48,6.86,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
27,2012,2012-12-30,16,24.309,MIN,,GNB,W 37-34,*,16,28,57.14,234,3,0,120.2,1,7,8.36,10.50,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2013,2013-09-08,1,25.195,MIN,@,DET,L 24-34,*,18,28,64.29,236,1,3,63.1,3,11,8.43,4.32,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2013,2013-09-15,2,25.202,MIN,@,CHI,L 30-31,*,16,30,53.33,227,1,1,75.3,1,0,7.57,6.73,6,18,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
