ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-09-17,1,22.303,STL,@,BAL,W 10-3,0,0,,0,0,0,,0,2,47,23.50,0,0,0
2,1972,1972-09-24,2,22.310,STL,@,WAS,L 10-24,2,21,10.50,0,0,0,,0,2,45,22.50,0,0,0
3,1972,1972-10-01,3,22.317,STL,,PIT,L 19-25,4,69,17.25,0,1,15,15.00,0,2,39,19.50,0,0,0
4,1972,1972-10-08,4,22.324,STL,@,MIN,W 19-17,4,67,16.75,2,2,15,7.50,0,0,0,,0,2,12
5,1972,1972-10-15,5,22.331,STL,,WAS,L 3-33,0,0,,0,3,6,2.00,0,0,0,,0,0,0
6,1972,1972-10-22,6,22.338,STL,@,NYG,L 21-27,4,50,12.50,0,2,0,0.00,0,2,57,28.50,0,0,0
7,1972,1972-10-29,7,22.345,STL,,CHI,L 10-27,3,25,8.33,0,0,0,,0,1,22,22.00,0,0,0
8,1972,1972-11-05,8,22.352,STL,@,PHI,T 6-6,,,,,,,,,,,,,,
9,1972,1972-11-12,9,22.359,STL,@,DAL,L 24-33,3,55,18.33,0,1,8,8.00,0,0,0,,0,0,0
10,1972,1972-11-19,10,23.000,STL,,NYG,L 7-13,0,0,,0,0,0,,0,2,42,21.00,0,0,0
11,1972,1972-11-27,11,23.008,STL,@,MIA,L 10-31,3,29,9.67,0,0,0,,0,3,77,25.67,0,0,0
12,1972,1972-12-03,12,23.014,STL,,DAL,L 6-27,2,22,11.00,0,0,0,,0,3,76,25.33,0,0,0
13,1972,1972-12-10,13,23.021,STL,,RAM,W 24-14,2,113,56.50,0,0,0,,0,1,5,5.00,0,0,0
14,1972,1972-12-17,14,23.028,STL,,PHI,W 24-23,2,49,24.50,1,0,0,,0,2,27,13.50,0,1,6
15,1973,1973-09-23,2,23.308,STL,,WAS,W 34-27,1,22,22.00,0,0,0,,0,0,0,,0,0,0
16,1973,1973-09-30,3,23.315,STL,@,DAL,L 10-45,2,23,11.50,0,0,0,,0,0,0,,0,0,0
17,1973,1973-10-07,4,23.322,STL,,OAK,L 10-17,1,9,9.00,0,0,0,,0,0,0,,0,0,0
18,1973,1973-10-14,5,23.329,STL,,PHI,L 24-27,5,104,20.80,2,0,0,,0,0,0,,0,2,12
19,1973,1973-10-21,6,23.336,STL,@,WAS,L 13-31,3,65,21.67,0,0,0,,0,0,0,,0,0,0
20,1973,1973-10-28,7,23.343,STL,,NYG,W 35-27,2,14,7.00,0,0,0,,0,0,0,,0,0,0
21,1973,1973-11-04,8,23.350,STL,,DEN,T 17-17,2,12,6.00,0,0,0,,0,0,0,,0,0,0
22,1973,1973-11-11,9,23.357,STL,@,GNB,L 21-25,6,90,15.00,1,0,0,,0,0,0,,0,1,6
23,1973,1973-11-18,10,23.364,STL,@,NYG,L 13-24,1,14,14.00,0,0,0,,0,0,0,,0,0,0
24,1973,1973-11-25,11,24.006,STL,@,CIN,L 24-42,2,27,13.50,0,0,0,,0,0,0,,0,0,0
25,1973,1973-12-02,12,24.013,STL,,DET,L 16-20,2,13,6.50,0,0,0,,0,0,0,,0,0,0
26,1973,1973-12-09,13,24.020,STL,@,ATL,W 32-10,,,,,,,,,,,,,,
27,1973,1973-12-16,14,24.027,STL,,DAL,L 3-30,3,16,5.33,0,0,0,,0,0,0,,0,0,0
28,1974,1974-09-16,1,24.301,BUF,,OAK,W 21-20,5,68,13.60,2,0,0,,0,0,0,,0,2,12
29,1974,1974-09-22,2,24.307,BUF,,MIA,L 16-24,2,24,12.00,0,0,0,,0,0,0,,0,0,0
30,1974,1974-09-29,3,24.314,BUF,,NYJ,W 16-12,,,,,,,,,,,,,,
31,1974,1974-10-06,4,24.321,BUF,@,GNB,W 27-7,7,79,11.29,1,0,0,,0,0,0,,0,1,6
32,1974,1974-10-13,5,24.328,BUF,@,BAL,W 27-14,3,21,7.00,0,0,0,,0,0,0,,0,0,0
33,1974,1974-10-20,6,24.335,BUF,,NWE,W 30-28,2,36,18.00,0,0,0,,0,0,0,,0,0,0
34,1974,1974-10-27,7,24.342,BUF,,CHI,W 16-6,1,11,11.00,0,0,0,,0,0,0,,0,0,0
35,1974,1974-11-03,8,24.349,BUF,@,NWE,W 29-28,8,115,14.38,1,0,0,,0,0,0,,0,1,6
36,1974,1974-11-10,9,24.356,BUF,,HOU,L 9-21,2,14,7.00,0,0,0,,0,0,0,,0,0,0
37,1974,1974-11-17,10,24.363,BUF,@,MIA,L 28-35,1,14,14.00,0,0,0,,0,0,0,,0,0,0
38,1974,1974-11-24,11,25.005,BUF,@,CLE,W 15-10,1,9,9.00,0,0,0,,0,1,0,0.00,0,0,0
39,1974,1974-12-01,12,25.012,BUF,,BAL,W 6-0,2,18,9.00,0,0,0,,0,0,0,,0,0,0
40,1974,1974-12-08,13,25.019,BUF,@,NYJ,L 10-20,1,20,20.00,0,0,0,,0,0,0,,0,0,0
41,1974,1974-12-15,14,25.026,BUF,@,RAM,L 14-19,1,4,4.00,0,0,0,,0,0,0,,0,0,0
42,1976,1976-09-19,2,26.305,MIN,,RAM,T 10-10,3,20,6.67,0,0,0,,0,0,0,,0,0,0
43,1976,1976-09-26,3,26.312,MIN,@,DET,W 10-9,2,35,17.50,0,0,0,,0,0,0,,0,0,0
44,1976,1976-10-04,4,26.320,MIN,,PIT,W 17-6,1,13,13.00,0,0,0,,0,0,0,,0,0,0
45,1976,1976-10-10,5,26.326,MIN,,CHI,W 20-19,7,109,15.57,0,0,0,,0,0,0,,0,0,0
46,1976,1976-10-17,6,26.333,MIN,,NYG,W 24-7,2,31,15.50,0,0,0,,0,0,0,,0,0,0
47,1976,1976-10-24,7,26.340,MIN,@,PHI,W 31-12,6,66,11.00,1,0,0,,0,0,0,,0,1,6
48,1976,1976-10-31,8,26.347,MIN,@,CHI,L 13-14,,,,,,,,,,,,,,
49,1976,1976-11-07,9,26.354,MIN,,DET,W 31-23,6,85,14.17,0,0,0,,0,0,0,,0,0,0
50,1976,1976-11-14,10,26.361,MIN,,SEA,W 27-21,9,93,10.33,0,0,0,,0,0,0,,0,0,0
51,1976,1976-11-21,11,27.002,MIN,@,GNB,W 17-10,3,37,12.33,1,0,0,,0,0,0,,0,1,6
52,1976,1976-11-29,12,27.010,MIN,@,SFO,L 16-20,6,103,17.17,1,0,0,,0,0,0,,0,1,6
53,1976,1976-12-05,13,27.016,MIN,,GNB,W 20-9,6,61,10.17,0,0,0,,0,0,0,,0,0,0
54,1976,1976-12-11,14,27.022,MIN,@,MIA,W 29-7,2,18,9.00,0,0,0,,0,0,0,,0,0,0
55,1977,1977-09-18,1,27.303,MIN,,DAL,L 10-16,,,,,,,,,,,,,,
56,1977,1977-09-24,2,27.309,MIN,@,TAM,W 9-3,3,13,4.33,0,0,0,,0,0,0,,0,0,0
57,1977,1977-10-02,3,27.317,MIN,,GNB,W 19-7,4,40,10.00,0,0,0,,0,0,0,,0,0,0
58,1977,1977-10-09,4,27.324,MIN,,DET,W 14-7,6,85,14.17,0,0,0,,0,0,0,,0,0,0
59,1977,1977-10-16,5,27.331,MIN,,CHI,W 22-16,1,21,21.00,0,0,0,,0,0,0,,0,0,0
60,1977,1977-10-24,6,27.339,MIN,@,RAM,L 3-35,6,76,12.67,0,0,0,,0,0,0,,0,0,0
61,1977,1977-10-30,7,27.345,MIN,@,ATL,W 14-7,7,93,13.29,0,0,0,,0,0,0,,0,0,0
62,1977,1977-11-06,8,27.352,MIN,,STL,L 7-27,3,25,8.33,0,0,0,,0,0,0,,0,0,0
63,1977,1977-11-13,9,27.359,MIN,,CIN,W 42-10,1,21,21.00,0,0,0,,0,0,0,,0,0,0
64,1977,1977-11-20,10,28.001,MIN,@,CHI,L 7-10,3,23,7.67,0,0,0,,0,0,0,,0,0,0
65,1977,1977-11-27,11,28.008,MIN,@,GNB,W 13-6,1,12,12.00,0,0,0,,0,0,0,,0,0,0
66,1977,1977-12-04,12,28.015,MIN,,SFO,W 28-27,7,121,17.29,1,0,0,,0,0,0,,0,1,6
67,1977,1977-12-11,13,28.022,MIN,@,OAK,L 13-35,1,12,12.00,0,0,0,,0,0,0,,0,0,0
68,1977,1977-12-17,14,28.028,MIN,@,DET,W 30-21,8,139,17.38,1,0,0,,0,0,0,,0,1,6
69,1978,1978-09-03,1,28.288,MIN,@,NOR,L 24-31,4,21,5.25,0,0,0,,0,0,0,,0,0,0
