ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1960,1960-10-02,2,24.289,CLE,,PIT,W 28-20,0,0,,0,1,23,23.00,0,0,0,0
2,1960,1960-10-16,3,24.303,CLE,@,DAL,W 48-7,0,,,0,2,43,21.50,0,0,0,0
3,1960,1960-10-23,4,24.310,CLE,,PHI,L 29-31,0,0,,0,2,3,1.50,0,0,0,0
4,1960,1960-10-30,5,24.317,CLE,@,WAS,W 31-10,0,0,,0,2,13,6.50,0,1,6,0
5,1960,1960-11-06,6,24.324,CLE,,NYG,L 13-17,0,0,,0,1,6,6.00,0,0,0,0
6,1960,1960-11-13,7,24.331,CLE,,STL,W 28-27,0,0,,0,0,0,,0,1,15,0
7,1960,1960-11-20,8,24.338,CLE,@,PIT,L 10-14,0,0,,0,0,0,,0,1,0,0
8,1960,1960-11-27,9,24.345,CLE,@,STL,T 17-17,0,0,,0,0,0,,0,2,28,0
9,1960,1960-12-04,10,24.352,CLE,,WAS,W 27-16,0,0,,0,0,0,,0,1,23,0
10,1960,1960-12-11,11,24.359,CLE,,CHI,W 42-0,0,0,,0,2,40,20.00,0,2,3,0
11,1960,1960-12-18,12,25.000,CLE,@,NYG,W 48-34,0,0,,0,1,0,0.00,0,0,0,0
12,1961,1961-09-17,1,25.273,CLE,@,PHI,L 20-27,0,0,,0,1,9,9.00,0,0,0,0
13,1961,1961-09-24,2,25.280,CLE,,STL,W 20-17,0,0,,0,2,26,13.00,0,1,0,0
14,1961,1961-10-01,3,25.287,CLE,,DAL,W 25-7,0,0,,0,0,0,,0,1,5,0
15,1961,1961-10-08,4,25.294,CLE,,WAS,W 31-7,0,0,,0,1,6,6.00,0,0,0,0
16,1961,1961-10-22,6,25.308,CLE,@,PIT,W 30-28,0,0,,0,2,29,14.50,0,0,0,0
17,1961,1961-10-29,7,25.315,CLE,@,STL,W 21-10,0,0,,0,4,28,7.00,0,0,0,0
18,1961,1961-11-05,8,25.322,CLE,,PIT,L 13-17,0,0,,0,1,17,17.00,0,0,0,0
19,1961,1961-11-12,9,25.329,CLE,@,WAS,W 17-6,0,0,,0,0,0,,0,1,3,0
20,1961,1961-11-19,10,25.336,CLE,,PHI,W 45-24,0,0,,0,1,2,2.00,0,0,0,0
21,1961,1961-11-26,11,25.343,CLE,,NYG,L 21-37,0,0,,0,2,2,1.00,0,0,0,0
22,1961,1961-12-10,13,25.357,CLE,@,CHI,L 14-17,0,0,,0,0,0,,0,1,0,0
23,1961,1961-12-17,14,25.364,CLE,@,NYG,T 7-7,0,0,,0,0,0,,0,1,0,0
24,1962,1962-09-23,2,26.279,CLE,,WAS,L 16-17,0,0,,0,0,0,,0,1,13,0
25,1962,1962-10-14,5,26.300,CLE,,BAL,L 14-36,0,0,,0,1,9,9.00,0,0,0,0
26,1962,1962-10-21,6,26.307,CLE,@,STL,W 34-7,0,0,,0,1,6,6.00,0,1,14,0
27,1962,1962-10-28,7,26.314,CLE,@,PIT,W 41-14,0,0,,0,1,2,2.00,0,1,35,0
28,1962,1962-11-04,8,26.321,CLE,,PHI,T 14-14,0,0,,0,1,1,1.00,0,0,0,0
29,1962,1962-11-11,9,26.328,CLE,@,WAS,L 9-17,0,0,,0,1,0,0.00,0,0,0,0
30,1962,1962-11-25,11,26.342,CLE,,PIT,W 35-14,0,0,,0,2,9,4.50,0,0,0,0
31,1962,1962-12-02,12,26.349,CLE,@,DAL,L 21-45,0,0,,0,0,0,,0,1,24,0
32,1962,1962-12-09,13,26.356,CLE,@,NYG,L 13-17,0,0,,0,1,6,6.00,0,0,0,0
33,1963,1963-09-15,1,27.271,CLE,,WAS,W 37-14,0,0,,0,1,10,10.00,0,0,0,0
34,1963,1963-09-22,2,27.278,CLE,@,DAL,W 41-24,0,0,,0,2,10,5.00,0,0,0,0
35,1963,1963-09-29,3,27.285,CLE,,RAM,W 20-6,0,0,,0,2,15,7.50,0,0,0,0
36,1963,1963-11-24,11,27.341,CLE,,DAL,W 27-17,1,0,0.00,0,0,0,,0,0,0,0
37,1963,1963-12-01,12,27.348,CLE,@,STL,W 24-10,0,0,,0,1,0,0.00,0,0,0,0
38,1963,1963-12-15,14,27.362,CLE,@,WAS,W 27-20,0,0,,0,3,6,2.00,0,0,0,0
