ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2001,2001-09-09,1,22.266,SFO,,ATL,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2001,2001-09-23,2,22.280,SFO,,STL,L 26-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,34,34.00,0,0,0,,0,0,0
3,2001,2001-10-28,6,22.315,SFO,@,CHI,L 31-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,5,93,18.60,0,2,4,2.00,0,0,0
4,2001,2001-12-16,13,22.364,SFO,,MIA,W 21-0,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2001,2001-12-22,14,23.005,SFO,,PHI,W 13-3,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2001,2002-01-06,16,23.020,SFO,@,NOR,W 38-0,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2002,2002-09-05,1,23.262,SFO,@,NYG,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2002,2002-09-15,2,23.272,SFO,,DEN,L 14-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2002,2002-09-22,3,23.279,SFO,,WAS,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0,,0,0,0
10,2002,2002-10-06,4,23.293,SFO,,STL,W 37-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,5,5.00,0,0,0,,0,0,0
11,2002,2002-10-14,5,23.301,SFO,@,SEA,W 28-21,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,2,40,20.00,0,0,0,,0,0,0
12,2002,2002-10-20,6,23.307,SFO,@,NOR,L 27-35,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,2002,2002-10-27,7,23.314,SFO,,ARI,W 38-28,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
14,2002,2002-11-03,8,23.321,SFO,@,OAK,W 23-20,,1,1,11,11.00,1,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
15,2002,2002-11-10,9,23.328,SFO,,KAN,W 17-13,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
16,2002,2002-11-17,10,23.335,SFO,@,SDG,L 17-20,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,2002,2002-11-25,11,23.343,SFO,,PHI,L 17-38,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,2002,2002-12-01,12,23.349,SFO,,SEA,W 31-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2002,2002-12-08,13,23.356,SFO,@,DAL,W 31-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,20,10.00,0,0,0
20,2002,2002-12-15,14,23.363,SFO,,GNB,L 14-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0,,0,0,0
21,2002,2002-12-21,15,24.004,SFO,@,ARI,W 17-14,,5,4,56,14.00,0,80.0%,11.20,0,0,,0,0,0,,0,0,0,,,,,,3,79,26.33,0,1,6,6.00,0,0,0
22,2002,2002-12-30,16,24.013,SFO,@,STL,L 20-31,,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,,,,,2,32,16.00,0,5,33,6.60,0,0,0
23,2003,2003-09-07,1,24.264,SFO,,CHI,W 49-7,*,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
24,2003,2003-09-14,2,24.271,SFO,@,STL,L 24-27,,6,4,57,14.25,0,66.7%,9.50,0,0,,0,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,0,0,,0,0,0,,0,0,0
25,2003,2003-09-21,3,24.278,SFO,,CLE,L 12-13,,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,3,56,18.67,0,0,0,,0,0,0
26,2003,2003-09-28,4,24.285,SFO,@,MIN,L 7-35,,8,4,41,10.25,0,50.0%,5.13,0,0,,0,0,0,,0,0,0,,0,,,,5,96,19.20,0,0,0,,0,0,0
27,2003,2003-10-05,5,24.292,SFO,,DET,W 24-17,,1,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,
28,2003,2003-10-12,6,24.299,SFO,@,SEA,L 19-20,,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
29,2003,2003-10-19,7,24.306,SFO,,TAM,W 24-7,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
30,2003,2003-10-26,8,24.313,SFO,@,ARI,L 13-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,1,32,32.00,0,0,0,,0,0,0
31,2003,2003-11-02,9,24.320,SFO,,STL,W 30-10,,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,0,,,,2,115,57.50,1,0,0,,0,1,6
32,2003,2003-11-17,10,24.335,SFO,,PIT,W 30-14,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,1,14,14.00,0,0,0,,0,0,0
