ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1971,1971-09-19,1,22.078,KAN,@,SDG,L 14-21,1,13,13.00,0,0,0,,0,0,0
2,1971,1971-09-26,2,22.085,KAN,@,HOU,W 20-16,5,82,16.40,0,1,-10,-10.00,0,0,0
3,1971,1971-10-03,3,22.092,KAN,@,DEN,W 16-3,2,21,10.50,0,0,0,,0,0,0
4,1971,1971-10-10,4,22.099,KAN,,SDG,W 31-10,1,18,18.00,0,0,0,,0,0,0
5,1971,1971-10-18,5,22.107,KAN,,PIT,W 38-16,2,52,26.00,1,0,0,,0,1,6
6,1971,1971-10-24,6,22.113,KAN,,WAS,W 27-20,3,92,30.67,1,0,0,,0,1,6
7,1971,1971-10-31,7,22.120,KAN,@,OAK,T 20-20,,,,,,,,,,
8,1971,1971-11-07,8,22.127,KAN,@,NYJ,L 10-13,1,14,14.00,0,0,0,,0,0,0
9,1971,1971-11-14,9,22.134,KAN,,CLE,W 13-7,3,28,9.33,0,0,0,,0,0,0
10,1971,1971-11-21,10,22.141,KAN,,DEN,W 28-10,2,89,44.50,1,0,0,,0,1,6
11,1971,1971-11-25,11,22.145,KAN,@,DET,L 21-32,1,7,7.00,0,0,0,,0,0,0
12,1971,1971-12-06,12,22.156,KAN,@,SFO,W 26-17,4,76,19.00,0,0,0,,0,0,0
13,1971,1971-12-12,13,22.162,KAN,,OAK,W 16-14,,,,,,,,,,
14,1971,1971-12-19,14,22.169,KAN,,BUF,W 22-9,1,36,36.00,0,0,0,,0,0,0
15,1972,1972-09-17,1,23.076,KAN,,MIA,L 10-20,3,30,10.00,0,0,0,,0,0,0
16,1972,1972-09-25,2,23.084,KAN,@,NOR,W 20-17,1,7,7.00,0,1,24,24.00,0,0,0
17,1972,1972-11-12,9,23.132,KAN,@,PIT,L 7-16,2,14,7.00,0,0,0,,0,0,0
18,1972,1972-11-19,10,23.139,KAN,,SDG,L 17-27,1,13,13.00,0,0,0,,0,0,0
19,1972,1972-12-03,12,23.153,KAN,,DEN,W 24-21,,,,,,,,,,
20,1972,1972-12-10,13,23.160,KAN,,BAL,W 24-10,4,17,4.25,0,0,0,,0,0,0
21,1972,1972-12-17,14,23.167,KAN,@,ATL,W 17-14,,,,,,,,,,
22,1973,1973-09-16,1,24.075,KAN,,RAM,L 13-23,2,60,30.00,1,0,0,,0,1,6
23,1973,1973-09-23,2,24.082,KAN,@,NWE,W 10-7,0,0,,0,1,9,9.00,0,0,0
24,1973,1973-09-30,3,24.089,KAN,,OAK,W 16-3,1,10,10.00,0,0,0,,0,0,0
25,1973,1973-10-07,4,24.096,KAN,,DEN,W 16-14,1,6,6.00,0,2,10,5.00,0,0,0
26,1973,1973-10-14,5,24.103,KAN,@,GNB,T 10-10,0,0,,0,1,1,1.00,0,0,0
27,1973,1973-10-21,6,24.110,KAN,@,CIN,L 6-14,3,38,12.67,0,0,0,,0,0,0
28,1973,1973-10-29,7,24.118,KAN,@,BUF,L 14-23,,,,,,,,,,
29,1973,1973-11-12,9,24.132,KAN,,CHI,W 19-7,1,15,15.00,0,0,0,,0,0,0
30,1973,1973-11-18,10,24.138,KAN,,HOU,W 38-14,3,53,17.67,0,0,0,,0,0,0
31,1973,1973-12-02,12,24.152,KAN,,CLE,T 20-20,5,70,14.00,1,1,9,9.00,0,1,6
32,1973,1973-12-08,13,24.158,KAN,@,OAK,L 7-37,,,,,,,,,,
33,1974,1974-09-15,1,25.074,KAN,,NYJ,W 24-16,2,20,10.00,0,2,14,7.00,0,0,0
34,1974,1974-09-22,2,25.081,KAN,@,OAK,L 7-27,,,,,,,,,,
35,1974,1974-09-29,3,25.088,KAN,@,HOU,W 17-7,3,29,9.67,0,0,0,,0,0,0
36,1974,1974-10-06,4,25.095,KAN,,DEN,L 14-17,1,40,40.00,0,0,0,,0,0,0
37,1974,1974-10-13,5,25.102,KAN,,PIT,L 24-34,1,13,13.00,1,0,0,,0,1,6
38,1974,1974-10-20,6,25.109,KAN,@,MIA,L 3-9,,,,,,,,,,
39,1974,1974-10-27,7,25.116,KAN,@,SDG,W 24-14,0,0,,0,1,12,12.00,1,1,6
40,1974,1974-11-03,8,25.123,KAN,,NYG,L 27-33,3,32,10.67,0,0,0,,0,0,0
41,1974,1974-11-18,10,25.138,KAN,@,DEN,W 42-34,,,,,,,,,,
42,1974,1974-11-24,11,25.144,KAN,@,CIN,L 6-33,,,,,,,,,,
43,1974,1974-12-01,12,25.151,KAN,@,STL,W 17-13,,,,,,,,,,
44,1974,1974-12-08,13,25.158,KAN,,OAK,L 6-7,,,,,,,,,,
45,1974,1974-12-14,14,25.164,KAN,,MIN,L 15-35,3,75,25.00,0,0,0,,0,0,0
46,1975,1975-09-21,1,26.080,HOU,@,NWE,W 7-0,,,,,,,,,,
47,1975,1975-09-28,2,26.087,HOU,,SDG,W 33-17,,,,,,,,,,
48,1975,1975-10-26,6,26.115,NWE,,SFO,W 24-16,,,,,,,,,,
49,1975,1975-11-09,8,26.129,NWE,@,SDG,W 33-19,,,,,,,,,,
50,1975,1975-11-16,9,26.136,NWE,,DAL,L 31-34,,,,,,,,,,
51,1975,1975-11-23,10,26.143,NWE,@,BUF,L 31-45,4,46,11.50,0,0,0,,0,0,0
