ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,22.358,MIA,@,BUF,W 13-0,,,,,,
2,1977,1977-09-25,2,23.000,MIA,@,SFO,W 19-15,,,,,,
3,1977,1977-10-02,3,23.007,MIA,,HOU,W 27-7,,,,,,
4,1977,1977-10-09,4,23.014,MIA,@,BAL,L 28-45,,,,,,
5,1977,1977-10-16,5,23.021,MIA,,NYJ,W 21-17,,,,,,
6,1977,1977-10-23,6,23.028,MIA,,SEA,W 31-13,,,,,,
7,1977,1977-10-30,7,23.035,MIA,,SDG,L 13-14,,,,,,
8,1977,1977-11-06,8,23.042,MIA,@,NYJ,W 14-10,,,,,,
9,1977,1977-11-13,9,23.049,MIA,,NWE,W 17-5,,,,,,
10,1977,1977-11-20,10,23.056,MIA,@,CIN,L 17-23,,,,,,
11,1977,1977-11-24,11,23.060,MIA,@,STL,W 55-14,,,,,,
12,1977,1977-12-05,12,23.071,MIA,,BAL,W 17-6,,,,,,
13,1977,1977-12-11,13,23.077,MIA,@,NWE,L 10-14,,,,,,
14,1977,1977-12-17,14,23.083,MIA,,BUF,W 31-14,,,,,,
15,1978,1978-09-03,1,23.343,MIA,@,NYJ,L 20-33,,,,,,
16,1978,1978-09-10,2,23.350,MIA,@,BAL,W 42-0,0,0,0.0,1,2,0
17,1978,1978-09-17,3,23.357,MIA,,BUF,W 31-24,,,,,,
18,1978,1978-09-24,4,23.364,MIA,@,PHI,L 3-17,,,,,,
19,1978,1978-10-01,5,24.006,MIA,,STL,W 24-10,,,,,,
20,1978,1978-10-09,6,24.014,MIA,,CIN,W 21-0,,,,,,
21,1978,1978-10-15,7,24.020,MIA,@,SDG,W 28-21,,,,,,
22,1978,1978-10-22,8,24.027,MIA,@,NWE,L 24-33,,,,,,
23,1978,1978-10-29,9,24.034,MIA,,BAL,W 26-8,,,,,,
24,1978,1978-11-05,10,24.041,MIA,,DAL,W 23-16,,,,,,
25,1978,1978-11-12,11,24.048,MIA,@,BUF,W 25-24,,,,,,
26,1978,1978-11-20,12,24.056,MIA,@,HOU,L 30-35,,,,,,
27,1978,1978-11-26,13,24.062,MIA,,NYJ,L 13-24,,,,,,
28,1978,1978-12-03,14,24.069,MIA,@,WAS,W 16-0,,,,,,
29,1978,1978-12-10,15,24.076,MIA,,OAK,W 23-6,,,,,,
30,1978,1978-12-18,16,24.084,MIA,,NWE,W 23-3,,,,,,
31,1979,1979-09-02,1,24.342,MIA,@,BUF,W 9-7,,,,,,
32,1979,1979-09-23,4,24.363,MIA,,CHI,W 31-16,,,,,,
33,1979,1979-09-30,5,25.005,MIA,@,NYJ,L 27-33,,,,,,
34,1979,1979-10-08,6,25.013,MIA,@,OAK,L 3-13,,,,,,
35,1979,1979-10-14,7,25.019,MIA,,BUF,W 17-7,,,,,,
36,1979,1979-10-21,8,25.026,MIA,@,NWE,L 13-28,,,,,,
37,1979,1979-10-28,9,25.033,MIA,,GNB,W 27-7,,,,,,
38,1979,1979-11-05,10,25.041,MIA,,HOU,L 6-9,,,,,,
39,1979,1979-11-11,11,25.047,MIA,,BAL,W 19-0,,,,,,
40,1979,1979-11-18,12,25.054,MIA,@,CLE,L 24-30,,,,,,
41,1979,1979-11-25,13,25.061,MIA,@,BAL,W 28-24,,,,,,
42,1979,1979-11-29,14,25.065,MIA,,NWE,W 39-24,,,,,,
43,1979,1979-12-09,15,25.075,MIA,@,DET,W 28-10,,,,,,
44,1979,1979-12-15,16,25.081,MIA,,NYJ,L 24-27,0,0,0.0,1,3,0
45,1980,1980-09-07,1,25.348,MIA,@,BUF,L 7-17,0,0,0.0,1,6,0
46,1980,1980-09-14,2,25.355,MIA,,CIN,W 17-16,,,,,,
47,1980,1980-09-21,3,25.362,MIA,@,ATL,W 20-17,,,,,,
48,1980,1980-09-28,4,26.003,MIA,,NOR,W 21-16,,,,,,
49,1980,1980-10-05,5,26.010,MIA,,BAL,L 17-30,,,,,,
50,1980,1980-10-12,6,26.017,MIA,@,NWE,L 0-34,,,,,,
51,1980,1980-10-19,7,26.024,MIA,,BUF,W 17-14,,,,,,
52,1980,1980-10-27,8,26.032,MIA,@,NYJ,L 14-17,,,,,,
53,1980,1980-11-02,9,26.038,MIA,@,OAK,L 10-16,,,,,,
54,1980,1980-11-09,10,26.045,MIA,@,RAM,W 35-14,,,,,,
55,1980,1980-11-16,11,26.052,MIA,,SFO,W 17-13,,,,,,
56,1980,1980-11-20,12,26.056,MIA,,SDG,L 24-27,,,,,,
57,1980,1980-11-30,13,26.066,MIA,@,PIT,L 10-23,,,,,,
58,1980,1980-12-08,14,26.074,MIA,,NWE,W 16-13,,,,,,
59,1980,1980-12-14,15,26.080,MIA,@,BAL,W 24-14,,,,,,
60,1980,1980-12-20,16,26.086,MIA,,NYJ,L 17-24,,,,,,
61,1981,1981-09-06,1,26.346,MIA,@,STL,W 20-7,,,,,,
62,1981,1981-09-10,2,26.350,MIA,,PIT,W 30-10,,,,,,
63,1981,1981-09-20,3,26.360,MIA,@,HOU,W 16-10,,,,,,
64,1981,1981-09-27,4,27.002,MIA,@,BAL,W 31-28,,,,,,
65,1981,1981-10-04,5,27.009,MIA,,NYJ,T 28-28,,,,,,
66,1981,1981-10-12,6,27.017,MIA,@,BUF,L 21-31,,,,,,
67,1981,1981-10-18,7,27.023,MIA,,WAS,W 13-10,,,,,,
68,1981,1981-10-25,8,27.030,MIA,@,DAL,L 27-28,,,,,,
69,1981,1981-11-01,9,27.037,MIA,,BAL,W 27-10,,,,,,
70,1981,1981-11-08,10,27.044,MIA,@,NWE,W 30-27,,,,,,
71,1981,1981-11-15,11,27.051,MIA,,OAK,L 17-33,,,,,,
72,1981,1981-11-22,12,27.058,MIA,@,NYJ,L 15-16,,,,,,
73,1981,1981-11-30,13,27.066,MIA,,PHI,W 13-10,,,,,,
74,1981,1981-12-06,14,27.072,MIA,,NWE,W 24-14,,,,,,
75,1981,1981-12-13,15,27.079,MIA,@,KAN,W 17-7,,,,,,
76,1981,1981-12-19,16,27.085,MIA,,BUF,W 16-6,,,,,,
77,1982,1982-09-12,1,27.352,MIA,@,NYJ,W 45-28,,,,,,
78,1982,1982-09-19,2,27.359,MIA,,BAL,W 24-20,,,,,,
79,1982,1982-11-21,3,28.057,MIA,@,BUF,W 9-7,,,,,,
80,1982,1982-11-29,4,28.065,MIA,@,TAM,L 17-23,,,,,,
81,1982,1982-12-05,5,28.071,MIA,,MIN,W 22-14,0,0,0.5,1,1,0
82,1982,1982-12-12,6,28.078,MIA,@,NWE,L 0-3,,,,,,
83,1982,1982-12-18,7,28.084,MIA,,NYJ,W 20-19,0,0,1.0,0,0,0
84,1982,1982-12-27,8,28.093,MIA,,BUF,W 27-10,0,0,2.0,0,0,0
85,1982,1983-01-02,9,28.099,MIA,@,BAL,W 34-7,,,,,,
86,1983,1983-09-04,1,28.344,MIA,@,BUF,W 12-0,,,,,,
87,1983,1983-09-11,2,28.351,MIA,,NWE,W 34-24,,,,,,
88,1983,1983-09-19,3,28.359,MIA,@,RAI,L 14-27,,,,,,
89,1983,1983-09-25,4,29.000,MIA,,KAN,W 14-6,0,0,0.0,1,19,0
90,1983,1983-10-02,5,29.007,MIA,@,NOR,L 7-17,,,,,,
91,1983,1983-10-09,6,29.014,MIA,,BUF,L 35-38,,,,,,
92,1983,1983-10-16,7,29.021,MIA,@,NYJ,W 32-14,1,6,0.0,1,24,1
93,1983,1983-10-23,8,29.028,MIA,@,BAL,W 21-7,,,,,,
94,1983,1983-11-06,10,29.042,MIA,@,SFO,W 20-17,,,,,,
95,1983,1983-11-13,11,29.049,MIA,@,NWE,L 6-17,,,,,,
96,1983,1983-11-20,12,29.056,MIA,,BAL,W 37-0,0,0,2.0,0,0,0
97,1983,1983-11-28,13,29.064,MIA,,CIN,W 38-14,,,,,,
