ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.326,TEN,,NWE,L 13-34,*,,,,,,0.0%,,,,,,
2,2012,2012-09-16,2,22.333,TEN,@,SDG,L 10-38,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
3,2012,2012-09-23,3,22.340,TEN,,DET,W 44-41,,,,,,,0.0%,,,,,,
4,2012,2012-09-30,4,22.347,TEN,@,HOU,L 14-38,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
5,2012,2012-10-07,5,22.354,TEN,@,MIN,L 7-30,,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0
6,2012,2012-10-11,6,22.358,TEN,,PIT,W 26-23,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
7,2012,2012-10-21,7,23.002,TEN,@,BUF,W 35-34,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
8,2012,2012-10-28,8,23.009,TEN,,IND,L 13-19,,,,,,,0.0%,,,,,,
9,2012,2012-11-04,9,23.016,TEN,,CHI,L 20-51,,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0
10,2012,2012-11-11,10,23.023,TEN,@,MIA,W 37-3,*,,0,0,,0,0.0%,,0,0,0.0,0,0
11,2012,2012-11-25,11,23.037,TEN,@,JAX,L 19-24,,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2012,2012-12-02,12,23.044,TEN,,HOU,L 10-24,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
13,2012,2012-12-09,13,23.051,TEN,@,IND,L 23-27,,,,,,,0.0%,,,,,,
14,2012,2012-12-17,14,23.059,TEN,,NYJ,W 14-10,,,,,,,0.0%,,,,,,
15,2012,2012-12-23,15,23.065,TEN,@,GNB,L 7-55,,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,0,0
16,2012,2012-12-30,16,23.072,TEN,,JAX,W 38-20,*,4,2,19,9.50,0,50.0%,4.75,0,0,0.0,0,0
17,2013,2013-09-08,1,23.324,TEN,@,PIT,W 16-9,,,0,0,,0,0.0%,,0,0,0.0,0,1
18,2013,2013-09-15,2,23.331,TEN,@,HOU,L 24-30,,0,0,0,,0,0.0%,,0,0,0.0,1,0
19,2013,2013-09-22,3,23.338,TEN,,SDG,W 20-17,,,,,,,0.0%,,,,,,
20,2013,2013-09-29,4,23.345,TEN,,NYJ,W 38-13,,,,,,,0.0%,,,,,,
21,2013,2013-10-06,5,23.352,TEN,,KAN,L 17-26,,,,,,,0.0%,,,,,,
22,2013,2013-10-13,6,23.359,TEN,@,SEA,L 13-20,*,,,,,,0.0%,,,,,,
23,2013,2013-10-20,7,24.001,TEN,,SFO,L 17-31,,0,0,0,,0,0.0%,,0,0,0.0,1,0
24,2013,2013-11-03,8,24.015,TEN,@,STL,W 28-21,,0,0,0,,0,0.0%,,0,0,0.0,1,0
25,2013,2013-11-10,9,24.022,TEN,,JAX,L 27-29,,1,1,9,9.00,1,100.0%,9.00,1,6,0.0,1,0
26,2013,2013-11-14,10,24.026,TEN,,IND,L 27-30,,,0,0,,0,0.0%,,0,0,0.0,0,1
27,2013,2013-11-24,11,24.036,TEN,@,OAK,W 23-19,,2,2,4,2.00,0,100.0%,2.00,0,0,0.0,0,0
28,2013,2013-12-01,12,24.043,TEN,@,IND,L 14-22,*,3,0,0,,0,0.0%,0.00,0,0,0.0,1,0
29,2013,2013-12-08,13,24.050,TEN,@,DEN,L 28-51,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
30,2013,2013-12-15,14,24.057,TEN,,ARI,L 34-37,,,,,,,0.0%,,,,,,
31,2013,2013-12-22,15,24.064,TEN,@,JAX,W 20-16,,,,,,,0.0%,,,,,,
32,2013,2013-12-29,16,24.071,TEN,,HOU,W 16-10,,,,,,,0.0%,,,,,,
33,2014,2014-09-07,1,24.323,TEN,@,KAN,W 26-10,*,2,2,24,12.00,0,100.0%,12.00,0,0,0.0,2,0
34,2014,2014-09-14,2,24.330,TEN,,DAL,L 10-26,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
35,2014,2014-09-21,3,24.337,TEN,@,CIN,L 7-33,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
