ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1955,1955-10-16,4,22.121,CRD,@,NYG,L 0-10,0,0,,0,1,3,3.00,0,0,0,,0,0,,,,,,
2,1955,1955-10-23,5,22.128,CRD,,PHI,T 24-24,0,0,,0,1,39,39.00,1,0,0,,0,0,,,,,,
3,1955,1955-11-05,7,22.141,CRD,,PIT,W 27-13,0,0,,0,1,7,7.00,0,0,0,,0,0,,,,,,
4,1955,1955-11-20,9,22.156,CRD,,WAS,L 0-31,0,0,,0,0,5,,0,0,0,,0,0,,,,,,
5,1955,1955-12-11,12,22.177,CRD,@,CLE,L 24-35,7,8,1.14,0,1,23,23.00,0,0,0,,0,0,,,,,,
6,1956,1956-09-30,1,23.105,CRD,,CLE,W 9-7,2,6,3.00,0,0,0,,0,0,0,,0,0,,,,,,
7,1956,1956-10-07,2,23.112,CRD,,NYG,W 35-27,0,0,,0,1,16,16.00,0,0,0,,0,0,,,,,,
8,1956,1956-10-14,3,23.119,CRD,@,WAS,W 31-3,2,5,2.50,0,0,0,,0,0,0,,0,0,,,,,,
9,1956,1956-10-21,4,23.126,CRD,@,PHI,W 20-6,4,-10,-2.50,0,1,13,13.00,0,0,0,,0,0,,,,,,
10,1956,1956-10-28,5,23.133,CRD,,WAS,L 14-17,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
11,1956,1956-11-11,7,23.147,CRD,@,NYG,L 10-23,1,2,2.00,0,1,8,8.00,0,0,0,,0,0,,,,,,
12,1956,1956-11-18,8,23.154,CRD,@,PIT,L 7-14,4,-1,-0.25,0,1,19,19.00,0,0,0,,0,0,,,,,,
13,1957,1957-09-29,1,24.104,CRD,@,SFO,W 20-10,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
14,1957,1957-11-24,8,24.160,CRD,,NYG,L 21-28,1,4,4.00,0,1,13,13.00,0,0,0,,0,0,,,,,,
