ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
37,1983,1983-12-19,16,25.000,SFO,,DAL,W 42-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0
38,1984,1984-09-02,1,25.258,SFO,@,DET,W 30-27,0,0,,0,0,0,,0,,,,,,
39,1984,1984-09-10,2,25.266,SFO,,WAS,W 37-31,2,58,29.00,0,0,0,,0,0,0,,0,0,0
40,1984,1984-09-16,3,25.272,SFO,,NOR,W 30-20,0,0,,0,0,0,,0,,,,,,
41,1984,1984-09-23,4,25.279,SFO,@,PHI,W 21-9,0,0,,0,0,0,,0,,,,,,
42,1984,1984-09-30,5,25.286,SFO,,ATL,W 14-5,3,47,15.67,1,0,0,,0,0,0,,0,1,6
43,1984,1984-10-08,6,25.294,SFO,@,NYG,W 31-10,2,23,11.50,0,0,0,,0,0,0,,0,0,0
44,1984,1984-10-14,7,25.300,SFO,,PIT,L 17-20,1,14,14.00,0,0,0,,0,0,0,,0,0,0
45,1984,1984-10-21,8,25.307,SFO,@,HOU,W 34-21,3,36,12.00,0,0,0,,0,0,0,,0,0,0
46,1984,1984-11-18,12,25.335,SFO,,TAM,W 24-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0
47,1984,1984-11-25,13,25.342,SFO,@,NOR,W 35-3,3,44,14.67,0,0,0,,0,0,0,,0,0,0
48,1984,1984-12-02,14,25.349,SFO,@,ATL,W 35-17,0,0,,0,0,0,,0,,,,,,
49,1984,1984-12-08,15,25.355,SFO,,MIN,W 51-7,2,16,8.00,0,1,14,14.00,0,0,0,,0,0,0
50,1984,1984-12-14,16,25.361,SFO,,RAM,W 19-16,0,0,,0,0,0,,0,,,,,,
51,1985,1985-09-08,1,26.263,SFO,@,MIN,L 21-28,2,20,10.00,0,0,0,,0,0,0,,0,0,0
52,1985,1985-09-15,2,26.270,SFO,,ATL,W 35-16,0,0,,0,,,,,,,,,,
53,1985,1985-09-22,3,26.277,SFO,@,RAI,W 34-10,0,0,,0,,,,,,,,,,
54,1985,1985-09-29,4,26.284,SFO,,NOR,L 17-20,0,0,,0,,,,,,,,,,
55,1985,1985-10-06,5,26.291,SFO,@,ATL,W 38-17,0,0,,0,,,,,,,,,,
56,1985,1985-10-13,6,26.298,SFO,,CHI,L 10-26,0,0,,0,,,,,,,,,,
57,1985,1985-10-20,7,26.305,SFO,@,DET,L 21-23,1,8,8.00,0,0,0,,0,0,0,,0,0,0
58,1985,1985-10-27,8,26.312,SFO,@,RAM,W 28-14,0,0,,0,,,,,,,,,,
59,1985,1985-11-03,9,26.319,SFO,,PHI,W 24-13,0,0,,0,,,,,,,,,,
60,1985,1985-11-11,10,26.327,SFO,@,DEN,L 16-17,2,57,28.50,1,0,0,,0,0,0,,0,1,6
61,1985,1985-11-17,11,26.333,SFO,,KAN,W 31-3,1,9,9.00,0,0,0,,0,0,0,,0,0,0
62,1985,1985-11-25,12,26.341,SFO,,SEA,W 19-6,0,0,,0,,,,,,,,,,
63,1985,1985-12-01,13,26.347,SFO,@,WAS,W 35-8,0,0,,0,,,,,,,,,,
64,1985,1985-12-09,14,26.355,SFO,,RAM,L 20-27,0,0,,0,,,,,,,,,,
65,1985,1985-12-15,15,26.361,SFO,@,NOR,W 31-19,4,71,17.75,1,0,0,,0,0,0,,0,1,6
66,1985,1985-12-22,16,27.003,SFO,,DAL,W 31-16,0,0,,0,,,,,,,,,,
67,1986,1986-09-07,1,27.262,SFO,@,TAM,W 31-7,2,16,8.00,1,0,0,,0,0,0,,0,1,6
68,1986,1986-09-14,2,27.269,SFO,@,RAM,L 13-16,0,0,,0,0,0,,0,,,,,,
69,1986,1986-09-21,3,27.276,SFO,,NOR,W 26-17,3,30,10.00,0,0,0,,0,0,0,,0,0,0
70,1986,1986-09-28,4,27.283,SFO,@,MIA,W 31-16,0,0,,0,0,0,,0,,,,,,
71,1986,1986-10-05,5,27.290,SFO,,IND,W 35-14,0,0,,0,0,0,,0,,,,,,
72,1986,1986-10-12,6,27.297,SFO,,MIN,L 24-27,3,44,14.67,0,0,0,,0,0,0,,0,0,0
73,1986,1986-10-19,7,27.304,SFO,@,ATL,T 10-10,0,0,,0,0,0,,0,,,,,,
74,1986,1986-10-26,8,27.311,SFO,@,GNB,W 31-17,0,0,,0,0,0,,0,,,,,,
75,1986,1986-11-02,9,27.318,SFO,@,NOR,L 10-23,1,14,14.00,0,0,0,,0,0,0,,0,0,0
76,1986,1986-11-09,10,27.325,SFO,,STL,W 43-17,0,0,,0,1,10,10.00,0,0,0,,0,0,0
77,1986,1986-11-17,11,27.333,SFO,@,WAS,L 6-14,0,0,,0,0,0,,0,,,,,,
78,1987,1987-09-13,1,28.268,SFO,@,PIT,L 17-30,4,40,10.00,0,0,0,,0,0,0,,0,0,0
79,1987,1987-09-20,2,28.275,SFO,@,CIN,W 27-26,7,104,14.86,1,0,0,,0,0,0,,0,1,6
80,1987,1987-10-25,6,28.310,SFO,@,NOR,W 24-22,3,38,12.67,1,0,0,,0,0,0,,0,1,6
81,1987,1987-11-01,7,28.317,SFO,@,RAM,W 31-10,5,91,18.20,1,0,0,,0,0,0,,0,1,6
82,1987,1987-11-08,8,28.324,SFO,,HOU,W 27-20,3,45,15.00,0,0,0,,0,0,0,,0,0,0
83,1987,1987-11-15,9,28.331,SFO,,NOR,L 24-26,1,9,9.00,0,0,0,,0,0,0,,0,0,0
84,1987,1987-11-22,10,28.338,SFO,@,TAM,W 24-10,4,70,17.50,0,0,0,,0,0,0,,0,0,0
85,1987,1987-11-29,11,28.345,SFO,,CLE,W 38-24,0,0,,0,,,,,,,,,,
86,1987,1987-12-06,12,28.352,SFO,@,GNB,W 23-12,0,0,,0,,,,,,,,,,
87,1987,1987-12-14,13,28.360,SFO,,CHI,W 41-0,0,0,,0,,,,,,,,,,
88,1987,1987-12-27,15,29.008,SFO,,RAM,W 48-0,2,53,26.50,2,0,0,,0,0,0,,0,2,12
89,1988,1988-09-04,1,29.260,SFO,@,NOR,W 34-33,1,17,17.00,1,0,0,,0,0,0,,0,1,6
90,1988,1988-09-11,2,29.267,SFO,@,NYG,W 20-17,2,25,12.50,0,0,0,,0,0,0,,0,0,0
91,1988,1988-09-18,3,29.274,SFO,,ATL,L 17-34,2,18,9.00,1,0,0,,0,0,0,,0,1,6
92,1988,1988-09-25,4,29.281,SFO,@,SEA,W 38-7,4,62,15.50,1,0,0,,0,0,0,,0,1,6
93,1988,1988-10-02,5,29.288,SFO,,DET,W 20-13,6,59,9.83,0,0,0,,0,0,0,,0,0,0
94,1988,1988-10-09,6,29.295,SFO,,DEN,L 13-16,1,13,13.00,0,0,0,,0,0,0,,0,0,0
95,1988,1988-10-16,7,29.302,SFO,@,RAM,W 24-21,1,11,11.00,0,0,0,,0,0,0,,0,0,0
96,1988,1988-10-24,8,29.310,SFO,@,CHI,L 9-10,0,0,,0,0,0,,0,,,,,,
97,1988,1988-10-30,9,29.316,SFO,,MIN,W 24-21,3,31,10.33,0,0,0,,0,0,0,,0,0,0
98,1988,1988-11-06,10,29.323,SFO,@,PHO,L 23-24,2,24,12.00,0,0,0,,0,0,0,,0,0,0
99,1988,1988-11-13,11,29.330,SFO,,RAI,L 3-9,4,44,11.00,0,0,0,,0,0,0,,0,0,0
100,1988,1988-11-21,12,29.338,SFO,,WAS,W 37-21,2,18,9.00,0,1,2,2.00,0,0,0,,0,0,0
101,1988,1988-11-27,13,29.344,SFO,@,SDG,W 48-10,0,0,,0,0,0,,0,,,,,,
102,1988,1988-12-04,14,29.351,SFO,@,ATL,W 13-3,3,49,16.33,0,0,0,,0,0,0,,0,0,0
103,1988,1988-12-11,15,29.358,SFO,,NOR,W 30-17,0,0,,0,0,0,,0,,,,,,
104,1988,1988-12-18,16,29.365,SFO,,RAM,L 16-38,2,34,17.00,0,0,0,,0,0,0,,0,0,0
105,1989,1989-09-10,1,30.265,SFO,@,IND,W 30-24,0,0,,0,,,,,,,,,,
106,1989,1989-09-17,2,30.272,SFO,@,TAM,W 20-16,1,15,15.00,0,0,0,,0,0,0,,0,0,0
107,1989,1989-09-24,3,30.279,SFO,@,PHI,W 38-28,0,0,,0,,,,,,,,,,
108,1989,1989-10-01,4,30.286,SFO,,RAM,L 12-13,0,0,,0,,,,,,,,,,
109,1989,1989-10-08,5,30.293,SFO,@,NOR,W 24-20,1,2,2.00,0,0,0,,0,0,0,,0,0,0
110,1989,1989-10-15,6,30.300,SFO,@,DAL,W 31-14,0,0,,0,,,,,,,,,,
111,1989,1989-10-22,7,30.307,SFO,,NWE,W 37-20,0,0,,0,,,,,,,,,,
112,1989,1989-10-29,8,30.314,SFO,@,NYJ,W 23-10,1,11,11.00,0,0,0,,0,0,0,,0,0,0
113,1989,1989-11-06,9,30.322,SFO,,NOR,W 31-13,0,0,,0,,,,,,,,,,
114,1989,1989-11-12,10,30.328,SFO,,ATL,W 45-3,1,16,16.00,0,0,0,,0,0,0,,0,0,0
115,1989,1989-11-19,11,30.335,SFO,,GNB,L 17-21,1,13,13.00,0,0,0,,0,0,0,,0,0,0
116,1989,1989-11-27,12,30.343,SFO,,NYG,W 34-24,2,20,10.00,0,0,0,,0,0,0,,0,0,0
117,1989,1989-12-03,13,30.349,SFO,@,ATL,W 23-10,1,19,19.00,0,0,0,,0,0,0,,0,0,0
118,1989,1989-12-11,14,30.357,SFO,@,RAM,W 30-27,1,7,7.00,1,0,0,,0,0,0,,0,1,6
119,1989,1989-12-17,15,30.363,SFO,,BUF,W 21-10,0,0,,0,,,,,,,,,,
120,1989,1989-12-24,16,31.005,SFO,,CHI,W 26-0,0,0,,0,,,,,,,,,,
121,1990,1990-09-10,1,31.265,SFO,@,NOR,W 13-12,0,0,,0,,,,,0,0,,0,,
122,1990,1990-09-16,2,31.271,SFO,,WAS,W 26-13,2,13,6.50,0,0,0,,0,0,0,,0,0,0
123,1990,1990-09-23,3,31.278,SFO,,ATL,W 19-13,0,0,,0,,,,,0,0,,0,,
124,1990,1990-10-07,4,31.292,SFO,@,HOU,W 24-21,1,12,12.00,0,0,0,,0,0,0,,0,0,0
125,1990,1990-10-14,5,31.299,SFO,@,ATL,W 45-35,1,12,12.00,0,0,0,,0,0,0,,0,0,0
126,1990,1990-10-21,6,31.306,SFO,,PIT,W 27-7,0,0,,0,,,,,0,0,,0,,
127,1990,1990-10-28,7,31.313,SFO,,CLE,W 20-17,0,0,,0,,,,,0,0,,0,,
128,1990,1990-11-04,8,31.320,SFO,@,GNB,W 24-20,1,7,7.00,0,0,0,,0,0,0,,0,0,0
129,1990,1990-11-11,9,31.327,SFO,@,DAL,W 24-6,0,0,,0,,,,,0,0,,0,,
130,1990,1990-11-18,10,31.334,SFO,,TAM,W 31-7,1,11,11.00,0,0,0,,0,0,0,,0,0,0
131,1990,1990-11-25,11,31.341,SFO,,RAM,L 17-28,1,34,34.00,0,0,0,,0,0,0,,0,0,0
132,1990,1990-12-03,12,31.349,SFO,,NYG,W 7-3,0,0,,0,,,,,0,0,,0,,
133,1990,1990-12-09,13,31.355,SFO,@,CIN,W 20-17,0,0,,0,,,,,0,0,,0,,
134,1990,1990-12-17,14,31.363,SFO,@,RAM,W 26-10,0,0,,0,,,,,0,0,,0,,
135,1990,1990-12-23,15,32.004,SFO,,NOR,L 10-13,0,0,,0,,,,,0,0,,0,,
136,1990,1990-12-30,16,32.011,SFO,@,MIN,W 20-17,0,0,,0,0,0,,0,1,1,1.00,0,0,0
