ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
47,1990,1990-09-23,3,28.191,SEA,@,DEN,L 31-34,,,,,,,,
48,1990,1990-10-01,4,28.199,SEA,,CIN,W 31-16,,,,,,,,
49,1990,1990-10-07,5,28.205,SEA,@,NWE,W 33-20,,,,,,,,
50,1990,1990-10-14,6,28.212,SEA,@,RAI,L 17-24,,,,,,,,
51,1990,1990-10-21,7,28.219,SEA,,KAN,W 19-7,,,,,,,,
52,1990,1990-11-04,8,28.233,SEA,,SDG,L 14-31,,,,,,,,
53,1990,1990-11-11,9,28.240,SEA,@,KAN,W 17-16,,,,,,,,
54,1990,1990-11-18,10,28.247,SEA,,MIN,L 21-24,,,,,,,,
55,1990,1990-11-25,11,28.254,SEA,@,SDG,W 13-10,,,,,,,,
56,1990,1990-12-02,12,28.261,SEA,,HOU,W 13-10,,,,,,,,
57,1990,1990-12-09,13,28.268,SEA,@,GNB,W 20-14,,,,,,,,
58,1990,1990-12-16,14,28.275,SEA,@,MIA,L 17-24,,,,,,,,
59,1990,1990-12-23,15,28.282,SEA,,DEN,W 17-12,0,0,,0,0.0,1,0,0
60,1990,1990-12-30,16,28.289,SEA,,DET,W 30-10,,,,,,,,
61,1991,1991-09-01,1,29.169,DET,@,WAS,L 0-45,0,0,,0,,,,
62,1991,1991-09-08,2,29.176,DET,,GNB,W 23-14,0,0,,0,,,,
63,1991,1991-09-15,3,29.183,DET,,MIA,W 17-13,0,0,,0,,,,
64,1991,1991-09-22,4,29.190,DET,@,IND,W 33-24,0,0,,0,,,,
65,1991,1991-09-29,5,29.197,DET,,TAM,W 31-3,0,0,,0,,,,
66,1991,1991-10-06,6,29.204,DET,,MIN,W 24-20,0,0,,0,,,,
67,1991,1991-10-20,7,29.218,DET,@,SFO,L 3-35,0,0,,0,,,,
68,1991,1991-10-27,8,29.225,DET,,DAL,W 34-10,0,0,,0,,,,
69,1991,1991-11-03,9,29.232,DET,@,CHI,L 10-20,1,0,0.00,0,0.0,0,0,0
70,1991,1991-11-10,10,29.239,DET,@,TAM,L 21-30,0,0,,0,,,,
71,1991,1991-11-17,11,29.246,DET,,RAM,W 21-10,0,0,,0,,,,
72,1991,1991-11-24,12,29.253,DET,@,MIN,W 34-14,0,0,,0,,,,
73,1991,1991-11-28,13,29.257,DET,,CHI,W 16-6,0,0,,0,,,,
74,1991,1991-12-08,14,29.267,DET,,NYJ,W 34-20,0,0,,0,1.0,0,0,0
75,1991,1991-12-15,15,29.274,DET,@,GNB,W 21-17,0,0,,0,,,,
76,1991,1991-12-22,16,29.281,DET,@,BUF,W 17-14,0,0,,0,,,,
77,1992,1992-09-06,1,30.174,DET,@,CHI,L 24-27,,,,,,,,
78,1992,1992-09-13,2,30.181,DET,,MIN,W 31-17,,,,,,,,
79,1992,1992-09-20,3,30.188,DET,@,WAS,L 10-13,0,0,,0,0.0,1,0,0
80,1992,1992-09-27,4,30.195,DET,,TAM,L 23-27,,,,,,,,
81,1992,1992-10-04,5,30.202,DET,,NOR,L 7-13,,,,,,,,
82,1992,1992-10-15,6,30.213,DET,@,MIN,L 14-31,,,,,,,,
83,1992,1992-10-25,7,30.223,DET,@,TAM,W 38-7,,,,,,,,
84,1992,1992-11-01,8,30.230,DET,,GNB,L 13-27,,,,,,,,
85,1992,1992-11-08,9,30.237,DET,,DAL,L 3-37,0,0,,0,0.0,1,14,0
86,1992,1992-11-15,10,30.244,DET,@,PIT,L 14-17,,,,,,,,
87,1992,1992-11-22,11,30.251,DET,@,CIN,W 19-13,0,0,,0,0.0,1,0,0
88,1992,1992-11-26,12,30.255,DET,,HOU,L 21-24,0,0,,0,0.0,1,7,0
89,1992,1992-12-06,13,30.265,DET,@,GNB,L 10-38,,,,,,,,
90,1992,1992-12-13,14,30.272,DET,,CLE,W 24-14,,,,,,,,
91,1992,1992-12-20,15,30.279,DET,,CHI,W 16-3,,,,,,0,13,0
92,1992,1992-12-28,16,30.287,DET,@,SFO,L 6-24,,,,,,,,
93,1993,1993-09-12,2,31.180,ATL,,NOR,L 31-34,,,,,,,,
94,1993,1993-09-19,3,31.187,ATL,@,SFO,L 30-37,,,,,,,,
95,1993,1993-09-27,4,31.195,ATL,,PIT,L 17-45,,,,,,,,
96,1993,1993-10-03,5,31.201,ATL,@,CHI,L 0-6,,,,,,,,
97,1993,1993-10-14,6,31.212,ATL,,RAM,W 30-24,,,,,,,,
98,1993,1993-10-24,7,31.222,ATL,@,NOR,W 26-15,,,,,,,,
99,1993,1993-10-31,8,31.229,ATL,,TAM,L 24-31,,,,,,,,
100,1993,1993-11-14,9,31.243,ATL,@,RAM,W 13-0,,,,,,,,
101,1993,1993-11-21,10,31.250,ATL,,DAL,W 27-14,,,,,,,,
102,1993,1993-11-28,11,31.257,ATL,,CLE,W 17-14,,,,,,,,
103,1993,1993-12-05,12,31.264,ATL,@,HOU,L 17-33,,,,,,,,
104,1993,1993-12-11,13,31.270,ATL,,SFO,W 27-24,,,,,,,,
105,1993,1993-12-19,14,31.278,ATL,@,WAS,L 17-30,,,,,,,,
106,1993,1993-12-26,15,31.285,ATL,@,CIN,L 17-21,,,,,,,,
107,1993,1994-01-02,16,31.292,DET,,GNB,W 30-20,,,,,,,,
