ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,25.181,SEA,@,DEN,L 17-40,,,,,,,,
2,1987,1987-09-20,2,25.188,SEA,,KAN,W 43-14,,,,,,,,
3,1987,1987-10-25,6,25.223,SEA,@,RAI,W 35-13,,,,,,,,
4,1987,1987-11-01,7,25.230,SEA,,MIN,W 28-17,0,0,,0,0.0,1,0,0
5,1987,1987-11-09,8,25.238,SEA,@,NYJ,L 14-30,,,,,,,,
6,1987,1987-11-15,9,25.244,SEA,,GNB,W 24-13,0,0,,0,0.0,1,12,0
7,1987,1987-11-22,10,25.251,SEA,,SDG,W 34-3,,,,,,,,
8,1987,1987-11-30,11,25.259,SEA,,RAI,L 14-37,,,,,,,,
9,1987,1987-12-06,12,25.265,SEA,@,PIT,L 9-13,,,,,,,,
10,1987,1987-12-13,13,25.272,SEA,,DEN,W 28-21,0,0,,0,0.0,1,34,0
11,1987,1987-12-20,14,25.279,SEA,@,CHI,W 34-21,,,,,,,,
12,1987,1987-12-27,15,25.286,SEA,@,KAN,L 20-41,,,,,,,,
13,1988,1988-09-04,1,26.172,SEA,@,DEN,W 21-14,0,0,,0,0.0,1,20,0
14,1988,1988-09-11,2,26.179,SEA,,KAN,W 31-10,,,,,,,,
15,1988,1988-09-18,3,26.186,SEA,@,SDG,L 6-17,,,,,,,,
16,1988,1988-09-25,4,26.193,SEA,,SFO,L 7-38,,,,,,,,
17,1988,1988-10-02,5,26.200,SEA,@,ATL,W 31-20,0,0,,0,0.0,1,21,0
18,1988,1988-10-09,6,26.207,SEA,@,CLE,W 16-10,0,0,,0,0.0,1,0,0
19,1988,1988-10-16,7,26.214,SEA,,NOR,L 19-20,,,,,,,,
20,1988,1988-10-23,8,26.221,SEA,@,RAM,L 10-31,,,,,,,,
21,1988,1988-10-30,9,26.228,SEA,,SDG,W 17-14,,,,,,,,
22,1988,1988-11-06,10,26.235,SEA,,BUF,L 3-13,,,,,,,,
23,1988,1988-11-13,11,26.242,SEA,,HOU,W 27-24,,,,,,,,
24,1988,1988-11-20,12,26.249,SEA,@,KAN,L 24-27,,,,,,,,
25,1988,1988-11-28,13,26.257,SEA,,RAI,W 35-27,,,,,,,,
26,1988,1988-12-04,14,26.263,SEA,@,NWE,L 7-13,,,,,,,,
27,1988,1988-12-11,15,26.270,SEA,,DEN,W 42-14,,,,,,,,
28,1988,1988-12-18,16,26.277,SEA,@,RAI,W 43-37,,,,,,,,
29,1989,1989-09-10,1,27.178,SEA,@,PHI,L 7-31,,,,,,,,
30,1989,1989-09-17,2,27.185,SEA,,PHO,L 24-34,,,,,,,,
31,1989,1989-09-24,3,27.192,SEA,@,NWE,W 24-3,,,,,,,,
32,1989,1989-10-01,4,27.199,SEA,@,RAI,W 24-20,,,,,,,,
33,1989,1989-10-08,5,27.206,SEA,,KAN,L 16-20,,,,,,,,
34,1989,1989-10-15,6,27.213,SEA,@,SDG,W 17-16,,,,,,,,
35,1989,1989-10-22,7,27.220,SEA,,DEN,L 21-24,,,,,,,,
36,1989,1989-10-29,8,27.227,SEA,,SDG,W 10-7,,,,,,,,
37,1989,1989-11-05,9,27.234,SEA,@,KAN,L 10-20,,,,,,,,
38,1989,1989-11-12,10,27.241,SEA,,CLE,L 7-17,,,,,,,,
39,1989,1989-11-19,11,27.248,SEA,@,NYG,L 3-15,,,,,,,,
40,1989,1989-11-26,12,27.255,SEA,@,DEN,L 14-41,,,,,,,,
41,1989,1989-12-04,13,27.263,SEA,,BUF,W 17-16,,,,,,,,
42,1989,1989-12-10,14,27.269,SEA,@,CIN,W 24-17,,,,,,,,
43,1989,1989-12-17,15,27.276,SEA,,RAI,W 23-17,,,,,,,,
44,1989,1989-12-23,16,27.282,SEA,,WAS,L 0-29,,,,,,,,
45,1990,1990-09-09,1,28.177,SEA,@,CHI,L 0-17,,,,,,,,
46,1990,1990-09-16,2,28.184,SEA,,RAI,L 13-17,,,,,,,,
