ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-09,1,22.230,OAK,@,HOU,L 0-55,8,30,3.75,0,1,16,16.00,0,0,0,,0,0,0,,,0,,,2,56,28.00,0,0,0,,0,0,0
2,1961,1961-09-17,2,22.238,OAK,@,SDG,L 0-44,13,65,5.00,0,2,19,9.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,27,27.00,0,0,0,,0,0,0
3,1961,1961-09-24,3,22.245,OAK,,DTX,L 35-42,1,4,4.00,0,1,32,32.00,0,0,0,,0,0,0,,,0,,,2,29,14.50,0,1,14,14.00,0,0,0
4,1961,1961-10-01,4,22.252,OAK,,DEN,W 33-19,7,22,3.14,0,0,3,,0,0,0,,0,0,0,,,0,,,1,28,28.00,0,1,4,4.00,0,0,0
5,1961,1961-10-15,5,22.266,OAK,@,DEN,L 24-27,5,21,4.20,0,2,50,25.00,0,0,0,,0,0,0,,,0,,,2,15,7.50,0,1,25,25.00,0,0,0
6,1961,1961-10-22,6,22.273,OAK,,SDG,L 10-41,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
7,1961,1961-10-29,7,22.280,OAK,,NYT,L 6-14,2,-9,-4.50,0,1,-9,-9.00,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
8,1961,1961-11-05,8,22.287,OAK,@,BUF,W 31-22,1,5,5.00,0,1,85,85.00,1,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,1,6
9,1961,1961-11-11,9,22.293,OAK,@,NYT,L 12-23,0,0,,0,2,55,27.50,1,0,0,,0,0,0,,,0,,,0,0,,0,1,9,9.00,0,1,6
10,1961,1961-11-17,10,22.299,OAK,@,BOS,L 17-20,0,0,,0,2,26,13.00,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
11,1962,1962-09-09,1,23.230,OAK,,NYT,L 17-28,0,0,,0,1,25,25.00,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
12,1962,1962-09-23,2,23.244,OAK,,DTX,L 16-26,0,0,,0,3,29,9.67,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
13,1962,1962-09-30,3,23.251,OAK,,SDG,L 33-42,0,0,,0,1,13,13.00,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0
